case:concept:name,observation,time:timestamp
1,a,4
4,a,4
3,a,4
2,a,4
5,a,4
2,b,5
6,f,5
6,c,5
6,b,5
5,f,5
1,f,5
5,b,5
4,f,5
4,c,5
4,b,5
1,b,5
5,c,5
3,f,5
3,c,5
3,b,5
2,c,5
2,f,5
1,c,5
3,f,6
6,d,6
6,e,6
2,e,6
7,e,6
3,d,6
7,d,6
5,f,6
2,d,6
5,e,6
6,f,6
2,f,6
7,f,6
4,f,6
4,d,6
4,e,6
3,e,6
5,d,6
7,b,8
9,b,8
8,b,8
6,b,8
5,b,8
4,b,8
9,e,9
10,e,9
8,e,9
8,d,9
9,d,9
10,d,9
6,e,9
7,d,9
7,e,9
5,d,9
5,e,9
6,d,9
11,c,10
7,c,10
8,c,10
9,c,10
10,c,10
6,c,10
12,a,11
10,a,11
10,d,11
10,f,11
11,f,11
11,d,11
12,d,11
12,f,11
7,d,11
9,f,11
7,a,11
9,a,11
11,a,11
8,f,11
8,d,11
8,a,11
7,f,11
9,d,11
12,c,12
13,b,12
13,c,12
11,b,12
12,b,12
11,c,12
8,b,12
8,c,12
10,c,12
10,b,12
9,b,12
9,c,12
10,f,13
13,f,13
14,e,13
14,d,13
12,f,13
12,d,13
12,e,13
9,e,13
9,d,13
9,f,13
14,f,13
11,f,13
11,d,13
11,e,13
10,e,13
10,d,13
13,e,13
13,d,13
14,c,14
15,c,14
10,c,14
13,c,14
12,c,14
11,c,14
15,f,15
13,d,15
13,f,15
12,d,15
11,f,15
11,d,15
14,d,15
14,f,15
16,f,15
15,d,15
12,f,15
16,d,15
17,f,17
16,f,17
18,f,17
15,f,17
14,f,17
13,f,17
14,e,18
16,e,18
19,e,18
17,e,18
15,e,18
18,e,18
19,b,19
20,b,19
18,b,19
16,b,19
17,b,19
15,b,19
17,e,20
18,e,20
16,e,20
19,e,20
21,e,20
20,e,20
18,d,21
19,d,21
22,d,21
21,d,21
20,d,21
17,d,21
22,a,22
21,a,22
23,a,22
18,a,22
20,a,22
19,a,22
22,b,23
24,b,23
24,c,23
20,b,23
22,c,23
21,c,23
20,c,23
19,c,23
23,b,23
23,c,23
19,b,23
21,b,23
23,d,24
23,e,24
23,c,24
24,c,24
24,e,24
24,d,24
25,c,24
25,e,24
25,f,24
23,f,24
24,f,24
25,d,24
22,f,24
22,d,24
22,e,24
22,c,24
20,c,24
21,f,24
21,d,24
21,e,24
21,c,24
20,f,24
20,e,24
20,d,24
22,d,25
26,f,25
26,d,25
25,f,25
25,d,25
22,f,25
24,f,25
24,d,25
21,d,25
23,f,25
23,d,25
21,f,25
28,f,28
28,d,28
29,f,28
27,f,28
27,d,28
24,d,28
24,f,28
26,d,28
25,f,28
25,d,28
29,d,28
26,f,28
30,e,29
25,e,29
27,e,29
29,e,29
28,e,29
26,e,29
30,a,30
29,d,30
29,a,30
30,d,30
27,a,30
31,a,30
28,d,30
28,a,30
26,a,30
27,d,30
31,d,30
26,d,30
31,b,31
31,c,31
30,c,31
30,b,31
32,b,31
28,b,31
28,c,31
29,c,31
29,b,31
27,b,31
27,c,31
32,c,31
32,e,32
31,f,32
31,d,32
31,e,32
33,d,32
32,d,32
31,a,32
32,f,32
33,f,32
32,a,32
29,d,32
33,a,32
29,f,32
33,e,32
29,e,32
29,a,32
28,f,32
28,d,32
30,e,32
30,a,32
30,f,32
28,e,32
28,a,32
30,d,32
34,a,33
32,b,33
32,a,33
32,c,33
33,c,33
33,b,33
33,a,33
30,b,33
30,c,33
29,c,33
30,a,33
34,c,33
29,b,33
29,a,33
31,a,33
31,b,33
34,b,33
31,c,33
34,d,34
34,e,34
33,d,34
33,f,34
34,c,34
33,e,34
33,c,34
33,b,34
34,f,34
35,b,34
35,c,34
35,e,34
35,d,34
35,f,34
34,b,34
32,f,34
30,c,34
30,b,34
30,e,34
30,d,34
30,f,34
31,b,34
31,c,34
31,d,34
31,f,34
31,e,34
32,b,34
32,c,34
32,e,34
32,d,34
31,d,35
36,d,35
35,f,35
35,d,35
35,e,35
35,b,35
36,f,35
32,f,35
32,d,35
32,e,35
34,f,35
34,d,35
34,e,35
34,b,35
32,b,35
36,e,35
31,b,35
31,e,35
33,f,35
33,d,35
33,e,35
33,b,35
31,f,35
36,b,35
37,e,36
36,d,36
36,e,36
37,d,36
32,d,36
32,e,36
35,e,36
34,d,36
34,e,36
33,d,36
33,e,36
35,d,36
42,f,43
42,b,43
44,b,43
44,f,43
41,f,43
41,b,43
43,b,43
40,b,43
39,f,43
39,b,43
43,f,43
40,f,43
44,e,44
44,b,44
45,e,44
43,e,44
43,b,44
45,b,44
40,b,44
42,e,44
42,b,44
40,e,44
41,e,44
41,b,44
42,d,45
46,d,45
46,e,45
45,d,45
45,e,45
44,e,45
44,d,45
41,d,45
43,d,45
43,e,45
42,e,45
41,e,45
44,f,46
43,f,46
45,f,46
42,f,46
46,f,46
47,f,46
48,f,49
50,f,49
45,f,49
46,f,49
49,f,49
47,f,49
52,c,51
52,b,51
52,a,51
51,c,51
51,b,51
51,a,51
50,c,51
50,b,51
50,a,51
49,c,51
49,b,51
47,c,51
48,c,51
48,a,51
49,a,51
47,b,51
47,a,51
48,b,51
51,b,52
51,c,52
51,e,52
51,f,52
48,f,52
52,e,52
52,d,52
52,f,52
53,b,52
53,c,52
53,e,52
53,d,52
53,f,52
52,c,52
52,b,52
51,d,52
48,d,52
48,e,52
48,c,52
48,b,52
49,f,52
49,e,52
50,b,52
49,c,52
49,d,52
50,e,52
50,d,52
50,f,52
49,b,52
50,c,52
52,b,53
54,b,53
54,e,53
52,f,53
53,b,53
53,e,53
52,d,53
52,e,53
49,b,53
50,f,53
49,d,53
49,f,53
50,d,53
54,d,53
54,f,53
51,f,53
51,d,53
51,e,53
51,b,53
53,d,53
50,b,53
50,e,53
49,e,53
53,f,53
55,e,54
54,e,54
52,e,54
51,e,54
53,e,54
50,e,54
53,d,55
52,d,55
51,d,55
54,d,55
55,d,55
