case:concept:name,observation,time:timestamp
1,c,2
3,c,2
2,c,2
4,d,3
4,c,3
4,f,3
3,c,3
3,f,3
2,d,3
2,c,3
3,d,3
1,f,3
1,c,3
1,d,3
2,f,3
3,f,4
4,f,4
3,e,4
3,d,4
4,d,4
5,f,4
4,e,4
1,d,4
1,e,4
5,d,4
5,e,4
2,e,4
2,d,4
2,f,4
1,f,4
6,e,5
4,e,5
5,f,5
1,e,5
6,f,5
3,e,5
3,f,5
5,e,5
2,e,5
2,f,5
1,f,5
4,f,5
6,f,7
8,f,7
7,f,7
5,f,7
4,f,7
3,f,7
4,e,8
6,e,8
9,e,8
7,e,8
5,e,8
8,e,8
6,c,10
7,c,10
9,c,10
8,c,10
11,c,10
10,c,10
10,d,11
10,f,11
11,d,11
12,f,11
12,d,11
11,f,11
9,f,11
8,d,11
8,f,11
7,d,11
7,f,11
9,d,11
12,f,12
13,f,12
11,e,12
11,f,12
13,e,12
12,e,12
10,f,12
10,e,12
8,f,12
8,e,12
9,f,12
9,e,12
10,b,13
13,b,13
12,b,13
11,b,13
9,b,13
14,b,13
10,c,14
12,c,14
15,c,14
11,c,14
14,c,14
13,c,14
16,f,15
16,d,15
15,d,15
14,d,15
14,f,15
15,f,15
13,d,15
13,f,15
11,f,15
12,d,15
11,d,15
12,f,15
13,e,16
13,f,16
17,e,16
17,f,16
16,e,16
15,e,16
16,f,16
12,f,16
12,e,16
15,f,16
14,f,16
14,e,16
18,d,18
17,d,18
15,d,18
19,d,18
14,d,18
16,d,18
18,f,19
15,f,19
19,f,19
19,e,19
15,e,19
16,f,19
17,f,19
18,e,19
20,e,19
16,e,19
17,e,19
20,f,19
19,d,20
20,d,20
18,d,20
21,d,20
16,d,20
17,d,20
21,f,21
21,c,21
21,e,21
20,e,21
20,c,21
20,f,21
20,b,21
17,b,21
22,b,21
18,b,21
22,c,21
22,e,21
18,f,21
19,e,21
18,c,21
18,e,21
17,e,21
17,c,21
21,b,21
19,b,21
19,f,21
19,c,21
17,f,21
22,f,21
21,c,22
21,d,22
23,c,22
22,b,22
22,f,22
22,c,22
22,d,22
21,f,22
21,b,22
23,d,22
23,b,22
23,f,22
18,b,22
19,d,22
19,c,22
20,d,22
20,c,22
20,f,22
20,b,22
19,f,22
18,f,22
18,c,22
18,d,22
19,b,22
19,d,23
19,f,23
22,f,23
22,c,23
22,d,23
22,e,23
20,e,23
24,f,23
24,e,23
24,d,23
23,d,23
