case:concept:name,observation,time:timestamp
1,c,4
4,c,4
3,c,4
2,c,4
5,c,4
2,f,5
5,d,5
5,e,5
4,e,5
4,d,5
4,f,5
1,f,5
6,f,5
1,e,5
6,d,5
5,f,5
3,d,5
3,f,5
1,d,5
2,e,5
2,d,5
6,e,5
3,e,5
5,c,6
6,f,6
6,c,6
5,f,6
7,f,6
7,c,6
4,c,6
4,f,6
2,f,6
2,c,6
3,f,6
3,c,6
7,d,7
7,e,7
6,e,7
6,d,7
3,d,7
8,e,7
5,e,7
5,d,7
3,e,7
4,d,7
4,e,7
8,d,7
9,b,8
8,b,8
8,f,8
7,f,8
7,b,8
9,f,8
6,b,8
4,b,8
5,f,8
6,f,8
4,f,8
5,b,8
10,d,9
5,c,9
5,d,9
8,d,9
9,c,9
7,d,9
7,c,9
10,c,9
6,c,9
6,d,9
9,d,9
8,c,9
9,f,10
9,d,10
11,f,10
10,e,10
10,d,10
10,f,10
9,e,10
11,d,10
6,d,10
8,e,10
6,e,10
8,f,10
7,e,10
7,d,10
7,f,10
6,f,10
11,e,10
8,d,10
11,a,11
11,f,11
12,a,11
12,f,11
10,f,11
10,a,11
7,f,11
9,a,11
7,a,11
9,f,11
8,a,11
8,f,11
13,f,12
12,b,12
11,f,12
11,b,12
8,b,12
8,f,12
13,b,12
12,f,12
10,f,12
10,b,12
9,b,12
9,f,12
12,c,13
12,d,13
13,d,13
13,c,13
14,c,13
14,d,13
9,c,13
11,d,13
9,d,13
10,d,13
10,c,13
11,c,13
14,d,14
14,e,14
15,f,14
15,d,14
15,e,14
13,e,14
13,d,14
14,f,14
13,f,14
12,e,14
12,d,14
12,f,14
10,f,14
10,d,14
10,e,14
11,e,14
11,d,14
11,f,14
12,d,15
15,d,15
15,f,15
16,f,15
14,d,15
14,f,15
11,f,15
11,d,15
13,d,15
13,f,15
16,d,15
12,f,15
14,f,16
12,f,16
16,f,16
13,f,16
15,f,16
17,f,16
16,e,18
17,b,18
19,b,18
17,e,18
18,b,18
18,c,18
18,e,18
19,e,18
17,c,18
16,c,18
19,c,18
15,b,18
14,e,18
14,b,18
14,c,18
16,b,18
15,c,18
15,e,18
15,e,19
18,f,19
18,c,19
20,d,19
18,e,19
20,c,19
20,f,19
19,f,19
19,c,19
18,d,19
20,e,19
19,e,19
16,f,19
17,e,19
17,d,19
17,c,19
17,f,19
15,f,19
15,c,19
15,d,19
19,d,19
16,c,19
16,e,19
16,d,19
20,d,20
19,d,20
21,f,20
21,d,20
20,e,20
19,e,20
20,f,20
18,d,20
17,d,20
16,f,20
16,d,20
18,e,20
21,e,20
18,f,20
16,e,20
17,e,20
19,f,20
17,f,20
22,f,21
21,f,21
17,f,21
19,f,21
18,f,21
20,f,21
22,b,23
23,b,23
24,b,23
20,b,23
21,b,23
19,b,23
21,c,24
25,d,24
25,c,24
24,d,24
23,d,24
23,c,24
24,c,24
21,d,24
22,c,24
20,c,24
20,d,24
22,d,24
22,f,25
25,f,25
21,f,25
