a,b,f,c,e,d
0.7985092502555939,0.5442116604690492,0.5042821518317663,0.3898974911924763,0.9347308682358437,0.02841672938607906
0.7742817061001434,0.8617878641514753,0.8700759635288327,0.48243879132728373,0.9468204403981733,0.866817421255967
0.8454396247221277,0.9890664492791612,0.9658848283750641,0.9065110139534714,0.9108363222487467,0.8197774343581518
0.2974897883358362,0.8446869779932424,0.8085238022018559,0.8657853845744022,0.9442013643282112,0.7551493015041657
0.3216024372632662,0.9681887047801512,0.8634361141520315,0.831434862694998,0.9187279680632234,0.9733331154520828
0.42675813187002387,0.9302564433989413,0.8432142087802306,0.8577913444849691,0.9759473303278062,0.7510606051505861
0.8368865179005242,0.8119094216059275,0.7899734702836048,0.9685017090320895,0.5147231236449761,0.9231746599614502
0.13516031671363715,0.163825075046846,0.5332225550416146,0.9096987536314788,0.6219709899177953,0.11127756545743789
0.5217006133771681,0.07712430107918174,0.4065120312811686,0.5977318553696752,0.8716200790512678,0.10694856619248816
0.3255843402739472,0.44798601104663505,0.5683510258945643,0.8110711211581448,0.013391966854542825,0.2852167142735912
0.46036942942814035,0.04464760545220612,0.5928232200299112,0.34794659893829816,0.5356286173728105,0.8751274065613575
0.531302864737706,0.30202301293420664,0.573436552236685,0.45785893026626195,0.29091455798728477,0.9485503053758022
0.5333635753565713,0.6365319317185644,0.42639858738487174,0.4611215797685346,0.05080740883459319,0.7907680441864612
0.17102801903330145,0.5884524163772551,0.26619415375379024,0.6255625275817083,0.8024390030606433,0.7834779136631642
0.6442380851334298,0.6265869680921723,0.4502133611519981,0.339634581667126,0.14345646799811862,0.9995715983287523
0.3669717355346732,0.2614216821542946,0.14452171591521837,0.02383658288605068,0.49481872126868126,0.9848210497392418
0.4725684798240369,0.3688798331990689,0.7281289131895634,0.10086020908043374,0.5246993293842988,0.083190206738396
0.471747884274557,0.5943019087361656,0.004132621793827627,0.84193341213635,0.03792131964149031,0.33781027957062565
0.21171785098298296,0.17034730624533898,0.9038336875124645,0.8781516473146624,0.020089576990215418,0.8336083671969312
0.6703751855387078,0.5234399759454278,0.9281675387291444,0.8975789862733596,0.7822368581860429,0.9622700792303862
0.30444521632825955,0.9522617554263795,0.8325349339013726,0.974457071909028,0.9586600684060456,0.8110972062092001
0.996508865224002,0.7955985132476103,0.9029285993767777,0.9788443500533821,0.985471776259367,0.9644628380128535
0.9437181633454299,0.8919057255260012,0.7452030770685797,0.8730392567318767,0.9615889796401609,0.8475171090161197
0.9929923754184721,0.810494411857253,0.9144239433502428,0.05183668851835979,0.9371841469073359,0.8585153223373367
0.945136580771752,0.9539047689762251,0.5006922765660713,0.6916081991377869,0.9750292566541634,0.6305678506706582
0.9005682311933323,0.944617847267588,0.15153561422554093,0.8867516763537662,0.9720992610106369,0.35434579083621787
0.9396962971582086,0.3387041613841496,0.8573853137821884,0.8782159441646561,0.8328696741934317,0.7665901383789204
0.2121112864790705,0.7230893399435507,0.9161300530259149,0.8692714444960701,0.7526681318763963,0.9772286714735936
0.04818073635484065,0.3604232069631134,0.8428600134581986,0.8548809154043937,0.2155083606604232,0.9316699416257168
0.22578561484252357,0.22033290522408194,0.9647828989267471,0.8413909412786653,0.7488229675173493,0.8723272905258017
0.9419780112760051,0.7013279488209683,0.8278929935654749,0.9710445108120377,0.6131122114981291,0.9494220747939347
0.9644963234239053,0.8297172113828846,0.8643453844399993,0.5688439285157384,0.8886825132647358,0.7887588207969802
0.9771220420209663,0.9924700622398512,0.42948281125113147,0.21381634184071574,0.9975819617444222,0.4007141224411849
0.9168100311723614,0.9257492859778012,0.14677807311171273,0.9737368811167884,0.9584896740227982,0.23393592386588383
0.9209355531821953,0.9314613290958207,0.910750464367549,0.8451132064702516,0.9966390337911012,0.884665585716184
0.9530785321879293,0.9613033712128867,0.8835816476937016,0.909240936131411,0.9218673819009467,0.843970038660275
0.7354237177895956,0.866941846820223,0.8736918284648849,0.9065083107046483,0.9364747079736537,0.7938774186736335
0.764763921707045,0.7085614029542948,0.7799716494777679,0.8818404393879424,0.9588101159560873,0.7606580999823127
0.013137267390316083,0.15165344170182088,0.9219027125149113,0.864524067755077,0.3484571777597353,0.8161781021338241
0.3659186434639345,0.5353907118646094,0.8050627626935617,0.7543380819850755,0.17268589247381386,0.9929713350906191
0.15554928058137577,0.5375310994397232,0.4894768895128314,0.09813992604206616,0.6321678276239345,0.6894499849876708
0.8135464646058497,0.6026483339048317,0.6393805478420866,0.6856927898105459,0.7569229450627769,0.24334708417034337
0.5129204800071877,0.27970073016665703,0.2697037223096661,0.31363783124487593,0.9753344375926765,0.12572201112616987
0.6947739188603446,0.30421241000691784,0.9911917698513497,0.9277631126583108,0.9878832119080297,0.29491359196088496
0.3555732383104761,0.3571844741245505,0.8653420523940522,0.9542849524218466,0.9504649851724546,0.7573678278427953
0.4774931126446114,0.6080047874924409,0.8418594404556121,0.9171515861513093,0.9693785201855339,0.772142145351459
0.21199130409705214,0.7455688237186784,0.8601971367112454,0.964067561579556,0.9135662749625606,0.9245726979094013
0.4184146882641033,0.7357906685413114,0.7463923610534472,0.9174722631415314,0.9048566340319164,0.8887963270724762
0.1516422325693866,0.8579982859793497,0.9303225687847405,0.9141607880608779,0.33783373765845254,0.7960641088871694
0.07850059042907813,0.9249875342147158,0.26089413121717,0.5464777192091446,0.7410065159883783,0.8150166558118115
0.30935545835851036,0.9298711952688683,0.667252578453364,0.12967698172653358,0.9999879879401127,0.6129627568941243
0.14534770588874069,0.7951393197586758,0.8808707134164742,0.8333560923713298,0.9664824110680429,0.025047584963818204
0.49573996079450133,0.9430749774241245,0.8765143620862398,0.8394441319536732,0.96540664878317,0.9090558764000127
0.02066797525260301,0.7773348050222472,0.7844635306149685,0.9450783478712117,0.9827626797582059,0.7594761931308998
0.8261257549017005,0.7365034375063588,0.9964154918337511,0.8931037646179252,0.9260584950582128,0.7776263640935435
0.5423308554524211,0.2917487610054224,0.7650904363771726,0.9887907768393474,0.9194936324838697,0.7756034325668051
