a,b,c,e,d,f
0.32993184632203365,0.5309915908355269,0.12739571692211762,0.16211427334694148,0.9307951683744758,0.28304734753770433
0.9217989922700862,0.6389723701095993,0.5649628393147519,0.9626175847541089,0.9336110449044202,0.9225684096221196
0.8741573895499727,0.8533887148698804,0.8730513935135024,0.9021536097776413,0.9667582607197478,0.9897065084863499
0.9793766227420604,0.8338483947392822,0.7458787573196567,0.8187865197302054,0.9312296354572959,0.9938912609394897
0.9013138100104359,0.8702265832959143,0.9737369748518239,0.9233868315217844,0.966816922271337,0.9929777269054517
0.9279530542947071,0.8554099456300165,0.8193884638129177,0.8435833154168622,0.9776537784134061,0.980768623752475
0.8808864597938343,0.816557550852804,0.7758422388109368,0.8248374300215409,0.47798041869006447,0.9971417439830811
0.3521130837789338,0.8327266269506869,0.8597296135690154,0.6637151019962501,0.09433014518672661,0.734316175633203
0.4928201109887415,0.5781136147728545,0.12309617850410777,0.22214497122918783,0.9813960944004704,0.22735916665135958
0.8633564716616294,0.18450610334802892,0.2700322345505711,0.5133284184155036,0.9062524303552194,0.9620635772913669
0.9462881006911787,0.8790406902041445,0.9914914748572199,0.9146887312795597,0.960970271772575,0.931784304514632
0.9085406371230673,0.8267152594126249,0.8433859999822471,0.9593183034705777,0.9672834165439949,0.9093583482621325
0.9784689258416431,0.8837257639535803,0.8446566448935233,0.848840066283855,0.9772443888718486,0.9459908243114332
0.914496190046044,0.8572338444650098,0.8927973121507282,0.8955768504285513,0.9171592009271755,0.9437102695066204
0.9594256058601621,0.833068946184717,0.7999787668214214,0.8904708948359381,0.04155768706956421,0.9969141676240562
0.3195055662924728,0.8273661003354289,0.8981735984387171,0.802235284073761,0.2538315317257403,0.8910001778961931
0.05318004119459672,0.4674461874837785,0.3412459443544382,0.28167817188806193,0.9443934072384351,0.11784389926745144
0.630409147404311,0.759746881630515,0.6456478665566051,0.6740393359314744,0.9076877334007672,0.9218554313367527
0.7674539339042162,0.2987758103934319,0.4604222302351809,0.3294597771312572,0.9581402295499919,0.9896946024771981
0.5449372333611782,0.3866420261373609,0.6183548857330942,0.41717981424172906,0.9957150675695942,0.9341523339672927
0.4718385589383627,0.16689316113842595,0.11757390669486385,0.5580538974515824,0.9785906191306027,0.9861725824869492
0.04383042174100824,0.35706866167759793,0.38389771719529797,0.4169606587418032,0.9848970173234769,0.9249092541723858
