a,b,d,c,e,f
0.00017924331310846363,0.16826979534846026,0.524201022891606,0.33751696640707396,0.6235408194072011,0.6283338111543837
0.1211049795264233,0.33867720464942574,0.16818152994052493,0.06194573120169409,0.12000546028218043,0.5844577862311042
0.15463585010369124,0.37245621372991683,0.770151435025269,0.7370275205583401,0.9785382472288975,0.6668073126094755
0.5345347804033997,0.5714523702781977,0.36235173800605164,0.7376596127785922,0.9154897120980855,0.7161016847466402
0.811353464964418,0.04369402698537873,0.9193404569594521,0.4659518280055156,0.9600481261540428,0.0613683678935159
0.9923584369219501,0.3206732175555246,0.9249250083589003,0.5331050183374871,0.9445967856044375,0.6544189918707138
0.9759561037291175,0.9423846122372106,0.9191201083593407,0.6651344101818573,0.980430536512136,0.5865501523495518
0.8380610372059959,0.8425120814390972,0.8576010262081277,0.9207182215978407,0.9220247382942437,0.623524580487388
0.9962681426356514,0.8777510433809447,0.9569109318805056,0.9482118242606274,0.2979175670024854,0.9531155847423955
0.8677205472995206,0.8778753365287991,0.9733065161287189,0.9710892515315843,0.33331094732798994,0.9295073899682548
0.8964591157835557,0.8256559178819085,0.41424280347447895,0.8405200751263725,0.9734558053629004,0.7999655675535936
0.7671558161820504,0.7470815924371622,0.6339981417173741,0.9982008573504225,0.9183119039446779,0.9542153071223444
0.8158118538259029,0.48200582642931583,0.26890561343565145,0.8336087599492608,0.8867393482366529,0.8796637801628946
0.020892638039983303,0.36479202970493113,0.4237092441343874,0.8146480791402404,0.9774993256733381,0.944637592329509
0.12508914173220248,0.3552597470532787,0.0015879490391960515,0.7305534017162265,0.9507398457622096,0.43514971101395233
0.23125100735131898,0.6183584174180776,0.6727245875914856,0.2927049845875216,0.9436925345973574,0.531614709464571
0.09874370332540368,0.5677031307717797,0.39296659323724015,0.9036347947813754,0.8440890316249547,0.6291352783092039
0.5731230008491345,0.6444227563749227,0.26006804077595935,0.988713559300595,0.7096231779376178,0.961972010401475
0.2170092847324943,0.5391675134419662,0.13168615651438767,0.9750166870667878,0.8943663399158157,0.9704126572873688
0.291131719414447,0.6510761518026517,0.7850398879269015,0.9531327015329533,0.9531871767161985,0.8157973158978219
0.8700668543315193,0.07984994570208126,0.10433976169492626,0.8811089134680394,0.8973950400846107,0.8237226164234581
0.9740349024387016,0.7317913440003357,0.8873375143587185,0.9855282341581284,0.9556038045098056,0.9327331729195515
0.9555055200798913,0.7764845890840764,0.8912016627749414,0.6178403032756843,0.9515130478692739,0.8159566500603985
0.8578968009478075,0.9838873536869965,0.9683712217248297,0.771876740757148,0.9550449792066494,0.1389671253540267
0.9838713314249922,0.8143164969428223,0.9715409142622018,0.8834041396382929,0.7930102966324651,0.7778772083284544
0.9008270670917642,0.7830066935442581,0.8654968141315492,0.8417560114843468,0.16333516712251253,0.8794426095299532
0.4029224311560169,0.79545864225053,0.8502606278373154,0.9743505711232904,0.8991946945480804,0.816314259402261
0.4842025742798212,0.5433583882507649,0.5117211597396873,0.9432245550226479,0.904267162779362,0.7804324211136618
0.4220011704487475,0.565062950126951,0.8459855321890589,0.967941392171775,0.9199509963635437,0.8128859534296146
0.6675872392518435,0.5020849585496029,0.27108770472423266,0.9296174118256311,0.8963009361304248,0.9753481668712438
