a,b,c,e,f,d
0.8238706243941856,0.13028738044915353,0.09477523165759517,0.3968390007250095,0.31175386567760993,0.33361321811931205
0.9640733157090586,0.8035874014574672,0.8207392310230643,0.9930113468979617,0.5855163234198526,0.8804059653656028
0.9027980498708155,0.8193435924356817,0.8958849438435685,0.8749825119410478,0.8610040294474972,0.912513259364045
0.9745133070102836,0.8349547493405194,0.9914352017728155,0.9525820504413164,0.9851019989386778,0.8154002619648413
0.8126618107289533,0.9061166593329868,0.870163284623513,0.9906367781692569,0.7832004371955003,0.8831680063956528
0.9057949024056958,0.9860336087162455,0.8963891492153943,0.9534473726095057,0.9176797744869927,0.8191315036539408
0.715507926476898,0.8522857684704274,0.829996578891337,0.8770734173121719,0.7909772302935565,0.8501152255512457
0.027314009750054036,0.1899699889495527,0.5404602997960485,0.5039778488385895,0.953302837427393,0.42631608802685245
0.0195071329789729,0.2521524367225141,0.020030183030711517,0.27024518820366333,0.48144492488539664,0.6950636648886525
0.07232973877619508,0.5312920349358989,0.9991694229182222,0.05811235241457028,0.38635982722964846,0.031053250766517933
0.4849363335180212,0.41442778376161554,0.9207306373222821,0.5397591006895744,0.9898254193245285,0.8829131930610872
0.27579451883024725,0.745946228231805,0.8180601835159029,0.7659223941587854,0.8347152931711805,0.9261589119165416
0.5120015854492903,0.45021043625562523,0.8515146437835753,0.0036500083493363885,0.904072889590906,0.8744895513813625
0.6865264022073687,0.22586543412982313,0.9825640252714942,0.09642038083668952,0.8378808572812808,0.8893124580579792
0.5854188238764201,0.19373601830565607,0.837535812548874,0.4576367497521162,0.821149674526593,0.9590695172261746
0.2428437127191915,0.035582614235198894,0.4881099793061218,0.06763147229681506,0.8313486285830901,0.8536058685302187
0.10139056705194575,0.10000383342276337,0.7693073276709271,0.5287922586956567,0.6723277196630593,0.7031266599335857
0.49153186729658593,0.08631384225742551,0.5124677378052758,0.21902632837851743,0.30520131903420344,0.4882367871690397
0.012268826575906989,0.44784299083304346,0.2120899773807915,0.31862070564994666,0.27669300930086077,0.5514498841030155
0.7474610615909473,0.0588864995131555,0.9577677659662028,0.20001198925176564,0.4611006483014108,0.5022696022564813
0.6023567295961203,0.33242936203858237,0.9507347662646457,0.20593616154419095,0.9397372683459417,0.8775306841232263
0.0709756878990159,0.43355563020746246,0.9784587222629539,0.8485961368809405,0.7985652564974153,0.8595264790573923
0.5558122576729256,0.6701507893393931,0.8529802890356609,0.9477093699299182,0.912292070661394,0.7551758642478119
0.9092007366048763,0.7076240053955478,0.8743180768932179,0.9698964618458426,0.9422942299253667,0.9665894157279641
