a,b,c,d,e,f
0.17113466216283338,0.77029666703041,0.7589681206726219,0.2926462331847814,0.5478895697772364,0.2731796856837355
0.509211583145066,0.8743586668339743,0.5281221720005074,0.8461552037626252,0.9717114453511895,0.9135992076299636
0.3818411533426462,0.9282312337208944,0.20883417301233692,0.9366333611428002,0.9729097505283368,0.8135743597061964
0.8014888798970518,0.8216571977156555,0.8783920956883879,0.9046716260695058,0.8860956537099391,0.9611222624007796
0.8845123433004634,0.8179808708897093,0.8994203969936319,0.8422097635424389,0.9138183525863961,0.8348311678270587
0.8297783160407354,0.9740871072630863,0.9464754066643867,0.8680526412244625,0.8217670655702973,0.9540683598859989
0.9673889528083606,0.23134000957836007,0.928348878733474,0.8231067637588088,0.8287367082240038,0.9732260505818442
0.8262296392134933,0.668865178839555,0.9853052020152846,0.14063101910205536,0.5250843029637086,0.7437754932084795
0.884148896931311,0.8005645142681737,0.9919988989560353,0.5614960261521434,0.059156878238566524,0.25339211007685114
0.5438207012439423,0.7986870952946533,0.8916931097328832,0.9081245152144451,0.9219321834920579,0.8785618973265175
0.6898431847910051,0.9396407374491658,0.4994501806260681,0.8407731363498977,0.7607867152007702,0.8102775873767192
0.4288269207913039,0.9353092734375565,0.8732216121996887,0.8701453131222041,0.8598881925333832,0.8332320956007889
0.8011862897729722,0.8815299780526201,0.36899518442671064,0.9177719952695846,0.824418655760892,0.8870571918051667
0.9527194761444389,0.7831854384185569,0.9937765835009611,0.9615852800878676,0.961226314851109,0.8742010488191759
0.9851732437868294,0.12413329994467998,0.991824703933301,0.8257383887813908,0.9766509554571123,0.8973538009630527
0.7614355397345574,0.09845773669693832,0.9068036603661774,0.6204093320880952,0.17939738648750964,0.7118755507216883
0.7905790193953751,0.7369280852484018,0.9263009437662441,0.7309137907091248,0.451143871986174,0.546824362137853
0.8955002430190661,0.9060918133493767,0.9576594477630702,0.902333765141914,0.852231058135037,0.9554836249297054
0.06964428370283758,0.9084904604736563,0.9197300024733186,0.9991952384569006,0.8127599929051946,0.8693962034914514
0.5911126253502473,0.9571136118762893,0.47795922964173804,0.8541901975489629,0.9356395065976179,0.9089786005707575
0.27278635235810456,0.8978675528059973,0.6197809070819008,0.9524404544393066,0.9736882749638539,0.996701870422743
0.6155615151830923,0.8278544591301554,0.31619285827828597,0.8572659653910983,0.8620697485834904,0.8262440857534084
0.24601370961893537,0.3140152102368505,0.7351344158473447,0.8269369274029001,0.8854866361949796,0.9399601515508478
0.2101937736929138,0.5011501108955065,0.28306110267607004,0.09499670940368016,0.17624855011930174,0.049986477290604736
0.16378893970904784,0.2627941044049193,0.1757944148427206,0.5760643237259078,0.45264056579094303,0.7794471393229646
0.20940542566598425,0.4888875203205848,0.5486618633552122,0.3402583498880072,0.5255863591993163,0.5048685171958087
0.21770183481447905,0.3797249589854862,0.49399945016066427,0.5971458696833548,0.6444121870482087,0.650632066854807
0.5298054347246871,0.07139480725235171,0.030815377268020302,0.09406936351473423,0.12767559771009168,0.6238790874070088
0.4460098130448137,0.6128004609921024,0.2660442699202224,0.8835736264192162,0.15861185700184613,0.6383480913827272
0.3176525336686602,0.13644883494979537,0.5833513984264511,0.8886663430903466,0.7254911022721307,0.4558854129969398
0.5008675848420708,0.29663648101354356,0.8495314190615988,0.8650885869080377,0.9418979817601703,0.2089486950970815
0.5918214119027048,0.6868663005352388,0.45519491688737906,0.9197681534197352,0.9176711960121091,0.036829980277694505
0.5807203232237939,0.332132559451538,0.9959337778022597,0.8200849194915786,0.8152388324166069,0.7036147804180312
0.353833832190888,0.1255491969614562,0.9818967134719093,0.9794351195928452,0.7842558411138966,0.8387077761632564
0.07508710205047835,0.41574373000047715,0.932417866005387,0.760373145814092,0.9318674573360655,0.9419540962730437
0.8855689569863148,0.46305734789466624,0.9680621561850467,0.12257717761173464,0.9505037028035429,0.8500889632811606
0.8217418635360954,0.8023225809218881,0.9085749662988983,0.7572127224957806,0.31703077683794173,0.8262891875867517
0.8780368181246908,0.9230790216478659,0.9315349137931961,0.8771816386439151,0.36075407442567586,0.8932246590900316
0.883516258225192,0.813460589534009,0.7955958014814564,0.8861281556192241,0.873011433504055,0.8408425579246444
0.9752234699006528,0.7780701758952439,0.16647782658034602,0.9074173846696101,0.9817177343345955,0.25766772317097314
0.915104814922518,0.8606827527932268,0.9787844440750596,0.9536122453003204,0.8667423576739477,0.23736680360554366
0.6300186674055659,0.821758844174942,0.9372517323643336,0.9709590425677131,0.8881930394427047,0.8908003191919782
0.36650909927888103,0.1766953814997051,0.9075213430269153,0.9468953372654545,0.7685207007140746,0.8148940815006097
0.13860920266643917,0.01507232907873926,0.9214475880024912,0.01020827217881868,0.798056375949753,0.9249593401771681
0.3808503221834957,0.14738970907266183,0.948836279427273,0.4506147440443181,0.5008826483753747,0.8526902243681073
0.4583319400613646,0.5551036711939964,0.9449351373624512,0.19532800393474492,0.0977721882441743,0.829515885036494
0.3764507145354023,0.6752409002585636,0.7809003797572515,0.5021620317970081,0.18365801375474305,0.8791237572671998
0.106721744446249,0.05253147968131802,0.13772176816089113,0.4071019933747122,0.5870039209439528,0.11140944275420545
0.8389669103194202,0.16545450644183898,0.1962149091745149,0.5163529985253427,0.7405905773339592,0.3118158991610645
0.9989657560489724,0.8276486722620765,0.9686279196882452,0.8101917750475894,0.7750558052154721,0.32966480840593587
0.7921739251194173,0.8607525140450498,0.981139304310807,0.9890477519982047,0.812126712200375,0.9855342514698482
0.8396962733474119,0.8579522131539671,0.9093257326680755,0.9423057802213399,0.9740884644065669,0.9674524783264794
0.8747245329739334,0.9653956767255254,0.9968450379250757,0.845211926303119,0.7578241645621828,0.9488596513124101
0.7780393161261061,0.8596645997565203,0.9071511474300703,0.8855322117684804,0.7944438085789669,0.8775576556610122
0.36147902396004067,0.8615348757547633,0.9181715133867316,0.9274323528249189,0.7989088246292961,0.908592454959429
0.1070288399545957,0.6380396909066898,0.2695303489375657,0.5090770170375291,0.6039155612154554,0.9123116827621636
0.26571714575309074,0.6091167272631732,0.7642844422104645,0.6411052641296555,0.23985290137128296,0.7421381526688496
0.5385962284418188,0.5369270910563722,0.6459019166948432,0.8581435437413283,0.6369327295656142,0.39218939247641954
0.31512614415567297,0.251197977713586,0.07511687345256213,0.871786128256038,0.09658328218927018,0.148091696681662
0.32046588138061277,0.74440598708128,0.01393502622422054,0.9902215233019374,0.18486445569668006,0.9078776535348929
0.012653804338919054,0.8340158842313198,0.2388183626456251,0.8176708821244058,0.8595375668313299,0.8338485993407181
0.2061333902452143,0.7841247352971895,0.7415306510370079,0.9412377835557365,0.7732054786978246,0.8427027980086207
0.30466983353043114,0.8385960007555356,0.18279614010711367,0.891779915076756,0.9257909729200466,0.9153766824583824
0.46151522757649577,0.8834363902767217,0.34771473631148253,0.6027134856616351,0.8013501810626851,0.9074769868925058
0.5024937142862828,0.8263135286576451,0.6446417548506076,0.7061717644163665,0.8004730351838077,0.8899566689283576
0.12554551522162363,0.18915048001946427,0.403826650590557,0.9850278035489937,0.8447602158608246,0.13113062385394503
0.4215650110755555,0.6414105802139818,0.9287065123586917,0.9582444148108218,0.25520504777501174,0.7655374529675367
0.36738326405928656,0.021070034586349064,0.936443744219224,0.9748111853961352,0.12245800554432304,0.381682324841061
0.678558582053541,0.3705345346547204,0.99084845604249,0.9686076364660057,0.37116939804041793,0.5403264594203403
0.5320840896771305,0.6885876689690015,0.8955809845063022,0.872827633803799,0.2872225044857676,0.15843287617407806
0.6644729326868436,0.17563973749713324,0.8909822834224548,0.8806214380274971,0.1648242505834661,0.6932629425949441
0.6255018344592563,0.5826469429752137,0.9835329267225138,0.48629733749833265,0.4242462695295062,0.1999231980224979
0.6557685073391043,0.5758696601142923,0.08757757621111964,0.3549413795232596,0.4464178220862429,0.061977192525040484
0.6544372825964979,0.2742615041857169,0.6030587234658208,0.7282459841596367,0.3893172402475781,0.5883530308679472
0.5054825897659346,0.6363939231780885,0.33644614987058047,0.6734309213958385,0.10809549588689635,0.27011002309439064
0.7460140342558201,0.41730993873072225,0.3509612168847902,0.593031755762896,0.018848660934677214,0.8832112575452942
0.7319314948221353,0.7407463739125614,0.951130366142677,0.5409164393347164,0.4263664924808892,0.8730724345558544
0.9659336645638305,0.7634862963968585,0.9881510256434495,0.9855083449472803,0.8907164040371124,0.859516210898281
0.8638924555391574,0.7535416581440726,0.9158529334956632,0.9916271388588109,0.9099542681177795,0.8549722216731579
0.7443866190348051,0.9667100013234359,0.9861831770465401,0.8147198519707095,0.9601663683634193,0.8581060724319783
0.7900231005069872,0.7663962964631015,0.9861573971997011,0.8845686028288489,0.8614075726946385,0.9578080340937545
0.43392151856047695,0.7357913821520555,0.8914435400955398,0.8538927592629673,0.8439910065443422,0.3587362284448815
0.3500034373691282,0.08747419229137476,0.46154600314583966,0.8802585071378713,0.8757562900109318,0.13934997694835183
