a,b,e,c,f,d
0.5690969664233245,0.6968061641857297,0.43962037433307316,0.9977527983132909,0.8071403478622344,0.550446576301962
0.46324999122510335,0.8881785983502335,0.946029410047613,0.8620515385643696,0.7214447667434958,0.9812355141192692
0.3606353623251837,0.9258539386902068,0.837731646727205,0.9724284548584268,0.9074035962416219,0.941595666023858
0.2110257951653289,0.8342458227354849,0.922852720447498,0.899780843495234,0.9330839074613837,0.9701995476640257
0.8320043894662522,0.8975714995114591,0.9691554106706647,0.9223430937894298,0.9825035075317651,0.900470247435005
0.7729623891912434,0.8477691283481007,0.8322640576126975,0.9272718091252944,0.9151087303827949,0.8955852928735679
0.9243168605987163,0.9160248497689001,0.9575920775708281,0.2802869953732781,0.8712842773213281,0.9452231283378569
0.9605428537974606,0.3656110860618583,0.42812752845793944,0.6108246723404193,0.9679476535239253,0.6086246567841144
0.842928747345803,0.5409273901381426,0.19942561153104196,0.1194373123974682,0.09058586418699625,0.4133801192350698
0.9868843556969441,0.8475167266554474,0.9153221713180897,0.1891241375505541,0.6486594097519216,0.6161213979103416
0.44882498981961727,0.845573541685175,0.9359457114399327,0.9900942813667692,0.986125056332642,0.853295096805364
0.6966140488349064,0.9053167194500272,0.9190883296707865,0.8826195423666088,0.8604090964998548,0.9591993377501511
0.543781631585591,0.8465016680453259,0.8511526199385253,0.8644199599074118,0.8817298744197755,0.9960886610857086
0.11157146307347587,0.8260436222831611,0.8071119563403362,0.9261011696009801,0.8451986275597264,0.9135855462970729
0.9224616549564121,0.9707328080884476,0.8649359886026567,0.9349496034238722,0.9025918398761501,0.9766318471130715
0.7871170506047214,0.17090458548184503,0.6173167586675369,0.9081195738898407,0.8656678306911297,0.9547087015858329
0.9690096147555324,0.1822161661716216,0.7044850712034788,0.48841205997348724,0.3308361476134323,0.9321266660886991
0.9532926195776705,0.8433890798738686,0.9337266916927933,0.27495755638560615,0.1057008467158601,0.7488201163991905
0.8093728907934752,0.8271444458329555,0.9533096875975319,0.9737750163376458,0.9686495915912293,0.6800675302463892
0.9649584010394554,0.8348759598768225,0.8718044129439342,0.9567368814550659,0.8814416600221067,0.9686086087987607
0.6600848774083016,0.8906959152251882,0.8948013928326909,0.8849178173777278,0.9332781212515541,0.9911074185540959
0.29135930990923586,0.8848180900262413,0.9528276313902093,0.9118587298962431,0.9603376295022489,0.9565355926172135
0.5605171697004042,0.9911442834680328,0.9706246711367869,0.8637212148260449,0.8449490666709265,0.9372231958473838
0.4713325184708129,0.7635444207690624,0.524780708616173,0.988368661970943,0.9055998913963156,0.9754229142855394
0.6603903823518582,0.48544488339653086,0.26320729367837326,0.0831360676372579,0.2836739480802543,0.9188437160019493
0.18149325761771967,0.7182310986031308,0.4881413521456929,0.549015440550772,0.6162840228931459,0.021714949132459374
0.1971205060043923,0.21586417798442992,0.7836465856827464,0.5176023620737468,0.08613859120458192,0.8662183639302534
0.8345012632484576,0.5667437688596026,0.06342397856423145,0.37153309302683507,0.20798511163336544,0.33253342479260484
0.8702266284977176,0.8685526028856477,0.8789571159863866,0.2058662237158687,0.08366655007035576,0.8232928473662888
0.8418824894377176,0.9620228945286105,0.9913455734717225,0.902760238093338,0.9840553150683735,0.4345112749013154
0.801037195678886,0.969134647604092,0.8173120478572269,0.8898293841713015,0.8706683664259265,0.9422218859182427
