a,b,c,d,f,e
0.49282688029784627,0.9359861171251664,0.5969734561070017,0.7645295354941701,0.8206792097404457,0.36245374092329435
0.6924572589006988,0.8487578736919597,0.4906334566521691,0.8510840695497532,0.9169949418926948,0.1558744825533822
0.5187144754136904,0.9606931105185429,0.1300581745146191,0.9604591116484988,0.8095005802310902,0.7314072072724295
0.34060292492221705,0.8104411671623134,0.22692883804192732,0.8753908568404688,0.9422838177626203,0.8151150018689858
0.5913416299035605,0.8453377369060262,0.7160323715763732,0.9609818620843061,0.9025646562837759,0.8590172031211232
0.027530169819447205,0.9272032431002902,0.1364369139654914,0.9257900398821035,0.9394721901668277,0.7709216779869106
0.2635693442692272,0.8301479272654468,0.5155452250819829,0.8678603058995948,0.8722573354226063,0.9515292861312741
0.030914916295993914,0.8298336221370223,0.6991180318720569,0.7170224796628613,0.8876311810842875,0.822818743172602
0.4397422521277265,0.856544205669347,0.4985353858905051,0.29576338071056946,0.7741747614658386,0.3327966079171799
0.4832932151647313,0.8326139716631348,0.27561986590288506,0.8935795392881537,0.825576372560076,0.31444791581867887
0.3520116909474111,0.8990390551701475,0.5223697344641154,0.8680282268224999,0.9763792689508093,0.8178593068380494
0.09460780386484229,0.8037263064068237,0.5044368381107389,0.9952998048680255,0.845497486080149,0.8373982821551766
0.7306747576366799,0.8310946327534653,0.0656544278053897,0.5023562052134887,0.8893691485318044,0.812371025206389
0.17246430210213587,0.9385129599083747,0.08743914624461674,0.9712842486154714,0.8587707951075662,0.8528693013354764
0.49620765247249055,0.9100027457328734,0.7224056400533065,0.8650444278936983,0.9602925585745532,0.7908945324757884
0.6985416479355394,0.8954917011892887,0.5392768351752464,0.9543691408788566,0.8551702261593461,0.7878884731371478
0.6073180030474342,0.8229258697916997,0.28599779992754887,0.8995555745737895,0.7634060750345396,0.01585746241324536
0.5189024736362046,0.9690944372985899,0.5925383587043638,0.9445690515409257,0.7855279969358521,0.11534927366587791
0.5426552253902336,0.9075407972655535,0.09230197893068891,0.993289528468996,0.965080615976501,0.7527250233084672
0.29555471733256056,0.9113570064412928,0.5006995753849512,0.788812865151153,0.8374314557647473,0.8933907937967267
0.7038103825642185,0.9647675462796625,0.18111470458127774,0.24215587375846429,0.769863470707687,0.8659224806452236
0.6927264720804313,0.9688927849841915,0.3413533262208155,0.5203011132573322,0.9489542771660179,0.9193272447639707
0.43683894579330196,0.8261660350530826,0.28257307003017157,0.9327077451855674,0.8019510614799898,0.2138012369981177
0.7241209248163814,0.8593189678682818,0.3853608224565224,0.6396035679491443,0.7965136840894561,0.9530480742986378
0.7180443355406124,0.8643065749081686,0.4575980178527124,0.9175624700501517,0.9755644870741649,0.7168010280979213
0.7730924660656698,0.8998751126218272,0.17803285266606658,0.9687370499289554,0.9392797456923612,0.8809727539856789
0.01688650661568599,0.8579051581006364,0.0330751432683521,0.903527364246073,0.9023134253722329,0.5579041341862427
0.6530693148642919,0.9950694417903012,0.15601650217107202,0.01788393500328771,0.8098477183236754,0.6308404712591699
0.6519557784668601,0.9798144966321016,0.3401173801616444,0.9521907751151044,0.7784055579830765,0.3659697590112102
0.5452815507682737,0.9119302799008259,0.7270772825981284,0.9101270901454298,0.9132260378600755,0.7959959968625944
0.30997784816828805,0.9909009240774509,0.4157904150231129,0.9653742549657736,0.9416471205337797,0.9875195946338198
0.7656273565790725,0.8457507317999032,0.604973569215295,0.9583437471065228,0.8392990470519001,0.00402799971002172
0.010508643597696203,0.8603103622358346,0.05489439449895779,0.9404682058581797,0.8171643907697654,0.8927756981469244
0.42399100145404534,0.9498381036433405,0.49778981348934276,0.9463315208862488,0.9031922762572075,0.7450291604555795
0.7143101290691579,0.9778037390952594,0.393118034075754,0.08165669915779382,0.807566857967793,0.8322596590486105
0.6784728352975052,0.8415959543439009,0.025264726685767177,0.7030761437754697,0.9217220920524428,0.9382553438444263
0.013609209850586756,0.8049710488615572,0.44857396764249985,0.9371793526597271,0.9065033636678803,0.9676190134740112
0.09831281039662801,0.9737915427918393,0.10997339784421478,0.8655381917224648,0.8459874165727223,0.9896014174827936
0.5427866927820121,0.9900960085584256,0.08571647351150498,0.9313829039048791,0.9472731067518376,0.6607674996186852
0.2590085755184365,0.924183020111363,0.5502079441745032,0.980876258045981,0.8309287656991379,0.3575031472844255
0.5035702623275448,0.8597776976012977,0.6934835782730753,0.8794002790676004,0.925382599361865,0.786076991791349
0.20804843872399553,0.9439875161712172,0.35460207240887825,0.9687947013207843,0.945036167308957,0.8958288693505764
0.5191256838014096,0.9832540688502536,0.5700800085489842,0.39540028053674225,0.8996194561953109,0.9305354141628681
0.7203464639732153,0.9418682189777886,0.6014547428134421,0.7198671898954818,0.8755378327517621,0.9596039132090285
0.8292637777462046,0.8772266100445976,0.48118865039391967,0.9731884882819783,0.8620064518595975,0.8854417132337278
0.2994176556331081,0.8552001926033929,0.5826034985962926,0.9953329238583478,0.8882724126856875,0.9060619975858137
0.8197405969224169,0.8763000057112365,0.6788145448622908,0.9982575561993239,0.9487746512907067,0.6995495025983076
0.5462060591654463,0.9848954334149531,0.2749958102841369,0.8508828450535856,0.991451241144223,0.611627957469915
0.6453721839686584,0.9307445402906631,0.03467461140448884,0.8624901303190421,0.930793707053032,0.6165655472924866
0.5982457608385543,0.9740582322326091,0.32704063108162795,0.8854488070371902,0.8549415605931334,0.826380901783741
0.5038457916076909,0.9635043814188733,0.021513927596496837,0.5769169782627886,0.9541611876288101,0.9287097324384643
0.07371985986187751,0.9077943821543772,0.4279472915090605,0.8288012998046337,0.769799313564197,0.9134823089788854
0.7170087236259832,0.8335713824910548,0.7108192553815681,0.9546568529834017,0.8739403252095097,0.97810817345104
0.41175048905848666,0.9585435565332362,0.30150797700139864,0.8982797488544658,0.8831965375752094,0.8507565449774995
0.4429990503668798,0.9279268580248985,0.6273144296900648,0.8990042343194548,0.8390500152976753,0.9480251211600492
0.3121947354993917,0.8249534807308903,0.26661801732003215,0.9936758029315441,0.9611988898305737,0.27138937268819946
0.48353040266349523,0.8725797017115574,0.6257588972517548,0.8612850914012241,0.8204402745712333,0.1396655502549296
0.573388049624804,0.9740775311864238,0.41532918758232173,0.934704760331096,0.9741455574268657,0.9058313487894671
0.20074218487427706,0.9522027441797027,0.24120576377219283,0.5581963349059572,0.8233244584176149,0.9915020526350602
0.6327554570588813,0.9430120168848837,0.5351529313550745,0.7698542724977492,0.9231038422652512,0.2790550973202082
0.6322119994614146,0.9900924557139139,0.11657264710491262,0.024801967174673693,0.8464765465292223,0.26376767188697015
0.1352859749326319,0.9628282890048627,0.29830348122102207,0.9129939593593491,0.9519388388782806,0.398552839590734
0.49798703146653084,0.9189884276781242,0.6609294394670646,0.9549726569635129,0.8005689485870068,0.7204696134030927
0.7319357938097415,0.90626943279493,0.3485771278420118,0.9331993161043302,0.933323347371427,0.8705402356458256
0.1298170565566356,0.84464402404325,0.5668548004452696,0.9639857321723619,0.7605301872054905,0.7644281674231042
0.444682507708189,0.836744890104077,0.20770352867847858,0.8567290123407737,0.8207565342772355,0.8424680228497219
0.7252776324285536,0.918442744643073,0.5820754873862055,0.8649751408697179,0.8344273359834327,0.716263660552901
0.28376329427990976,0.8491436933455679,0.4483457391320921,0.25480223874172553,0.7746619018715358,0.9754704386455821
0.5713317363241753,0.9898661472719434,0.5448339887997024,0.3305802895975215,0.89715325170953,0.44099185025239795
0.6849374233743774,0.8564510705952064,0.33851400044228175,0.8979270199739066,0.8033892979620924,0.32519686781359675
0.06499152156130569,0.9328587109244778,0.2825046065976543,0.8703476261221014,0.7878935053458311,0.916402555488645
0.29336080492303224,0.8331528894688646,0.5125593620503025,0.8664972304682784,0.82667524015653,0.5432992610638314
