a,b,c,f,d,e
0.634399318700024,0.9229297626594114,0.6104716147591076,0.36127059778155074,0.7114226727755403,0.9226119024662149
0.47226761125600314,0.9332583326451447,0.39179921474447127,0.5192166690278782,0.9496524514724168,0.9113591191982371
0.14717747421797092,0.9491636203474086,0.16351227743529584,0.19524123967143142,0.9899443272852759,0.9670445203693709
0.7772748368577928,0.9615082052775363,0.22198354232214818,0.3768481513362405,0.9871628599092497,0.8914115570524801
0.20357732389790947,0.9858582991988002,0.5976985016941055,0.14200119319549215,0.8826340075776057,0.901167376351907
0.3641836614024936,0.9419321810352884,0.09796528269315566,0.6371829690674133,0.9706936421463783,0.921160162713606
0.27322447474195877,0.8751221170492187,0.23416795109362407,0.17912265849782172,0.8844494976294794,0.8885974331870529
0.6410001708893747,0.8466281577672151,0.3257486902432109,0.5940015508942681,0.875208302501372,0.9972361532574425
0.25918299393779026,0.8463535098184227,0.4094977146638488,0.6859069282725798,0.5357329543347579,0.9000972624992494
0.5904396856415041,0.8367302315794942,0.21176189546097907,0.5212942506967738,0.9300253912618552,0.9838325322185028
0.4245426054586578,0.8600922834056285,0.29883515719262826,0.36666043568415646,0.9637487021636022,0.980512746977336
0.02204468331070287,0.9187245841689313,0.502103896805378,0.28037598860247986,0.9134272442857359,0.882506282381184
0.45853597848963523,0.8586474502725802,0.32765718403205557,0.03525898134494888,0.9712326500451925,0.9475674676957515
0.43382115601218824,0.9328892561052513,0.03315637525955249,0.6043264262416633,0.9688358698133752,0.8827819147183922
0.43789619867485924,0.9307937222126988,0.5633004971707437,0.09699999508696784,0.9075962208899098,0.9773128462748675
0.27316581815555446,0.9596198112675609,0.12988044319687336,0.15157131280355798,0.1039805179707431,0.9123073359060198
0.4852923674645185,0.8843085595936264,0.7834771661412072,0.38547382386644286,0.35907707506150915,0.9628937699291956
0.4029384364367763,0.995895604355518,0.7688149588689633,0.44363093642354684,0.887756551248298,0.9665764335387876
0.2975850451534103,0.9881321506592851,0.07623786773578346,0.3426010928055619,0.9277948256417249,0.8342662758259098
0.14142417101947016,0.8518332680966834,0.243726660608574,0.14209723091735044,0.9694694045338075,0.9049201540374332
0.022348869691758894,0.8347016651951095,0.005957837900101178,0.37706697782158605,0.9768016677286568,0.9805940605184307
0.5448360240721766,0.91606720088601,0.5261545630659691,0.16819427419079247,0.9656350003596187,0.8656600087178473
0.1752213468256902,0.9893182476072686,0.3879594499441017,0.06991846174426589,0.6981019044813891,0.9932791848849999
0.5178106553995002,0.9041951990808434,0.8107490935836812,0.2996085683886704,0.006827703718880027,0.9888446505655304
0.1323683044414917,0.9528387802466056,0.3976983401292242,0.3041486059024364,0.6939649160498149,0.8446617683286183
0.4463002559374888,0.8859934143738946,0.1943723634404131,0.5213407196690516,0.9227597109645185,0.9700390900200535
0.6235670716990028,0.9441291277935407,0.23783999513855883,0.033768480327411886,0.8948762900411389,0.9540954049250495
0.7441831603283919,0.9305445938689495,0.18627819330227566,0.6973050508732955,0.9551497093297807,0.9423157670685604
0.5808224919701936,0.9816418281794338,0.30678405290150196,0.7582918384392169,0.9211681930935545,0.937292130258337
0.20622052542415123,0.8366386201479719,0.40160722108594893,0.10515868035837342,0.8861996997494431,0.8695897642010431
0.15381915782310812,0.9925981804198651,0.6550042768201644,0.3283823545589431,0.917401559331036,0.8425947584241603
0.18416403780160023,0.949513016938418,0.8074720155285005,0.1016625760554125,0.6586527935286396,0.8260669205618276
0.6284226909444831,0.8244669134540681,0.2082763587625717,0.664867318694355,0.13647468913678903,0.8732796121962784
0.668956823183229,0.829744674642554,0.5337099428878102,0.4710103191188594,0.8979493249636573,0.8514532191693479
0.6195011486340924,0.9554985610498195,0.5298007086725256,0.47132912576255803,0.9836656509382709,0.8742261557091706
0.7769896055521243,0.8420583572346337,0.36074323548390524,0.5856673917989499,0.8858505450432652,0.9353689026958181
0.14381097196802203,0.8495327379261687,0.7931638994088309,0.5568886471274694,0.9438150785157017,0.9337399226257135
0.24501318435283873,0.8438307821860604,0.2083352999047402,0.5705818815664034,0.9368559714569986,0.9141927249305059
0.24577490994504747,0.855699640936564,0.2812885324099289,0.02012915368953578,0.9621127701125923,0.9285522786763358
0.06417502100079543,0.8248042357895121,0.32201671294415374,0.09860264913397421,0.8456736415652922,0.9498157246104445
0.5881055634841351,0.9097373185455107,0.5249037183782472,0.42281635349868946,0.16511293583756181,0.9227925185646917
0.0013525876888474575,0.8679112787294747,0.20201824356048578,0.5878235141079458,0.959902095610555,0.9646589128044873
0.5368755692187401,0.902144077549759,0.8195961907337663,0.27604414483606976,0.9960682710529605,0.9836706844373829
0.5798552984724605,0.935126122344071,0.6622522682671539,0.5716891460714394,0.9999287012146179,0.837901141820305
0.09662219707654289,0.8362280635347834,0.482433970813292,0.46869962822093714,0.9563695342878548,0.9348572750481112
0.02292440447454311,0.8954194188913684,0.5430127668050891,0.2641749023635912,0.9183773770096928,0.8445225495733111
0.6215424095564507,0.9155288469108616,0.38249185878446346,0.20687977179586411,0.9447973970219129,0.9868151015218579
0.07679825879760051,0.9166448285283987,0.6185414530297101,0.3037483684610407,0.06508630083257701,0.826403278025027
0.16768361794325382,0.930800637546689,0.14914297624447975,0.6594840843829497,0.7666081606145563,0.9412555082436507
0.36969846114213645,0.9629209013748337,0.11536094658309337,0.06721294400893396,0.9369153530531857,0.8274857504689046
0.005095110742179394,0.8680238481408359,0.7488789456545615,0.31225455632520965,0.9392506118343544,0.8329818775513006
0.35681700915730774,0.8679271755925223,0.2644032843928243,0.176489215465793,0.9193326847711084,0.9229053766389568
0.549131826902658,0.9848238008438379,0.3336558290307893,0.4689984109064526,0.9290721701316308,0.9863659307891861
0.337527220873078,0.9000428379971341,0.5045615291585541,0.1928869054042737,0.9782449121436539,0.8407527739137342
0.42449546087562146,0.827274156609351,0.11516281042535559,0.5912876240303128,0.9120294054776205,0.8540953557645621
0.37407079165047397,0.8530108309490925,0.5832225286995858,0.6751481881084573,0.5269425401725241,0.9858121511323255
0.6875121588606389,0.8894274253502366,0.6982414191369721,0.6671643918793336,0.6576457133630695,0.9223825179094768
0.6855434184942883,0.8453504931080739,0.4275923613117523,0.10448732389907633,0.938730531739168,0.9669864341484768
0.6106330607287904,0.8528215097303374,0.5043416653424178,0.16127903295074367,0.8963664813873253,0.8208910333320275
0.1801141174982224,0.9596065541471919,0.316537174480394,0.735382923303796,0.9618245938450237,0.9956455121153902
0.2519651668770064,0.9814019737817615,0.13905316510445298,0.1916982063410543,0.9908448824743628,0.9793444370852414
0.5000948912035819,0.9153057580485052,0.0068359636432512244,0.6252498087047531,0.9961555758860604,0.8636535664489605
0.3958315913233666,0.9759284317832916,0.2593913450823536,0.1486770398664442,0.9492332034858012,0.9290536979816706
0.4521265380218332,0.830860733765555,0.6950395537908555,0.24333568532743974,0.6173623568820249,0.8573834792214077
0.49904418577154513,0.954447624049341,0.43159710165699583,0.3252411911217233,0.8598823188724898,0.9920109612961299
0.6929225834733445,0.9185257469469787,0.7040148823262216,0.0965979257456737,0.8935620418830515,0.8445855318011676
0.77213085801732,0.9575932043757184,0.09006975113246991,0.7653010526749778,0.9655364899567886,0.9274852136234121
0.4241243579665066,0.8817254597973684,0.804715324843284,0.5047328702113204,0.9051363980006147,0.9940055197389953
0.305914540979526,0.8461221190089925,0.22788419289239534,0.7166061024313461,0.9328011132239861,0.8781675507390666
0.039126821596973164,0.9473669770767804,0.7969718392657805,0.08900581000561401,0.8907587757376103,0.9701538950247119
0.3312963088356986,0.8668565910917632,0.7806374157792068,0.47210980295246746,0.9923853290165636,0.9532361251184749
0.007186517277057771,0.8224020656045449,0.7293496236847236,0.7790261155792487,0.2295663200778943,0.824027764336955
0.5788948450558947,0.9712955912950367,0.3082947136730934,0.6668330280052244,0.07529087621404813,0.9406685273286705
0.7397745302335165,0.8310094226473149,0.5994012043102094,0.7758954866741218,0.9228600439287222,0.8322397730581207
0.5575367434025787,0.8428741411796334,0.6648022413172809,0.02887438369095111,0.8840807859810613,0.8883619110297443
0.264591031119815,0.8201779066161501,0.1342208629435363,0.6062315572800729,0.8859142824365899,0.898916820035489
0.07774316414376352,0.9383661893697541,0.22910780989741988,0.41705782353391574,0.4031625006114699,0.9767135804497302
0.4906764913855987,0.997266252174454,0.48936623405280133,0.5501424708537355,0.9833825535491222,0.9407768254839732
0.3855174849564201,0.9169139386816685,0.732273729244233,0.18542411432854003,0.9163217061170921,0.9661856439659915
0.48862404608107085,0.9320695998049013,0.12375687372777125,0.32389674589755896,0.911099557771923,0.9426251176016551
0.69174316482049,0.82048358832877,0.26107933422814555,0.3936534701264409,0.9081368402438057,0.8497119352227841
0.1867556356499951,0.8744912076309107,0.2008584715252639,0.24880201259379156,0.9221503260892555,0.8236559414308402
0.1393191666966016,0.8491699786870176,0.3601957775410377,0.2541396030371125,0.9041105677678065,0.9276654048117238
0.3967469429189142,0.8739876577938417,0.41394595618903596,0.4855208071660889,0.5884978443908592,0.8545522898548238
0.05498246041433875,0.9744321849225859,0.43413705813464504,0.24996015551148695,0.7187830140888728,0.9105825659767817
0.46308687767086276,0.8851041083232561,0.44612246004477646,0.11668630136222903,0.9136808634796694,0.8307489062482275
0.6790657114310685,0.8572725656316664,0.5122389228570426,0.10668652934893409,0.981135608778214,0.9631615590146141
0.36684499622607764,0.9890983955914504,0.3283533998475294,0.3983552241947445,0.9456210411099262,0.9416985112069659
0.6674434150290701,0.9067640618083288,0.4727775581793797,0.2577717741896748,0.9476964555090176,0.9097132364279714
0.053929841680127294,0.8354094414345753,0.28932939026760646,0.2787340758718082,0.8958311606083861,0.843493761796488
0.1486765948490637,0.9193855679721022,0.6656596146588486,0.6866373210141191,0.9895025906713428,0.8847828672793672
0.059380942467423925,0.9007518738886151,0.004404747785835234,0.6704928697216639,0.861092197881652,0.9882854152031824
0.4860041176173084,0.9145445106083933,0.1549030042181344,0.7112675739014098,0.01119978792146326,0.9583187114291019
0.09297343822051159,0.8522757944335722,0.5165982048896491,0.6908240626233975,0.3695318692842332,0.8343242334478096
0.443630011286935,0.8474235804621936,0.6259428538378007,0.14927833326821796,0.2544338393739988,0.8437749873652362
0.26313268421929553,0.9100204503869417,0.5823659825451158,0.7702596108845045,0.9934878460396159,0.9919002637960161
0.09818395796577047,0.9407124180028659,0.6709777059829017,0.5973093209418933,0.9325617145539153,0.9270757427115266
0.22398636349879483,0.9874286100160582,0.5390523728727598,0.10480506896776279,0.9303681155114848,0.9841092787443732
0.09419196348476992,0.92307832406551,0.567683440373723,0.4543361594519958,0.8983121135270368,0.9040621980457126
0.2870016758674344,0.8419105616926202,0.4307649942376156,0.07718606596166692,0.9135358275420757,0.9443621678438034
0.5661067008262736,0.9224622173802529,0.19803899819622858,0.6877146823027699,0.9229361702369318,0.9501745430397126
0.5194722545300495,0.9834513075938329,0.8111242412115879,0.675814854052515,0.31906257684491496,0.8593750037503811
0.31756456904996194,0.8480312138275014,0.2760566465188671,0.6647941727186181,0.17894378089809992,0.8588752244722253
0.14438460343967072,0.8373682877768734,0.335324954773292,0.4323507653200582,0.6625624513154537,0.8301818026159925
0.7797933066274683,0.9968856686266183,0.33146853754146527,0.3424591996366064,0.9070485176780292,0.9352768885550976
0.3288893564499042,0.9811627297222495,0.7135309051718466,0.22453819097398472,0.9293977555902413,0.9912133347265243
0.01999856063432488,0.8716246214086596,0.8248372349022846,0.5107761614188554,0.9093857009102254,0.8472563096674598
0.7381848599615691,0.9592539594046127,0.5934067020975394,0.5473056654141097,0.8842446138714349,0.8786398650636786
0.34676095936023993,0.8874078307897652,0.25261544151713994,0.713223547341686,0.5501897067281324,0.8838886971887862
0.04928301109340759,0.9747502271811478,0.6813810376610508,0.368539503394848,0.6432061262978604,0.8469272538569625
0.41482129278098895,0.823241672384486,0.8286164773812295,0.31083263548979534,0.2740003367375524,0.9662690224758352
0.030962604987664746,0.9989808653512691,0.1356309921895521,0.21700507208903977,0.9994482478831582,0.8506561261659302
0.6878712390432594,0.8817245462597137,0.15820592766577884,0.6789713772562226,0.9964199732822833,0.9480862002714074
0.5942866639902732,0.9570824957480061,0.06059743247653802,0.6068187209152988,0.8961387787219014,0.8526246362249481
0.7796244789019937,0.8930366360219624,0.14964475515686754,0.08023652323086994,0.9027684977216925,0.9156979564511016
0.47138888681270336,0.9288222451135685,0.2616701666930417,0.35942081628443195,0.9810126594534224,0.8951824259443968
0.2578681147469436,0.9051359478699417,0.27302265968074,0.21829117046011776,0.9558378395921332,0.8540061414445211
0.19066937112097673,0.8274746490160398,0.09922059605547628,0.21280666461803535,0.7617882019980128,0.9277527155390862
0.2731478333269257,0.9699543834315494,0.7738154015300889,0.30434361429515744,0.7563215998945406,0.9342683699839921
0.12770287357190904,0.8767885322954805,0.03134853130088862,0.291524742949161,0.9208368984877081,0.9974544824740733
0.5949807819052042,0.981342838959715,0.7054657331483593,0.32229615031089076,0.883322921004086,0.9694859461697368
0.27354932835953627,0.8526127235413512,0.7827914975835185,0.3987244666007192,0.9379345633431106,0.971384756152522
0.5910337729883366,0.8700380026157178,0.7963232372241316,0.15513070656066877,0.9241368141777436,0.8243023319894446
0.1825851929481288,0.8787473191362923,0.1326911373844337,0.14333485083743816,0.8820973742429967,0.8923625849219411
0.5508649566713871,0.9260912386671667,0.576429771975733,0.6502455433058661,0.9777714051642277,0.8360809903389611
0.5150570919565809,0.8997670785918629,0.28472154818890444,0.3772148278046763,0.512428743762671,0.8725435309791236
0.6333951480263622,0.8603822386697106,0.5626954012974088,0.11387032633217928,0.7421427707070417,0.8919863987655685
0.38189638637722334,0.9425316010254141,0.7173404771656747,0.5279778386938471,0.9164571988431927,0.998838627524444
0.11849694056730953,0.8538556539333815,0.19535529132137144,0.09778684806128393,0.9712831737986323,0.8807835573902438
0.6063227708382697,0.9424925925593591,0.376085905922432,0.11589350309953426,0.9622219593970793,0.8300889687417168
0.6098996891431889,0.8769275374340155,0.6732493666991375,0.30592399748427623,0.9706819557124038,0.8768504090743202
0.523022442155591,0.8571026327207792,0.6168811334301071,0.09553555667887649,0.9590330047594605,0.8774470627061136
0.60120024223758,0.83842104404118,0.044235112763390566,0.6606675459277261,0.9176886756813911,0.9357888745642919
0.5070161629965686,0.8826334988150685,0.4661418138338648,0.6351963015416975,0.8659823521191479,0.8261433129359199
0.757199079468947,0.9285584106222627,0.2536389242150196,0.05130029021901574,0.316276267744487,0.9800066215354
0.3839531259476744,0.8434656571474031,0.7906133305132178,0.015705405165959505,0.3101589723597284,0.9128692708667657
0.1660881604765413,0.8247465869304359,0.15046094135756877,0.6129685622408775,0.6508295790652778,0.9739305463938522
