a,b,e,c,d,f
0.8454130811385496,0.07347966179286386,0.19530351820227507,0.9048850283935691,0.5491173135399289,0.9329479767108783
0.14296047370367015,0.5769265492063733,0.8755996016816328,0.8658767677208501,0.5540754588119627,0.899628132835131
0.16872804384007392,0.6180696895622088,0.04782822015357979,0.9951920601320052,0.9380319312964318,0.9818513258551805
0.3761724320499452,0.06902854176643465,0.14172201240284998,0.8645498597782044,0.227247413153039,0.9515470403557009
0.6131906626739457,0.24582325466279864,0.31810396285082804,0.988621355872324,0.8568974550577904,0.7892858586863116
0.09646412706599883,0.31959655697306993,0.6177545017415672,0.919178961069858,0.7204191936668942,0.9961880954399717
0.5111918669935058,0.4916986780748562,0.10786800792987276,0.930258916489909,0.9881251010100485,0.8968423593194035
0.6901304543229222,0.4560458024256762,0.46333108597410394,0.8470816548279599,0.043000034954482486,0.9171395670253504
0.46051540952886344,0.6589859460342362,0.026548389500376145,0.9535785973171131,0.5387167109876775,0.8147047006932756
0.49195791381483317,0.580663466302524,0.03269502084733684,0.9689442183504087,0.9043068794515297,0.8269858887582217
0.009539481477439002,0.7074622562443439,0.2955067772166521,0.8684714533308215,0.21944032746017045,0.8289731587209385
0.5047288191632731,0.2455369650138698,0.13059669324727793,0.9031284264515972,0.45908595471846153,0.8879086562998415
0.5715352677130018,0.5069888829986632,0.6879112240530892,0.9469966254209865,0.9635595594829396,0.8756888429148184
0.26246908719078893,0.10649766399508852,0.2900365444350643,0.9075655455454276,0.9983245774643654,0.9048593647342851
0.668504216738247,0.13195663091233012,0.5846868028639818,0.9421148638147695,0.19589066855894624,0.8637385109508275
0.018524967167745213,0.3907973488384541,0.8333717744803162,0.9655984917868548,0.9929095754380914,0.8973253898742968
0.5692734794025194,0.20365823568598365,0.8257014561875086,0.9081663093871458,0.9874315542863061,0.9873545754696995
0.8444949482993245,0.48035353962546157,0.08532813834777857,0.9276085352720304,0.8563935926423983,0.8325900282577838
0.04150043071568073,0.22864111465876644,0.09561977964499463,0.9265003192708223,0.9951477714295257,0.8453174882552521
0.7355126280540594,0.294976696502457,0.35536491030692485,0.8666617793860114,0.7515955534268483,0.8263610116358302
0.7894887682001848,0.05811305743541733,0.8873011202334873,0.9291565732695048,0.5665084325016344,0.9171662263649366
0.4970331766164963,0.008972706906602453,0.7240145480466761,0.9402819487753517,0.8249771929923764,0.7946395767264598
0.6204608181894459,0.27409643382532256,0.27816695998398294,0.8772639738641764,0.82172734589536,0.9409508040378561
0.09344891644294745,0.3508658579034598,0.5394245891689908,0.9678016020444073,0.9942288410164691,0.7919249252130475
0.0538006607850043,0.29030431451334937,0.3751803397795362,0.8418232519072755,0.02630293385633378,0.971084656083703
0.4117478756127755,0.0039036965871336302,0.33410906942846386,0.9346400571691407,0.9678777230853085,0.9853099448778598
0.19971616698032554,0.7070482254428387,0.630079777061177,0.8468875075135728,0.9943845299669252,0.9275023109210514
0.7980143635368463,0.5131099174561641,0.8054060231320588,0.9350863314850184,0.9069720396519619,0.8838868902630262
0.3818850083483315,0.08041039197891753,0.056527346898671345,0.9980405196824885,0.8056753727379212,0.80129708656271
0.7473993302437995,0.7161091681925369,0.29426929159524706,0.9259590129287589,0.8021550764456556,0.9078777236879635
0.7292568867244801,0.12598959120747935,0.787965509418883,0.951585387244576,0.9501536141631775,0.8128563950504352
0.42234066887009913,0.3913236065487206,0.17058361481097836,0.9784321256178489,0.7562098244350208,0.8627622222528131
0.4269098756417021,0.11682485580482417,0.6881228204687019,0.9846422581801881,0.6942254191232536,0.892754918132148
0.7845374280463513,0.3012924410782551,0.7688684319269032,0.9392327306214103,0.9592962994614639,0.9640487691730548
0.37573514081412807,0.2929269514537711,0.8827454914585,0.9453752093408534,0.8113479605732798,0.931248637615176
0.4609320358615662,0.7092102870236451,0.27858876790477743,0.8685390018605739,0.2113648323958974,0.8985910339162776
0.5053776957636158,0.32693578433971915,0.7652880897795219,0.9309908921750507,0.8968001009541292,0.8745185404122234
0.36640286730167376,0.35993146191886366,0.03045724474040341,0.9683555540212596,0.06676476440129386,0.7882264213966771
0.4562083215451101,0.009488490407864791,0.24533456589743102,0.9897963948484871,0.3382071071817784,0.8595884010362324
0.5657400302458181,0.6034090476826106,0.39063830205617706,0.8862800513185086,0.9489767592713922,0.9221734172077752
0.5778370282999175,0.594179620224742,0.8454240787595353,0.9976223247762368,0.8301571501439411,0.8853277064797831
0.5848675263228728,0.22095820381793327,0.8622177874829938,0.938601555929264,0.0021151192778154915,0.9263494605468883
0.7029932788001532,0.45733820678431525,0.8881989356965698,0.8765814920664651,0.6218950461893282,0.8699451876225051
0.7414458887861431,0.6390998059140331,0.7398769404048985,0.8606349569918855,0.9869547557271179,0.9954214103737489
