a,b,c,e,f,d
0.39588033011037754,0.0373361648084042,0.7698798177378827,0.01780575116115654,0.26824418550409074,0.93665099892471
0.49705781503764707,0.3834627331628881,0.867097814957132,0.22397668287950612,0.5281320881609252,0.9236625294202685
0.31019178983918877,0.7289466905684724,0.8048718263019501,0.37336133058036025,0.2606690495753695,0.9035383667570867
0.10955601312840471,0.04107723183325713,0.836087176303204,0.09072444972868013,0.1606381561887938,0.9364225927046748
0.29394367391072174,0.30105361112603907,0.8251837091417528,0.6085277811308994,0.37365419766698593,0.8829497024015117
0.6668887862329984,0.7846520284197787,0.9269820929667403,0.750999364698281,0.19800153028933576,0.8859116458870309
0.003977516195585192,0.050839425366688853,0.9353588374475608,0.1466126142962457,0.4460204899368324,0.945412959909056
0.34781389816794467,0.02212088171697229,0.76454417012138,0.5531256533621143,0.5441083461055852,0.9853717243632526
0.12242111966415842,0.590471395954216,0.8357400751530166,0.4466064273425327,0.41534853639222413,0.9982650538272408
0.14172032851514657,0.3727426670083876,0.9796956656868088,0.25416295561370583,0.6445375401776715,0.9873231931625601
0.6862040319151,0.04586948977489358,0.9217460465964903,0.5473856489268684,0.1616787324461311,0.9714765131375513
0.5397259261569932,0.5951858773680822,0.914638752030177,0.15222846927458994,0.1446264997118742,0.9307557082360712
0.3657652144174144,0.5874698455834674,0.9995072370847663,0.29395639894957015,0.19307011558115822,0.9864728495530103
0.6632478119317481,0.6616978923320964,0.8521084672158327,0.5465269170671075,0.01977257680635669,0.9965765131097005
0.26078918922800903,0.018835980082909407,0.772881036810129,0.4474484691309321,0.12154086574900405,0.9330404456011046
0.23085982950399322,0.3207184661252573,0.9326512317480743,0.7289332415263765,0.6584900528817772,0.9573941494133238
0.4789328468916073,0.07017095532630825,0.8865041466063875,0.14121467319065045,0.003469931663801904,0.9322590100793154
0.5660858937443125,0.719049883358318,0.9576725707168388,0.1540105158759293,0.25333939394163535,0.9620344273429579
0.3561419729044506,0.1413862120711374,0.8443178915902587,0.20229371972393037,0.6091844944005231,0.9297302044077058
0.22899982794913895,0.4760440821934785,0.8272007302945521,0.44838079555525373,0.62374513927848,0.9951819124128761
0.19385580793543447,0.17431111377161254,0.9804372087831067,0.6687108308778765,0.710913244819899,0.9090485862510497
0.5564408011502741,0.09089925449435733,0.7643491311581008,0.5029494844783349,0.6719452967730641,0.9146235960864516
0.40526365233335226,0.4116799302215219,0.9143347018105072,0.07158757637504345,0.13582260992824116,0.982858489878065
0.38491750978300865,0.20428355602547404,0.9827668292377867,0.062461444293919886,0.6236175481113957,0.9027055892394769
0.686441210745116,0.7254162881318188,0.8896844906892194,0.19748200850835176,0.6256204979784886,0.9112584357533369
0.6418846050064171,0.6209453026361456,0.964998532073815,0.40276846667561544,0.13203105641131882,0.9408845340508758
0.169751598825453,0.19824208205611693,0.7602262662954865,0.07668556291146496,0.2839357785816469,0.9214105171346112
0.2513089545040072,0.7381442853845551,0.9482745626887592,0.6899086000254913,0.22678655422372,0.9823844331636677
0.5885846599706795,0.21925912914593942,0.7774534121997628,0.6473221117458936,0.24862423770286168,0.9035290466051481
