a,b,f,c,e,d
0.8528036642058875,0.20250912843626756,0.9836671813226244,0.2697597827357959,0.7486518466349139,0.5067377210690466
0.8613364548355256,0.8161417104035454,0.922132594853242,0.45860624817019474,0.7346984496882978,0.041147175517237906
0.7666005789564864,0.8592239967843445,0.9213529827611382,0.9752358112035505,0.8719366925876866,0.24631077981060112
0.8182346972072883,0.5159076516828582,0.963712799055409,0.8641639813589969,0.40493699029680735,0.5828067526796439
0.8293890112554149,0.470280376179956,0.9909992576913697,0.05162930456456721,0.23995311362739918,0.7388215385016506
0.9268424200379035,0.36909950397830893,0.9058426495642157,0.02843772755137899,0.262284204310979,0.21879265899595893
0.9285594431507358,0.8298541954406344,0.9244662677664202,0.42383271569684083,0.01141362112836486,0.40088245860035393
0.7870835296524865,0.8893927174183534,0.9683176208829416,0.9745453703546263,0.8092770829674886,0.1818397635921297
0.9684622133252456,0.493900259918308,0.8979661933524715,0.9014204186947936,0.97347231147887,0.948517325503005
0.9536246149688755,0.7843327515067453,0.9813201548445207,0.21328482251103295,0.4894268903099943,0.7449352233184431
0.7500114925919444,0.8627804927318576,0.989644190655892,0.8228900749891949,0.0035338194859277474,0.19990499539077686
0.9275275642469888,0.9276139737507842,0.9922363096864094,0.86614868974042,0.8777559728737621,0.8548416982118434
0.9625354748269128,0.5662024150598781,0.8863815143162469,0.8275556392651044,0.10377961831538594,0.01874484074056302
0.8589470675549467,0.9111412255649612,0.9150499020193615,0.7138380407019128,0.41773657704035516,0.9905902134798057
0.7556120373875943,0.9353481640792358,0.9354401404318772,0.9064258279152929,0.9116494356294553,0.2270277774767413
0.9846871234162952,0.7245223917521649,0.9209638845319154,0.16396017019753772,0.3191666538192574,0.6325408704976877
0.832179195367364,0.8267931438426244,0.9417786424775085,0.15653220279397514,0.7443393184545885,0.19354287103249146
0.750847222506008,0.9692765585591921,0.9721222578361025,0.7893915477336945,0.8508189175162503,0.5053369370721996
0.8235483055976396,0.8928606735684392,0.9476740469614711,0.8253364831542083,0.8596733958150484,0.6711176149837285
0.8391025145314855,0.022785228931394147,0.9644152082502271,0.7997234169903747,0.5686767649942209,0.06285026815699346
0.7698630970117436,0.9975301137401309,0.9248475433967109,0.7389674631382908,0.7520430057259511,0.7604778604245231
0.9828057308433589,0.9367247680502877,0.9976192913096695,0.9203171263912,0.04779174587264121,0.17903135263914835
0.9261719283218728,0.877192309092113,0.8899034170345437,0.31958896377531415,0.8435383606185278,0.31116360254096276
0.8397187330381762,0.8859712400327069,0.934531189361804,0.35388097972958504,0.9303988409406821,0.6167787240608942
0.797378191353734,0.9486977673189896,0.8876051460889423,0.8504998161149856,0.8792308424599136,0.2329006962378917
0.9110021975288034,0.9499479569250676,0.9663843575546927,0.9897163962028703,0.8591711672192863,0.06832031544775523
0.8052036595837861,0.25892120882075575,0.9403789730121213,0.7042611280135641,0.9949327608313807,0.3963903154688001
0.7777215135560069,0.707386747798826,0.9558898748809412,0.08546360885571554,0.338457036854533,0.18027765125769998
0.9279480689168904,0.8605652414504673,0.9956199892408464,0.10375860820043095,0.11549622272050995,0.6440066184745467
0.9823693170932838,0.3385737769656303,0.9099120292416834,0.9054663402917181,0.9848515718240471,0.6192325741859869
0.8120284569264813,0.7518635981344879,0.9991689566276946,0.4323969693629729,0.006053120303397819,0.8734956169471239
0.8885524340954691,0.764509641021931,0.928336847602728,0.9952426545223214,0.894875243635302,0.13218990846082315
0.9316059094794586,0.8274538851663467,0.9065810906666075,0.8727016836140901,0.6004285893820576,0.9339758702036525
0.7671820111658896,0.413701838765145,0.9638173658437569,0.4137293677010516,0.7743547366325392,0.7451294196029696
