a,b,c,e,f,d
-0.37157343357304273,0.03572046462312103,-0.0706324751218733,-0.11915181407995984,0.07478905058772382,0.11593118385618627
-0.003261441697163737,-0.03648713258147433,-0.26249867754235673,0.1109844937858209,0.13756968996710875,0.018750480755218187
0.05654122156170289,0.019043753338652568,-0.29695608759936326,-0.0009615345122770569,0.0802250550092569,-0.23679117784232723
0.09760890676445977,-0.14852004518768536,-0.17168586159987057,0.024422688455909274,0.21832974861350438,-0.4921741403584666
-0.04190908059019004,0.22753073197101698,-0.12165033198101516,0.16943218756937267,-0.040452313371809254,-0.45018586443474995
0.0810028540833314,0.08122588520894637,-0.1472766824674797,0.13448594928093263,0.13699156445728128,-0.36419174059316906
-0.016965152545388853,-0.027604597406484167,-0.005991372986146111,0.04335114128964154,0.08217007432510853,-0.21929405896359888
-0.11955576715357377,-0.004771012298709028,-0.01181096704160108,-0.11083226825283339,0.11456184162683171,-0.19162693002046483
0.07466683460408846,-0.051320394145583786,-0.010351963693838298,0.1366699184300757,0.07638392393487337,-0.29629783059097503
-0.07703252083223439,-0.013850734760087618,-0.0392280314190473,-0.01999399119829453,-0.1270256560580371,-0.37885320634314257
-0.18120315076179422,-0.02258499033601545,0.024802007235612593,-0.009064058652522869,-0.1590535337291285,-0.2909874356041575
-0.09441282393645847,-0.04953818827452841,-0.0207045485614068,-0.08643068399163396,-0.32539523291455724,-0.09224167574208611
-0.1698629605923908,-0.019027654575137234,-0.07477442686553001,-0.15306841543644856,-0.4087846934768929,0.0807138725435712
-0.05635996618429666,-0.03390691360140558,-0.36597951554381936,0.08985633486669033,-0.3559965967626912,0.106763737072957
-0.07304160934850064,-0.13293497306596452,-0.4298177460182389,0.28814755951602417,-0.21161673235268375,-0.1557503646683303
-0.2641985948566543,-0.05242245957769578,-0.4012186770838173,0.08418597141342396,-0.3802712355927114,-0.6533738915778714
0.02889219928949271,0.018591310632452403,-0.31502702894739887,-0.14798889850210067,-0.4986596150892882,-0.7419112207672132
0.12333513111085928,0.024386965574382677,-0.12791756833323403,-0.08061885630026495,-0.31217586428185046,-0.8224128914899114
-0.0013252150477267729,0.07667831622755458,-0.12078793793255108,0.13383716780760263,-0.0037573982472553988,-0.7954314513558708
-0.15011894929342795,-0.0692824583207068,-0.024651627551744465,0.03010280463670541,-0.012679540657739602,-0.6641433425655984
-0.029642541437492443,-0.06850458560431955,-0.11980806517677278,-0.05844270321861038,-0.15118597541360781,-0.45476557546528923
-0.18866900972438425,-0.12623457450368364,-0.013506432913687007,0.05584509122062841,-0.04422255989779362,-0.38504044240577806
0.2656857492963555,-0.06410200530124086,-0.10243838314664361,0.17004724135279167,-0.08728874468244997,-0.3202216785426624
-0.005897347239467236,-0.03266210948539736,-0.11526472489330988,0.1837096685895093,-0.22680473857256037,-0.2860608848102917
-0.2718900036725389,-0.11370562882959684,0.02466545593703095,0.02418183256637098,-0.29384901915800754,-0.3971412342180855
-0.05067476985708094,0.04126631093817178,-0.23426181885500802,-0.07048681474085716,-0.2670078068273513,-0.21551460931326075
0.006908959373895651,0.08975121747398035,-0.34896796008767955,-0.1488783379385969,-0.18776981406948132,-0.5920395805213623
0.12602572061746697,0.029171203775227736,-0.33319878435678785,0.12409814419881039,0.07710028206592909,-0.9137438801695636
-0.02367090301888334,-0.016826701168431678,-0.3022102052908705,0.05456466964821442,0.14916276040506932,-0.8699778856821923
0.1485649471003985,-0.05543783364989008,-0.1259463032959087,-0.04341946930210145,0.07310415788358085,-1.0289484272869578
-0.05307803424656994,-0.08832571200129824,0.03989034244857809,0.006551789239976492,-0.03895730900148741,-0.9355817098934962
0.10505687874655152,0.0017871535222717446,0.2055318202753402,0.002006540074873462,0.025704046182799298,-0.692181629663763
0.027191882966820694,-0.0957614640953042,0.37423015282753685,-0.009577230073198285,-0.029909030893318662,-0.30025352361431273
