a,b,c,d,e,f
-0.01856114000788656,0.06014454385270403,0.025500339555294044,-0.06808216539054433,-0.014257947131843293,-0.029944580829242187
0.0001946127580173089,0.1120332187030342,0.15758820009817512,-0.18979607872419146,0.15981843703204368,-0.1392578188464368
-0.10346310177080946,0.20017062259412532,0.0026125277991795037,-0.13565360034470697,-0.17155051870039645,-0.22523181496111547
-0.01817508277544111,0.27881886363701663,0.22965011733414062,0.061408511623806575,-0.030622343056052048,-0.1566127621663745
-0.1072670355337265,0.2897123547379383,0.2830010784753939,0.14988707494336867,0.19676039912480436,0.1302083177483807
-0.09652049764916255,-0.02311776680607329,0.4021495093695752,0.46078388624784383,0.14007249769763422,0.1795092613543712
-0.047699422561824155,-0.13947404162868446,0.3351781547066415,0.7938056069999627,0.4749307889032192,0.411152207518971
-0.04729382043436588,-0.23590756136448468,0.028996972613560254,0.9601500573095595,0.8318357581585086,0.665841981530625
-0.14663088027335358,-0.22937852855152427,-0.10468307638347672,0.8366013337238997,0.8584737097417248,0.8155651248643794
-0.1449279219182148,-0.2971675191353137,-0.3720164285423153,0.6011548027741708,0.9211121936441465,0.8252087707621978
-0.02900300020199236,-0.3812847383324792,-0.4429852230639038,0.3399527581384425,0.5287212691381473,1.0105915337522091
0.2472891089621561,-0.28162669708100685,-0.6678629434239838,-0.14072905703218105,0.4791402468050646,0.7766570168689546
-0.11436611550357086,0.027589605322372035,-0.6596559859655335,-0.6219419455581305,0.04336947715484249,0.3698265547866917
-0.2267148626041195,-0.14546999802607025,-0.3183713048005672,-0.9340016818111898,-0.6491866417131572,-0.34936628011506854
0.017506918231676855,-0.29089298909358285,-0.36642867835989673,-1.0908978173481867,-0.9231207453502748,-0.6628940195145728
0.051420773251492316,-0.08259748778241573,-0.2609911525600801,-1.1441547629160496,-1.111779014489409,-1.079678016849347
0.059633104419853346,-0.1265579804430476,-0.37703571176327216,-1.3567456719481201,-1.0426703616581057,-1.3001603463602083
0.022096918009640643,0.047786993529788845,-0.22303522854218027,-1.5014314774653035,-1.3165879043328377,-1.2944834671900143
-0.03666331894253041,-0.058710678541253856,-0.1283152126492098,-1.3383312766639925,-1.5492815506534878,-1.6416504394346363
-0.12380694444107108,-0.12568274995125234,-0.13413357154655295,-1.2599679085062767,-1.2866068006604439,-1.4967806488609026
-0.10447419982586197,-0.16219057042120888,-0.3106128561400184,-1.1307231950783574,-1.1556018051202723,-1.3678133811823725
0.18134068418744959,-0.2291798803906278,-0.1334086136462711,-1.0624185745304477,-1.2105336636199793,-1.3153571864076028
-0.07089591177570649,0.22363774089479854,-0.25709106861112796,-1.136566118840642,-1.2608080951493639,-1.343153217326932
0.20866152236726412,-0.026133402009461043,0.1443083768017377,-1.3257470661742232,-1.0236353424067695,-1.3858774579710236
-0.06937238466920771,-0.010861856406714387,0.08145857916481555,-1.0695663371456605,-1.2985579485784275,-1.5196835643550979
-0.05880308744942643,0.06445674758319606,0.05753553360103389,-0.7893631061164261,-1.1193810910346973,-1.4584501019550495
0.12105642826395677,0.136975550766185,-0.003134409999667215,-0.487708357507954,-0.9006607263507725,-1.0797591462358296
-0.13021934193790136,0.4281542895030291,0.03561084292695939,-0.24898201588077715,-0.6437206275923317,-0.9643651004777714
-0.14044071589816803,0.27283178591929325,0.34830558706712134,-0.08108842820694225,-0.40113734745415597,-0.47703268820121936
0.04718266199173014,0.049712954044761476,0.4791525638323904,-0.05784666641194966,-0.06077795009386655,-0.2556676103437782
0.12215630719066498,-0.02377108457068519,0.28885230916593435,0.31994420208416724,-0.09247435780798643,-0.14658961242495405
0.035866635840251154,0.03772242355426078,0.2322533974051374,0.336878421586699,0.27324109995373946,0.12114619344210471
-0.30666710650902906,-0.22813345905434343,0.1936592531337739,0.3828359849844399,0.530861505215883,0.2048178828593108
-0.11028160525621107,-0.35256677895967803,0.01507173555898661,0.4395511384401744,0.5672273478506105,0.34569658873929854
-0.10430455091842541,-0.431106865832389,-0.1840763207576233,0.4983362285947564,0.6218163066037548,0.5285008113071434
-0.08425918763078666,-0.47024034333540565,-0.5721845843885931,0.3457011125807524,0.6382385491658383,0.52407856248795
0.06001332765859015,-0.42120514314985913,-0.679032172984931,-0.0006920452317187298,0.32937306862550897,0.42721718368726536
0.22579957011111784,-0.2707441270477693,-0.639382192964906,-0.5474714790509665,0.0958376829387375,0.1332076880408348
-0.11415599901409147,-0.029971795214518177,-0.5291771460909458,-0.8519855353419856,-0.34112332227362824,-0.44421965844851174
-0.06845330856962464,-0.21115985423400346,-0.2958879116885189,-1.1563415185947885,-0.6941313411671692,-0.8028324520628016
0.1526336912548238,-0.08842174930973123,-0.3619205877235989,-1.1692950818372325,-1.0482197043303922,-1.2467564603614338
0.0867027718210597,0.03513959349371419,-0.2563097337680868,-1.3276711447293292,-1.2816036566169002,-1.3167005526479199
-0.05113275987539542,-0.002945150733077613,-0.27288467236703806,-1.4232662126745175,-1.3078763853000754,-1.487390048611982
-0.07171362694540455,-0.09716727567159603,-0.1712755035561658,-1.328415070575737,-1.2609791198026907,-1.6339348767314923
0.058025642793215454,0.01730021613441462,-0.07106048958502975,-1.4634585843133716,-1.3331927453938988,-1.71453139911
-0.09770974228367801,-0.025464135448251005,0.12199585291437358,-1.2823515312882345,-1.504271143142324,-1.6208177022654473
-0.024364400836670158,-0.16675643629233752,0.04491120162242383,-1.0597259196451332,-1.405541244637005,-1.526290190690568
-0.06437378467348492,-0.0825220839192769,-0.04582209703043791,-0.9881669248634397,-1.2197681121692054,-1.47449480859565
-0.02975827633405453,-0.14551596590865912,-0.13464784685873157,-0.9279834197827287,-0.9476419496042399,-1.1647672277405863
-0.08017979895893501,-0.0934180411823119,-0.1849855424598128,-1.0801236197566157,-0.9599436933484267,-1.0980320037383637
-0.04893408542484773,-0.07719041814827116,-0.17209104262373026,-1.1128099350806102,-1.183565066253023,-1.319642137143838
0.014827947077062378,-0.03149543521157725,-0.06269873964772299,-0.9538633266388896,-1.2249653899510113,-1.364584031810714
-0.18590225344100794,-0.02625151935884161,-0.05624827973733196,-0.8005418773543849,-0.9645140423520249,-1.2283493335798474
0.09524760928735723,-0.13261621809791121,0.034428581705007885,-0.7094141187564279,-0.9634752295154285,-1.1515326558799712
0.024917997737727068,0.005176120722998195,-0.12152488146592935,-0.4892968922211074,-0.8614075832767676,-0.9822582109873769
-0.0656607783334478,0.06915241002688562,-0.07070665240721265,-0.5220416231349102,-0.6020018468037021,-0.7670558262332002
-0.16009215616028327,0.0677445863429399,0.028744239569188233,-0.4202025187263319,-0.5271700653085756,-0.7137778444009095
0.14554863512728375,-0.11052378853285103,-0.16152907498665825,-0.4435886179964513,-0.5188719953985601,-0.5386076958661581
-0.027287303222910363,0.1496815587345493,-0.09650803258629866,-0.5568548933674334,-0.31156732325720665,-0.5584108605777985
0.11797281484990042,0.2323189082709721,0.20165253376954148,-0.45200968346537124,-0.6456042905735357,-0.45000432827727566
-0.20627947976288716,0.4329860706647589,0.25575596839129877,-0.1534295849809043,-0.46914082168149235,-0.4927167694603267
-0.10015273137840276,0.20206679074354292,0.5218088843210036,-0.16342248698504272,-0.17144442913955465,-0.33526866451335835
0.02601603868640035,0.04137494654101957,0.3882253713511844,0.10102345122059814,-0.07533053021057495,-0.3466647611540542
0.024670202363929857,-0.11093223936166319,0.10579736442537603,0.5462868887464588,0.06130966679074312,-0.06354254720241548
-0.03090853145002833,-0.09345649238852322,-0.11619263687623367,0.5682136129708302,0.35158264668567907,0.2270777753955427
-0.007250004133507112,0.06715181670235079,-0.11053954701507754,0.40619869123619246,0.36548696545647374,0.48854690470771933
0.03769242316914215,0.15852640607748728,-0.018752559227925486,0.18516705842404768,0.4061279726707424,0.41798327364744825
0.16528246660744456,0.016424716627652002,0.11046502941454116,0.14731260123980303,0.06452524254589334,0.3240901506100849
0.1004756005104673,0.10335218689110509,0.2060155332659535,0.3491429451896811,0.05001088368955903,0.04719711754407507
0.02796106537552631,0.22517643666893639,0.10359984675184572,0.5093025213105618,0.37874651966513734,0.15634811268085785
-0.2860666707860018,0.3260311272581426,0.18552234346474553,0.38523132121514025,0.47099121710041086,0.21830554620798578
-0.011287863340840875,0.18221426569772153,0.27173954121475663,0.544258430780856,0.538579193865109,0.4481357476341089
-0.03662557521566201,0.12336522973347436,0.23753237041580874,0.5338338838525817,0.48335980742261964,0.5979311409915258
0.026484270431856166,-0.036239762202323715,0.22196894365109435,0.5518588681334686,0.5784414538451413,0.7305801175260243
-0.0012860781277942296,-0.04079187649662867,0.2536396108425136,0.6683773800373691,0.6695016400117763,0.7373106082961259
0.11961130976955915,0.047251449303872366,0.25330313101831375,0.8596870552197846,0.603447624856965,0.7450293944527595
0.06797017803564114,0.09494418640201785,0.2525200709788612,1.1611475621253193,0.9171953288150851,0.752642942970295
-0.025911963878043835,0.0960723398045304,0.06734522774206175,1.2427740899102613,1.1694470357969005,1.1070007106922153
-0.14465184478655166,0.039837879441198314,0.030160478449652042,1.0312915219671077,1.449023931460569,1.2546569790924333
-0.16375203481240766,-0.07889115905328736,0.012977284861087911,0.943283085896069,1.182977278345596,1.2090401253009633
-0.09023269894734795,-0.14682807884052784,-0.06231049019455808,0.707166671453382,1.2306669072439393,1.1756369338474846
