a,b,d,c,e,f
0.021346304627580817,0.10214117273651867,0.1139449180531559,-0.035802732157271734,-0.05119612624915773,-0.07591839364151742
-0.0688486637013005,0.06701049390045294,0.07620400418390168,0.11231357762902405,0.031635958133071664,-0.05828656789970893
0.1470765526348906,0.27594944134798216,-0.07178212423191799,0.1663833820433695,0.01200024785788116,0.12354719028754216
-0.07496218484723545,0.10376359193189526,0.051459840890947364,0.3697074003647697,0.10072125961180844,0.37680529676514096
-0.10386271574244683,-0.139510252355397,0.12591695094654876,0.3732123895975699,0.23888383904303215,0.29453670979337704
0.05747757023999781,-0.1043370220649166,-0.10276165630410206,0.1498122587869243,0.46905483277291465,0.4797887488459488
-0.15969572351964123,0.06893953362811203,-0.0764872778820442,-0.019108271885031683,0.4197741291592503,0.21664863521412375
-0.16987706592436785,-0.12505773671118559,-0.13880506276947618,0.03713196189211755,0.15376348955322142,-0.1671119471680612
-0.17947146751093707,-0.015319064812628916,-0.05500172814012271,-0.20349071812931363,-0.08605796216660255,-0.022634034046500925
-0.1780011622398037,0.08532135851589623,-0.026179429288253904,-0.07611614784664492,-0.13507642546800563,-0.27828229847529223
-0.11954887429371341,-0.19221921397144576,-0.15064248490094345,0.1306904910899753,-0.32270597511803284,-0.3645743994323743
0.22889869385833364,-0.27555710638918707,-0.09539264903598967,-0.2712271063089754,-0.15382084914401004,0.013780189108428528
-0.17996479729307513,0.2740227482426032,0.07475965864041813,-0.3320350460952021,-0.38925417008112034,-0.12860270876163554
0.04876277755865235,-0.16920976962028664,0.16547703451139378,0.013082921593876806,-0.41214183596311066,-0.24249239724053864
-0.10008370450326796,0.08000366736661182,0.12032431587908064,0.0073386337445808525,-0.31315873825769563,-0.08460033292350366
0.14405888588953394,-0.09016569258552531,-0.14213457552349426,0.0837629650367216,-0.31085519608505985,-0.01754517631854917
0.24610916465385813,0.11844317695993645,-0.0999680726652799,-0.09857793203553203,-0.08935150600101015,0.11049345324877818
0.08050595051103988,0.34315159560873293,0.19105112757282217,0.11387981386472568,-0.28446000791517445,0.09647007103167232
0.10737837766201708,0.09246256169884681,0.10154810046254292,0.10761490143634642,-0.04567494084144226,0.20449199028300036
0.13156462331081661,0.061984018424744866,0.04027355099926939,0.2750219963966286,-0.08026255045544632,0.17440153057844596
-0.1488935710890405,0.051193813433583465,-0.031041544196607908,0.2211238474072781,0.4211552156762214,0.3190868517268849
-0.06463072742497596,-0.16700814620417478,-0.05188859410068375,0.3090306691855627,0.4589271973691816,0.23270631551832344
0.07997083149947956,-0.01646502080484606,-0.20609376825498446,0.08910633414437844,0.6006208681869705,0.28772736632916834
-0.12873670159715214,-0.08003817761706147,0.04640254199259813,0.1298060025352355,0.40754505472478897,0.19950838655366374
-0.007197153857388075,-0.1527001111852148,0.06424954678073838,0.08066174032991816,0.16221198424289685,0.0710945548505452
0.04327317919868613,-0.04935939479933237,0.05983214537730656,-0.08053665975803474,0.32209541519346707,0.25751881705274043
-0.029316634686067895,-0.010192777902856325,-0.07871215297143892,-0.026411327048141857,0.23852682756342375,-0.3050027260504765
0.010274436625999271,0.11859787259032925,-0.19228468571686136,0.09818037928636557,0.23941962627222763,-0.057916226447072394
0.07596548258416287,0.10570802952331976,-0.03241742516694078,0.08287282608647528,0.2288250036847871,0.22152449778541244
0.23263989599645957,-0.05031687724979429,-0.03515023473077445,0.15756706235074672,0.10320857442451917,0.10054372172198846
-0.2076010321969736,0.0635013095039891,0.01788625599701764,0.1427476258062915,0.06087326237659771,0.20785792899987537
0.057780544281590455,-0.2262759794771685,-0.07173258306392728,0.06334130951732779,0.1455353614056467,0.11645006133675696
0.3126152546693023,-0.028771973342384773,-0.06238677750048565,-0.2109526528260179,-0.09292249138480446,0.036603555121695996
-0.1525439696375032,0.08311367388955435,0.06062051686963622,-0.22469130813382648,-0.025353862113716236,-0.17620736385624078
