a,b,f,c,d,e
0.4794239193246774,0.30872093643143567,0.8705676637436167,0.037385396183904254,0.015557761253533507,0.8384934876051189
0.8409525089993827,0.7280191099948026,0.9799286396129172,0.6192568523491956,0.2639244611727492,0.8786431729174442
0.2418734279348107,0.45114905572472913,0.93790356967314,0.014827209355965985,0.4365669934551927,0.897906607063727
0.8505944306204112,0.7459919384952425,0.9624776763294096,0.2344557963164446,0.6859267943685018,0.8734141727338041
0.6956279404536794,0.16733021201986842,0.9023261589362261,0.4794566814152248,0.6514484152129422,0.8547226915300072
0.46556485698307365,0.40322084784279494,0.949983671608562,0.4605754771805924,0.5215707009648238,0.919161666002822
0.346107923017455,0.37761654403074035,0.8828996285081263,0.6895287811620812,0.6104802946379496,0.8695823227843635
0.14421313151956075,0.17138277499248378,0.9631255367577551,0.6068556328368966,0.06023804876177324,0.8357196756065854
0.6919529969666709,0.7302236592470449,0.9394438448613796,0.023340787543884762,0.33163807417523905,0.8729448316691073
0.45264249105407445,0.3906700221552562,0.9551013210662715,0.28745756244729936,0.5195069776520762,0.9701006423928308
0.48853664773310623,0.6191651673796362,0.9858226953684213,0.7497427845221647,0.1360510183906357,0.9712787070020705
0.6803830151676443,0.44336629248426007,0.8795151515299965,0.23214493574756054,0.2035409103348294,0.8993993933218387
0.02198185725582179,0.6238198679811771,0.8995845267213068,0.324302609202208,0.27543473030901017,0.86967793319841
0.6951814787662625,0.4102128349132696,0.8716686266076631,0.2692650672728593,0.7645311509702141,0.8706684911962972
0.10087971792261223,0.2098173429209021,0.9646875345672855,0.16938982385598872,0.3140772929673952,0.9992482806464874
0.38739698945619716,0.47703693348075477,0.8897486099639201,0.7420971629362875,0.15216915317960342,0.9714700581791303
0.015941684362042057,0.43394792245349156,0.876881280594883,0.2636949455105439,0.5570458237889596,0.8753629781395661
0.10866456965521179,0.32082182949778426,0.999846073995809,0.4159064573275965,0.5119766958024821,0.8816293270037232
0.8360562033882895,0.1207711463371537,0.896288060605676,0.6060297324870708,0.058707457787730406,0.9411012648943416
0.18786602296021984,0.5795788423494136,0.9090371372129015,0.1690813975015317,0.32789992056362927,0.8748693234654633
0.7629319504840263,0.5919912409736202,0.9635977890556456,0.24102192075700393,0.44247961208039954,0.9928675160580064
0.1400941336199572,0.8292647774997157,0.9660237871856463,0.4593282593489786,0.7538164994453346,0.949229525812131
0.3061446392449306,0.13276616127287497,0.8717095984974949,0.5556299455782465,0.6577985365536597,0.9811538272288588
0.35400693052908977,0.13081935964531097,0.9090692861591819,0.016281430784475442,0.50474536737341,0.8619959006296865
0.8414234111753484,0.393256846940761,0.8815118108731361,0.23039843427631973,0.6965333782243917,0.8531716904897957
0.13572155611922282,0.3192817196446453,0.9304769416048035,0.27582607928828523,0.6795800400199463,0.9298233397448518
0.7261321055760999,0.8497346400869977,0.9310704719677038,0.4865366249875321,0.5392095591257485,0.8716156599709985
0.5850235866636271,0.6881413031738564,0.9337023013857777,0.5853082599774848,0.4574761270590743,0.9725735897399261
0.3622941769451333,0.6643432767826433,0.8946721471565429,0.5783386107577524,0.3933956505759529,0.8418893640255679
0.23038862409269767,0.022550971696918887,0.8737735051437144,0.24971280624791686,0.7389222462718302,0.914825588794281
0.1956812165840306,0.030973170743643225,0.9211033941767003,0.02837715732006585,0.41374237098768796,0.8626060628153177
0.07005454561599014,0.1198417748309634,0.9393945441911572,0.5114324543522949,0.725183356172448,0.9454196733106001
0.5210653809537266,0.23822683422893323,0.94463245968931,0.3736194655892865,0.7313502629333241,0.9038325936056179
0.3636577602927805,0.37131436621171626,0.9816080938469811,0.3865045601841508,0.2619360453996529,0.9679519562938291
0.5697417568416044,0.14032298119412573,0.9646902570412552,0.5219973813120463,0.17175418746218576,0.9183536048007334
0.32546023831677995,0.48486986723179976,0.9032982926360797,0.26097634133391806,0.1499311913784625,0.9096808910329565
0.548221978127711,0.2328370899730455,0.8972356390976807,0.45832038706751005,0.12134866921001233,0.9659628130350342
0.7100492118660157,0.49655710998718605,0.9324120311588946,0.4930410939166756,0.1398552430466354,0.9649067420638046
0.261375295516213,0.3999448430521554,0.9684314580652849,0.08935137466256911,0.19695197251337315,0.9736052798079521
0.048012043615883356,0.7564403422926147,0.961339874865633,0.28783371259914614,0.11400187049280401,0.8998626506942913
0.4914054703611622,0.41066647260275324,0.8871354945936007,0.7657854119880845,0.13999348052867708,0.8359577972738496
0.31500047114924873,0.5230958418347504,0.941480023843577,0.34042223254247267,0.7847354335687078,0.9587706932798457
0.8043553399822903,0.5354389188561872,0.918801865183787,0.7356238555766261,0.349777085318998,0.8586716737852942
0.3840545979553017,0.02188940604449957,0.890664532542465,0.7260274576994321,0.7350250022247579,0.9530008205216317
0.14364538476770305,0.3276772552150692,0.8924617320762515,0.47373769429608925,0.3432478949339121,0.8950430131859558
0.25785478366435277,0.7083572934312098,0.9081532965129168,0.05511262747509599,0.44307675231229865,0.9402719226097725
0.37576352255465534,0.7705452752274612,0.9480787986236998,0.3311908566264515,0.07694403483873094,0.9502565107488128
0.8085633611442714,0.5001281719545602,0.9592604135460023,0.2349683571660195,0.36283141613014686,0.8600704944405794
0.05539644601825032,0.6306406435595309,0.9239012190823837,0.3002629864138086,0.21829631406953362,0.9554906640596074
0.2188864068002579,0.594900704053516,0.9603457480442733,0.2735033631724037,0.43210707954371746,0.8719124140299438
0.2957707493510844,0.08234468651256992,0.9504672767849804,0.5747697912158863,0.5703160217202095,0.9767581517557143
0.21831776414252158,0.2909489212806242,0.8908644523885895,0.059888524044290764,0.5142885200660025,0.8783124474508714
0.6408476434797542,0.38259009842879094,0.9506639798313925,0.17413784528790016,0.010117326027694917,0.9968355531150535
0.0004149344097046526,0.6113969072773873,0.9193713451295181,0.2839888696079096,0.24634006440915188,0.8898865576480499
0.7496687734051357,0.36271948160757833,0.9797364397110964,0.3219400381908716,0.6627665108129827,0.980045027391351
0.7660009582298969,0.49485741838843345,0.9108733014179415,0.09659029692639319,0.36608233036329707,0.9726329581895227
0.16485849908605582,0.21551753099638324,0.9318894394938908,0.37023195818611343,0.49848139285533904,0.9531599376428181
0.5142088992716777,0.5901032601465833,0.9827586196786269,0.20871503629536417,0.2884177117410167,0.9829598356124574
0.6227014193753209,0.011283633838036444,0.9879608000501592,0.6875335244579203,0.5274716425098739,0.8625240030931073
0.8541225398663578,0.15317971776731756,0.878832855831014,0.33705639354153655,0.6531191966028724,0.8810301449778271
0.19280953557306993,0.49551474096436193,0.8839051204253594,0.10250441750914213,0.7508905538172767,0.9137590716965946
0.06119477373816215,0.7622111494691182,0.9919371156340995,0.3224217931720951,0.4903012240433098,0.9468984752136698
0.08509094620075121,0.43609178639052354,0.8865717594579641,0.37252725258671987,0.7308818313968108,0.9956626336776404
0.02776223200224136,0.3929695564010476,0.9124561237534494,0.4375419544529939,0.595875339234632,0.9058746186425242
0.18518147739469665,0.793150672547453,0.902360325816851,0.6726522287167497,0.2662541975848847,0.8879584690883876
0.7283531853159041,0.00468052436233421,0.8953047497061873,0.1684750013041293,0.4810843064405901,0.991836739527346
0.5551202793054657,0.4930052970016557,0.990097663107532,0.5973602722203429,0.6458766374154786,0.9898839096943091
0.33880789672136374,0.5742284335912566,0.9451501833332843,0.7416979320533913,0.6151435168058524,0.8396014214722736
0.028049104605394184,0.47899850582368914,0.96911288178995,0.037548293520089294,0.3025235543113661,0.9478301504037112
0.25192462183777653,0.7949674696086199,0.9202803532934759,0.7636516040602415,0.12497829873023242,0.9628698416069681
0.6979746938552694,0.7572669336199992,0.9853391081797854,0.3672399841223039,0.513827335355664,0.8469659156023982
0.5252394529157584,0.5902668642669636,0.9997807351451176,0.2837162214450827,0.07860720462043215,0.8783637423615352
0.5102808238080314,0.6909030953556201,0.9567174056700523,0.4105661433255311,0.724645405949562,0.8864348753772118
0.11047138483278807,0.15932824534358575,0.93345708580062,0.25492153978447096,0.5443452509281664,0.9503294666613712
0.14453458929864768,0.6289411461161997,0.9623269399051386,0.7669079043499878,0.6634512505495708,0.9684604905901028
0.5498155036142908,0.2122943147404984,0.9922452124127251,0.3237656199694918,0.648846483040821,0.9476223770578095
0.4096622955323311,0.766930315558233,0.9876353501829682,0.5709228264644586,0.783648604734732,0.960996358333482
0.3301927210056263,0.5063771499120416,0.8935059484389145,0.12283231489122183,0.7446485472234049,0.9859927820670532
0.8355342774389267,0.4891299271671931,0.8814536015480555,0.19707657316402674,0.5675673823909104,0.9755654392416864
0.3058539558159205,0.4305559432508878,0.994834493774181,0.48614993338613244,0.3360355431172403,0.9942283765705675
0.421444553494897,0.7280681797634535,0.9508398764389071,0.24948615171161242,0.11618183436694524,0.9506755863207694
0.2298491925923403,0.7688175267953336,0.9066461907896554,0.02996129956129352,0.7085387668558674,0.8983367321317761
0.8567778874658502,0.24334410435751677,0.9209706512160338,0.27582728722219485,0.6961973315016011,0.836870289408358
0.712119909804321,0.05170567947119057,0.9627742969981979,0.3286004487981317,0.528052668208924,0.9194847821011578
0.2260293924412562,0.41906672585944515,0.9269282954243893,0.5198290763605814,0.5807810100803272,0.91819730961685
0.19730522318813504,0.05601923058513878,0.9756566353273565,0.6279937184625933,0.13235728671011765,0.8834447218483266
0.7132597672050848,0.2918786603315994,0.9593862186790105,0.17564202761178407,0.3522012202420787,0.9835966021649298
0.06973447862565779,0.19479513150959418,0.938398442785251,0.7680175590839391,0.6336007747134845,0.9566703397730271
0.26149205272041154,0.4648406147503573,0.9373838861580719,0.3124664101575384,0.10558863286718995,0.9824910636256646
