a,b,f,c,e,d
0.042085116276306664,0.4951039847867988,0.5179167778854995,0.9162105338450472,0.9866076157838809,0.4158142738279515
0.8752587853579427,0.25590750250029143,0.8763152799757303,0.8404392873347237,0.8391580364224678,0.9882189098333714
0.6021730523062286,0.061422382638766676,0.8736132905528289,0.7787622173728531,0.9685511130815161,0.9245852480817871
0.26479734842660624,0.5167489774331988,0.7851363224640127,0.9537154369550871,0.9073015779594081,0.9667321735514793
0.5627766479729598,0.535473799830901,0.8727149941678172,0.9554890995639138,0.9077735106262221,0.9298312892108841
0.5299954084049772,0.1568736917012171,0.9331570930434165,0.979047291337022,0.882416541824099,0.8633132055041803
0.7662860120777294,0.8182111157136105,0.9907610929455345,0.7945872963746476,0.8093408817927993,0.933265592605673
0.8097286263033994,0.21767378106594337,0.01751504502756923,0.9908065997809672,0.9533584303415092,0.14003021761457907
0.7387458994140645,0.26812588818087224,0.4900266824997366,0.7787601637616767,0.9104893197963466,0.716602662696532
0.6686486980431305,0.45305899753005785,0.9894437305068831,0.8339095893371765,0.9433950194839309,0.9436466068871648
0.8128199087741099,0.5572294343873618,0.9729387207153426,0.7916168156684483,0.8823710097127854,0.9797140867281691
0.22307216225328408,0.7785105361308664,0.8770643912807771,0.9707065722551219,0.7675101338866078,0.889460188150311
0.13485247609512124,0.7262326248058265,0.8364365841343882,0.924320393003803,0.9583436253257805,0.974090169831354
0.6630122105889437,0.15955042069209396,0.8410838888129221,0.8893940903916687,0.8779395587375153,0.9275131398593747
0.422700642418752,0.37137456785055695,0.9532615566712921,0.733844069723426,0.9761448503246233,0.8529076372645872
0.7373544370991446,0.4775878534519089,0.4735990126824628,0.7712631351469308,0.8172525507914153,0.1320246297783748
0.5811063793893936,0.14570058611878686,0.504244770893323,0.8229995586078691,0.865223833247371,0.46295433870591446
0.3758124249048812,0.3020233382208169,0.7891536127023067,0.9727127952305187,0.9347304322106236,0.8702590986184097
0.13349197494069975,0.8021421758036258,0.7907105071986278,0.8518885208900777,0.9771264808172615,0.853343744564928
0.19985155015641456,0.2564408512531847,0.8162011958471043,0.9226345563700634,0.9703475492444159,0.9874875598818705
0.5646449140974136,0.4151694465862002,0.8849292872742488,0.8613370376926576,0.982370988480454,0.9540987878792354
0.5427148365857296,0.3478063812455401,0.9871147692195685,0.8246080614688658,0.7867397184547078,0.8568660282999297
0.17314541973262465,0.029685268248787124,0.8887857582872293,0.8526474592296068,0.7621535555678444,0.9322473733209037
0.35513913095215865,0.42435149357633906,0.6602819739412946,0.8696670061369243,0.8129097192332911,0.618559620799774
0.808601237107835,0.3097534984881122,0.583163766430752,0.9976328646499291,0.9493546710527705,0.5320630957466548
0.29960556492006546,0.7133806999581989,0.9931864411320102,0.8550869202964452,0.8302979335100167,0.9070949941108415
0.06335077591868682,0.8132534553205483,0.7873737993653257,0.9687290730454183,0.9921095911046044,0.9872753709339765
0.054805957334499174,0.6867300729059507,0.9304087764967537,0.9623276118763182,0.8617190711602735,0.9900078199560763
0.41606338484453675,0.0603444379538325,0.8791916938495069,0.8161634980232046,0.9606652773068455,0.9394907022563646
0.05539166434971363,0.5319741328954579,0.8198470082449896,0.7309068579531031,0.7847924227050458,0.9200855283616711
0.7947593527835021,0.7460537159531198,0.7972939294756086,0.9263936419348298,0.9253431228734822,0.8768769547766486
0.7658715264736526,0.7800632289931615,0.40523036994874756,0.9862662503451533,0.8282177918694426,0.6181974890890558
0.5305494049947709,0.7411188335301034,0.13350006610822296,0.8349319099856771,0.9360231394042022,0.13683382631001953
0.3539204308731829,0.5677979132443882,0.978753389022276,0.9803108980260123,0.819401289630873,0.8694424226989199
0.8814773310045958,0.17151701336971542,0.8048734881038532,0.8515403853565742,0.809110320193587,0.9597871111697756
0.15880748188045152,0.1911192492280165,0.8495999915198988,0.8076839711200938,0.88520255024791,0.9446058684159679
0.6296099051523898,0.7405335729518479,0.7851422460081079,0.780202500536422,0.8651550678698842,0.8868609016350794
0.8331296705698945,0.38346209442211177,0.92910166365895,0.7922073344145538,0.7809241846264375,0.901258345458876
0.43393187678451783,0.2301627881613349,0.9898923575753432,0.8476728465946131,0.9773877482991986,0.9197916688581114
0.3302620576008367,0.6253976384029613,0.763173142049933,0.8171917372332692,0.9763835519121309,0.5884007981069252
0.12332243307329191,0.4754484357385615,0.18336002421796302,0.7426432507965895,0.7987259010143847,0.5269792116715603
0.27420552678197113,0.08223545673398194,0.8058409585908247,0.9423559381464487,0.8953590120929819,0.8642661480135622
0.5710222714816362,0.6669982075432784,0.9307200069770076,0.9903776386066678,0.7970678998519776,0.9778461991855893
0.8676882885838068,0.6934463549755137,0.8366364244058049,0.7449509151011673,0.7888052345106451,0.9239752266711649
0.5419789794571398,0.645467352358957,0.9772677025255041,0.786886176833074,0.765151679044601,0.8666096687984647
0.5457434167413898,0.4945423008912277,0.8880248462396323,0.7585798846137728,0.8959732574959294,0.9794948305512731
0.5529572056643579,0.734846242419459,0.8282616592327786,0.9879351346485666,0.9352569168102962,0.8894987339366887
0.7916319886100582,0.3282168713535476,0.60670275165943,0.7364064548310634,0.8866095878146867,0.5211562251921389
0.5012008706381016,0.6281316470477415,0.34647610875677815,0.969630649939174,0.9470065159551796,0.593062806793902
0.02308908560455488,0.13785043043474826,0.9792351901225366,0.8214565183049041,0.984586183945438,0.8871703013306411
0.01858070856353395,0.5037241703799469,0.8480483693153988,0.9154400126595843,0.9976309279047967,0.8713433792555968
0.5840481090274421,0.8046475965601863,0.8204534697507415,0.7326874521424577,0.8779881292367218,0.8512797383553689
0.0010844369909314222,0.11907122932742048,0.8491835002097103,0.7645745146898958,0.9498753998661414,0.9631374920990265
0.6012068512011433,0.21781487300241495,0.835182320034008,0.8529355930325295,0.9126230771274498,0.9813806700693507
0.6926630382958134,0.04867863269374078,0.9962422788868008,0.7795414132134405,0.7705951689863844,0.8562428675228172
0.7184481955094048,0.612414135231131,0.4834249221845784,0.8880241553040137,0.8970493454785102,0.13891854186566444
0.8721104692251296,0.21664416309216591,0.5783295419236774,0.8667426202408953,0.9222524613255212,0.12856352949640065
0.12705645573854948,0.19402099494743932,0.8681059404040611,0.9634896945799583,0.7874986489014891,0.9574061013444859
0.7907739414856779,0.8193079404603577,0.9503215999399671,0.8336359972459829,0.9743971039455019,0.9726200528962274
0.2756195905786841,0.012637422404983145,0.9091571335043137,0.9624589093189257,0.8517196699968703,0.9131712970026974
0.19919882293888197,0.3263989242048299,0.8118571056070204,0.9852919645672615,0.9073774751436717,0.9398893261391662
0.12450338125609092,0.377866341834787,0.8841001447103967,0.8351676400138465,0.8276902244447164,0.8836628040015425
0.4400344129092868,0.4792875529096426,0.8741417699306993,0.8618776598509089,0.8458036546421279,0.8981916002309965
0.7106536960039277,0.32430593890512893,0.3283736817253647,0.9467107357117491,0.7726936027056455,0.07520462700719892
0.07459046828678798,0.241359197149395,0.3643127486539562,0.7925596986975958,0.9460055972020371,0.5773813653537277
0.26866304271659835,0.688761106885714,0.9088199177656595,0.9154948862020404,0.9860192035785673,0.9433889617160671
0.3093211263097468,0.37953435078821374,0.7868170042671339,0.9202039480796367,0.9457398153588612,0.982402759967764
0.42688528014650023,0.7118060814921341,0.9482454102783956,0.9161952291666322,0.903741430160631,0.9109873093063365
0.3946500818276254,0.4422794027421394,0.8704909269983612,0.8282601198261321,0.9184283916031757,0.9158927183248128
0.8891486626948997,0.38540991680077963,0.98189432268685,0.7513794144876141,0.8677011835276774,0.8969322963403009
0.3043057984236729,0.5405840945920174,0.9284686883301625,0.9503162948589184,0.9689746630161649,0.891687150388087
0.222208665746582,0.5342030171487221,0.40687658555607975,0.8322680019027455,0.9440667909699813,0.4611208964465784
0.8235924232635544,0.14213036492292616,0.33863446225260063,0.9684648223050971,0.8069742470984042,0.8154868317341933
0.20839497708932334,0.21702697396501855,0.9864482579799576,0.7400718069072749,0.9693050896384597,0.8588469349808978
0.271792781638259,0.7072555081654923,0.7906046700845798,0.8282215585024902,0.8467604890644274,0.8788776638949118
0.2239407251001301,0.029800740521332924,0.82078224445631,0.8879710423629786,0.8535455476834761,0.9794192146612083
0.6736673658166639,0.4340538026188433,0.9448490740406544,0.9140949373461168,0.8991073388503019,0.9130628753505344
0.6270503412617778,0.4899653180859477,0.9118570857900912,0.8783863708568452,0.796626357043422,0.8869105646191051
0.19379205212580167,0.6808276264789385,0.9892113405595055,0.8217241101078017,0.8433536988051793,0.9939395847198433
0.2625276716909718,0.6239030416130722,0.5496529316802986,0.8728585586681861,0.781599477207121,0.41096111502024296
0.2171169401717406,0.48567357579722276,0.39492447687169663,0.8582534853889001,0.9499012676609472,0.7389236488771823
0.1907945213016864,0.4135639649974289,0.9566137402213246,0.8696298298110567,0.9983808789878743,0.9652974857403396
0.5361146576103952,0.6521878024668922,0.999852760903388,0.9899842413227821,0.9136661203093093,0.8907505976252125
0.8851914843182859,0.00011926727508126511,0.9579731812988774,0.8170332144962315,0.8522471100250617,0.9505581561374304
0.7687136428230713,0.024173679326202183,0.8668811081062624,0.925917689580782,0.9378869213468488,0.8905925173656567
0.15045456469337004,0.09322096764982198,0.8628399210516288,0.8080454567273376,0.7763540805907091,0.9995419305788328
0.45724904717661,0.17191906094340828,0.8797082216162145,0.8461940540904049,0.9853597220904157,0.9083406402781475
0.29280028061039437,0.12151174502029312,0.5968599806732651,0.8265431517386285,0.8309483981957825,0.534257793522959
0.24380821696302318,0.6914162950998463,0.6462490274007132,0.8980151233852346,0.8971045815045426,0.8488437423527538
0.13101328495772377,0.39904773882951444,0.8087549037575337,0.7917530941160787,0.9085082388646913,0.8945539852664178
0.0033835522047409973,0.4809467551181934,0.9867828640545117,0.83331533269041,0.8976375602731161,0.9844646618458075
0.5746585083724259,0.30862603577246217,0.9846602341508246,0.8368030560355586,0.8150394735482573,0.9534197459152132
0.16597343716561552,0.11305853679594274,0.8143412190347159,0.8684299971084108,0.8942558751371477,0.9954790486248681
0.6681697545863722,0.4640507847407279,0.9941654913256549,0.9832283994236011,0.8118613982860481,0.8535864234806165
