a,b,e,f,c,d
0.7393206043958535,0.28110446232862213,0.7985202472102332,0.8296755984689937,0.03436851403594362,0.8802942871189415
0.3272412376611363,0.3061505987546836,0.7396520781310446,0.8267088292182856,0.059055464158752326,0.9286747925928227
0.25909516269329097,0.6486119811328337,0.05362342354422667,0.9508240911231998,0.7649793512242069,0.930730707629156
0.47147968691002773,0.4147148874787417,0.646103683761225,0.9936343537601438,0.8199589241430773,0.8305010009161801
0.47257663078304957,0.32001829947931076,0.19206828287972408,0.9345855932463097,0.35855405991433464,0.8161416721780643
0.5559559869920091,0.1046199172052507,0.6049937185466201,0.8349077815719999,0.6737921913234602,0.8499663106306691
0.32608352940719443,0.1774213001743572,0.7277020732508561,0.9812629764531964,0.3992596023888998,0.8810476638082149
0.020355601327129436,0.6035631261299433,0.05877069439460778,0.8700248313264989,0.6410383044157664,0.9640568200988852
0.06942442909386065,0.1806597086330929,0.7721658054303493,0.9241236005327418,0.15512283771432755,0.7878352638173718
0.5558412356146474,0.04952697615382322,0.04587264926646173,0.9785858798105619,0.6881336035434158,0.9213921266686821
0.6220504514249044,0.6523922445300917,0.3972686194269932,0.8634218121865543,0.04173587399763963,0.9816189110386426
0.483446527298934,0.5579023653693571,0.5865225095476218,0.768401809259819,0.8033972297228336,0.8257043229729449
0.36947820132784087,0.6684440116890338,0.15098041209482504,0.8021318849666703,0.27955427676076294,0.8301590771298805
0.742757539018715,0.09979338555894883,0.15506457586071015,0.930650601868496,0.7415600404477749,0.8315238212390053
0.25858834617038146,0.08884712231729505,0.3694344451565627,0.8017919464151245,0.3688703003989365,0.9863187289374629
0.8064033195981878,0.3868192666610976,0.5707306729371454,0.8691422295057604,0.7223353169030303,0.9810492811608441
0.4867738253127251,0.4816738546565793,0.5956000683008399,0.8013839897412096,0.3879288499423,0.9540152868965672
0.11117884292663835,0.1544201541541301,0.8098105753684405,0.8758421472210074,0.33183938621801745,0.8369017685601692
0.3379748673108676,0.5587410891848258,0.5713334271689386,0.8319952602595426,0.046579794116948826,0.9619845447340468
0.3158562588308271,0.2733655188843552,0.5796326557192284,0.99969766653473,0.6371524663425523,0.8650499886011818
0.48352926401207424,0.0959424820209774,0.7610148841576462,0.9044827051570514,0.7788182549737497,0.8052681638415604
0.5500272865623174,0.3394147161893501,0.35630198688418735,0.97638714278945,0.19027118171245194,0.8184693746849862
0.5475754263390331,0.21523279416735866,0.2273662585598071,0.9164647343614301,0.07601410384294358,0.8447573540939914
0.21866714544587318,0.597505138198897,0.7847158218340163,0.832904075390384,0.5763543686406758,0.8855320088954091
0.46680581034770746,0.21832256078812312,0.5235937311562663,0.8765557982666894,0.7494356359932541,0.8943792191969384
0.21166072148834827,0.6801490395905028,0.4044847472074302,0.8337263060324962,0.009715799250154701,0.8650083414735467
0.5295475690693869,0.5801924365458517,0.17303274181666212,0.8317813087945598,0.42770552360631203,0.8181517883488573
0.3579752944420001,0.6183906441436724,0.5928370607588896,0.9216760447809367,0.16922301981183785,0.9404495447932855
