a,b,c,d,e,f
0.664867343724896,0.7891903180513349,0.7506072806041362,0.27855970177855743,0.837473714204979,0.3774882122202659
0.6106080500877725,0.909467532518902,0.6422802456087275,0.9486311604104698,0.8453955153742128,0.9297836847807196
0.13079634898395964,0.8402737506116801,0.31763415212834667,0.9812660822307913,0.9384538299414709,0.9756160532777011
0.0997384807894242,0.755679168912934,0.7335511608371743,0.9284645284573698,0.7870478101705483,0.8757215823119934
0.2879932381820974,0.9998184632816419,0.6366060120656245,0.9320508803034296,0.7790763023936282,0.8717034631712126
0.6920939047065141,0.7506740837251323,0.1647970417123356,0.9938599321185951,0.8330660858658043,0.9833710495913338
0.593866279552731,0.8326951773134188,0.4637170949778001,0.9036267070928397,0.7903734147758869,0.8790211327806916
0.5172530867826627,0.8751857337624228,0.2507167689723632,0.6605922057171774,0.916389420478207,0.3786993254031863
0.6488844978914119,0.7590327235467853,0.22765885749620848,0.8445997865599308,0.8086424766931463,0.15804321003618396
0.45215335901367226,0.7444161972377252,0.3519634652181859,0.9210715994209673,0.7942880039399006,0.8765624622654601
0.3543476327560044,0.8472799589982724,0.46456595569007486,0.9661651105559632,0.914418842026435,0.9559610608657453
0.1276851516159255,0.810823846477932,0.2983158822964476,0.95064007601329,0.8090145096639223,0.9837543986552921
0.4827303242163785,0.979350063539386,0.5295419663708942,0.9194284293093794,0.9381027003382961,0.9751675675608984
0.41108362231696266,0.9314786877075507,0.0612737964934152,0.9567879002143066,0.8233080512464916,0.9292383387961358
0.07893663619303487,0.8508350176321903,0.17165170155604836,0.9172971310156847,0.8401378173227989,0.9617000886941657
0.24232921696090462,0.7996990535206333,0.3527181216448326,0.0283470712212258,0.9953035966387509,0.06267105720832551
0.4065234265571937,0.9468959619266438,0.17336232608934607,0.2555798789177447,0.9974951838730617,0.3559050862836682
0.5161785013791808,0.9703023833525337,0.27045119914836063,0.9273113098126915,0.7663410468041855,0.8954184584780722
0.5531802846164653,0.9035935551456136,0.017919561615625433,0.9992943600518179,0.917700409162756,0.8763673243140521
0.1585021633243704,0.8726808199687724,0.3777079817220785,0.9515596673250051,0.902900517088721,0.9744002943900039
0.059708544619930456,0.7443842837733153,0.2568507113577642,0.9102930845715038,0.9302561093195607,0.8632556174993464
0.1774114225031468,0.8408955966865851,0.15221624988007934,0.9109527069501163,0.9244853096473304,0.8715304276780674
0.5074978536622637,0.8569553686808697,0.09640964476629492,0.9962819330269028,0.908533991982573,0.9999420545215894
0.5771647999323185,0.930042458136832,0.08838636814061378,0.7003822801065518,0.8424590443602844,0.852473646126681
0.019585642849557026,0.8397126330070622,0.7533815801999458,0.46402870494329046,0.9792363081877556,0.19316908386309642
0.6985125551533529,0.8686886871386331,0.4334898882298293,0.910321391237164,0.9434901056989037,0.9901861448916947
0.5942904964127813,0.9070593192057232,0.12377926894938687,0.9471883795254383,0.9106090097374268,0.9831826699499591
0.19746374005422657,0.9233272362615604,0.5872530087799156,0.9963053734917999,0.916524888432212,0.8918008189048886
0.1582370700781005,0.9167032019650726,0.3265411704838136,0.922214943822352,0.9348373049164553,0.9718834725586383
0.600576228540472,0.7862068747500843,0.25646292189780856,0.9225421808680665,0.8709626233785791,0.9168394295407651
0.4876391367820933,0.8316974298917953,0.5522756233916245,0.9691131475478086,0.8361721119478374,0.9986431424285575
0.21206765597770016,0.9039745050073797,0.2990289467033109,0.8686565736128629,0.7793618547522806,0.0406898383667823
0.04062747838461793,0.7787743936224516,0.3847777043828563,0.09515977693911062,0.919544467634464,0.4657614807850556
0.15395272394116258,0.9743484243174388,0.1858815919663319,0.9008825432765152,0.8350628872337651,0.9705179083278059
0.3832339965837633,0.8018510356380193,0.42488639013361634,0.9144419143482869,0.7842223086017428,0.9403466621661374
0.40786401544345585,0.9179665641561437,0.12098362703145603,0.9726340713580681,0.9652670797254965,0.9628863565461478
0.02459328187806409,0.8220878999809293,0.251311046687346,0.896504781369549,0.9186364651337151,0.8914227779986597
0.4032571647643709,0.8105118042110473,0.39884147524760016,0.9286607509505749,0.8775413240632914,0.9737530205932877
0.21424376335617457,0.8505226039396426,0.5049615296021224,0.9914585755905,0.9409279649005973,0.9547237559917183
0.6083459115873247,0.9220709495714403,0.25588283091559977,0.5369355191344884,0.9686315593543883,0.8198117275411266
0.69205282397397,0.9111461289116789,0.6250432967926013,0.3674351250068047,0.9090767337644164,0.7754146617520665
0.5167608159220839,0.8813844193223535,0.6033988025157458,0.9156370637054279,0.9768052022845666,0.8701643139547444
0.22245114776867772,0.843967051067433,0.06269494275201241,0.9799291059393465,0.8155765668756682,0.8768935994335229
0.3095242320258287,0.817468052577284,0.1879451087613171,0.9492456702488208,0.8751912966498503,0.9240394119595263
0.4390642255885115,0.7880206976915807,0.3051139034364766,0.8911815371224275,0.7986834931307283,0.9509191615760149
0.08205785269955185,0.8946451892090875,0.15703905804625787,0.9418783075648676,0.8425020940145279,0.8912422311933665
0.19613948180109586,0.9461776018715153,0.23721407593337093,0.9762602369392548,0.8719495474511769,0.9761525528636974
0.09332004091646241,0.7871064644153016,0.09658627690563089,0.5707735485965897,0.986642569652306,0.03240631991347524
0.07291870034455557,0.8173868209409917,0.5338446250354194,0.7321878698691211,0.9068027473975753,0.06371391257004529
0.05759806377535247,0.9142287358422223,0.1296991115521291,0.9120014201578606,0.7675903150197917,0.9276237037246975
0.033390808910983345,0.7600293682274886,0.49569664256562573,0.9813623220968531,0.8113589923991729,0.9665150058026525
0.6436915124156067,0.857697576457923,0.13455950250662127,0.9096775976558339,0.8144957347685824,0.8714882185938849
0.28892497696210406,0.9557520756178504,0.016702514904612633,0.9847055173859569,0.8385970135633312,0.9499361487162628
0.25062447654722453,0.8928400950305945,0.7161350434629704,0.9989569600345015,0.9922733668112431,0.8861837368282827
0.14289074329518622,0.834457780122963,0.6237140006946588,0.8901391069208532,0.8825076414135902,0.8892048108873283
0.2697664068001568,0.7714366189146709,0.4133956532507816,0.7967825983494593,0.7923946509600011,0.42962120959352396
0.684090600839263,0.8984805607650898,0.4254777616980268,0.7768922829313873,0.9082421254930346,0.3891362859185909
0.31415116299907364,0.7661694719815566,0.6671098344265569,0.9805765102874657,0.8423798115335152,0.9621080036230634
0.23193165305343905,0.7717387004898049,0.17234033839256097,0.8984650459662797,0.8340470483166051,0.9527440807033443
0.40650126637140754,0.8744091133103549,0.11389699947480235,0.9007297214647754,0.8181401956334894,0.9496884777024529
0.11765412207678308,0.9119181951892013,0.15274336197971256,0.9156285566155863,0.7817530055520663,0.9954015333787456
0.511743061396982,0.928104470091363,0.041352843152423206,0.9489342636408894,0.9295993928666549,0.9295442783749597
0.07745644324931789,0.9848616606450805,0.43563092941635895,0.923625858430195,0.8187881446305019,0.9643615107357957
0.5151358570715199,0.921361672779549,0.17400849758895964,0.32976717490900787,0.9348247374239266,0.23980328712187596
0.6481678753008127,0.9092286828592308,0.13948571562359222,0.045348643280312184,0.9997275432518276,0.19028498111251926
0.07513298980688204,0.9449341447812916,0.08663376944247114,0.9028353662996863,0.7705646705168173,0.909091380908454
0.1632084559458251,0.8720892548412837,0.45878959234451727,0.9438107854451494,0.8491258695244273,0.8787689695486385
0.02142767560297034,0.9358022501496962,0.3936253828978307,0.9168262008178387,0.9596532572684087,0.9823301175875321
0.591916888466143,0.9752734457599384,0.08109101835729474,0.9616673842083623,0.7886055153551966,0.9576509544089562
0.12341524494704419,0.7565546002516912,0.2333357933390511,0.9511733189357116,0.8945928272419414,0.9433936885158499
0.6782014395424407,0.9128749202173203,0.7547272077658734,0.957820288181005,0.9826685025206809,0.9771196618678614
0.27120479238422385,0.832160096064034,0.11739673058577162,0.7837525009402346,0.9744979522972204,0.3496932185423635
0.02183036446349694,0.7851659511971122,0.4561517375696941,0.24801379764839454,0.8581447533954578,0.6717577930145466
0.24211496898271176,0.813892189370056,0.40268260507782433,0.913137248270849,0.8796685963947886,0.8787620703962277
0.1829196468064651,0.8880253107178506,0.7760356181080352,0.9410320280523237,0.8031409669455518,0.9055783235161144
0.5098897295932371,0.9322739388913591,0.22904336292364852,0.9688004139406113,0.7610408906265799,0.9581787946003567
0.5537001599434974,0.7463646751346233,0.11273637602206435,0.9515893276700197,0.9250931415195366,0.9861299498669003
0.0186212834231083,0.8723199688558333,0.7159249826410065,0.9876506142147983,0.7912324104504023,0.8633711752435006
0.5001740546298553,0.8860783736808295,0.06245205030114459,0.8949650724133479,0.8835869550055091,0.9007751309496393
