a,b,c,e,d,f
0.919129860631508,0.11845354951026296,0.99720175302562,0.0861654482706697,0.16333709926074477,0.46578799552596406
0.07958674606394703,0.6443906965259565,0.9296699473768566,0.9970469995987256,0.2031081745812628,0.3598625267089961
0.8712205285760836,0.48573389422760976,0.8025412247557493,0.3996641007531165,0.04951260473097272,0.0038680239567422513
0.3582702258072185,0.568340948374245,0.9528622795417294,0.9779364954768275,0.4896650271991137,0.6640796186620057
0.8066450864028379,0.5231209979173871,0.21478849505156802,0.601255570126639,0.26336984069210445,0.845684213528287
0.2124816643199075,0.37049227404391305,0.4624502589874829,0.1988889412948362,0.13320727985572875,0.6805565635953464
0.5648564490616456,0.2276836652678822,0.0685528636227079,0.6682919386081222,0.12882940699907294,0.12329654419733561
0.13820066058889283,0.4905228306141679,0.36845612246176346,0.835272195689615,0.16752937320914052,0.5736668350688732
0.4616435399539629,0.9734866380551314,0.3233032454108535,0.9312243711389742,0.10809410368491446,0.5035499806629851
0.08200732608733466,0.0177528987218665,0.5180639617631155,0.09006112714607581,0.782026327747033,0.0327971603872097
0.6556427909274098,0.10896160577513403,0.59246387786232,0.6003843477347999,0.05017259568651244,0.9963020690451027
0.05485116544303808,0.33168892576368264,0.8070047612210851,0.7372840667579252,0.21516733055166434,0.01124591031991763
0.052651010271080864,0.6980810654332403,0.8640825049275638,0.17332162367245646,0.17670783579187643,0.8713837074979424
0.8679320449307384,0.46371463563422743,0.21968526042519226,0.7161765517271369,0.6445489324438798,0.021623488446601155
0.5500381310701723,0.9606304257472138,0.9310982883905082,0.37365305542573923,0.6001450783932255,0.20497605359928758
0.5135498187388232,0.4307134820936118,0.2668275373326105,0.635265108617856,0.8492028358792456,0.8764677102343469
0.974343119909929,0.4826662571001732,0.4577067993887059,0.11021266774057997,0.2841306926698463,0.9342412723714079
0.53793715443889,0.8654599732934756,0.8862788378967432,0.7406506103478038,0.789208693438906,0.4717445762354568
0.34154871906989065,0.4758957925000369,0.6775725412392023,0.5822001445970273,0.9871590724110271,0.7914724567415268
0.6209672055341997,0.6147077274739964,0.45861105462020585,0.7029163122038575,0.4866934054818179,0.9465015007826887
0.19089631354786146,0.688548407423671,0.5610442896605533,0.9224113139686269,0.34974520239005225,0.3661963100352801
0.31614955361436536,0.5846206332309848,0.12675715823645445,0.6846284021929934,0.3126781322414991,0.5106269460867501
0.15785708970198575,0.6847044783708516,0.7566101330426193,0.03772136546787394,0.23625021422151185,0.5189628339785546
0.08629776158884626,0.7100700116525019,0.5766765009553091,0.27714775285795196,0.31770632914636787,0.9288500989536643
0.5645986638954719,0.060193597325374014,0.62029956902219,0.2309242436343829,0.08973647415395346,0.37281445998147544
0.7636766001494587,0.9142308570789708,0.38265889860318725,0.40915714025392735,0.5374646843917563,0.6314428873983059
0.7407067724622334,0.7889728483859557,0.9221872576787404,0.7213752271817737,0.9080274798808585,0.8303527720667573
0.5975266676224666,0.6964171325924426,0.7643471129736458,0.23689725721360302,0.3996977782917994,0.9151550936738131
0.15193762458574564,0.10888943424193123,0.9629655923620255,0.19276948743164002,0.6218845493127181,0.9894841340754508
0.39459887545824096,0.7485536674973452,0.8667670619273041,0.6382381275433756,0.5181537607184327,0.019404421625293305
0.6671329395980865,0.7214154247167384,0.14768386833066535,0.32614524330918077,0.3577213040441237,0.09189849874669949
0.36988168278139505,0.4847166206070373,0.6373383829430632,0.07355850222373675,0.32482984255360287,0.9403778406783977
0.41039158974852014,0.003704247066691426,0.992732126977293,0.7816872706733009,0.3247492078243805,0.5745132588539341
0.15162179759627148,0.4939352112325779,0.18749307159954684,0.1922614204525186,0.6625524059057483,0.12454459294562617
0.364125376216376,0.910955562608916,0.8554203262524259,0.6420927235257133,0.019071948646723177,0.13188049821999467
0.6858834314962673,0.4263618482815587,0.2325069185971728,0.9157959227851845,0.5653036206433306,0.7447037491370577
0.8218554625092147,0.9125780659404867,0.10170772019074151,0.8066748832553966,0.4021828002609827,0.3903010634453728
0.6674680401595458,0.2618723123627263,0.47142751866491805,0.20020484461326252,0.8572859853766389,0.8572328926785349
0.10194136106272934,0.5115635884768437,0.26786096699401307,0.24696513580009,0.5889091047078673,0.06014254594935276
0.203525849475865,0.1968758859337926,0.4646766954126852,0.21187095942866965,0.28106097319653905,0.768504999066663
0.43505061998323075,0.2355511754883023,0.2886693404319913,0.9385814637506762,0.24686637370116782,0.08388134402317932
0.29614323504782114,0.2603487743197263,0.37829268707616553,0.8338012903367956,0.2644693973040797,0.0386744511305203
0.889487090623156,0.9849595180200785,0.07272933351122289,0.7341578813900814,0.5126304033256803,0.15690739016701707
0.274043422424571,0.7331223084390516,0.16442986045234956,0.9898163605110937,0.8710591334630657,0.02846147138160523
0.25401098620984586,0.13417313230421712,0.6123521667167903,0.5518454872925134,0.6665770665006021,0.9784358864896466
0.694952863886615,0.4688922353272349,0.32845430820614585,0.7110423157951005,0.3470184987431609,0.0308636026560437
0.7802556332950766,0.27775611628469876,0.8340028013459563,0.3915051549468708,0.5304378531565229,0.40994306499446403
0.7244647893394951,0.712559356345949,0.7853451328192192,0.24180639322371944,0.2712008294936745,0.5814264715073907
0.7791386193272449,0.044123445469476844,0.6048984671706843,0.7034926145208722,0.007596474584103737,0.04123795529081402
0.6885784571990431,0.5782330466057933,0.7495978872124209,0.6450079481201265,0.5172715728442439,0.6489428976512323
0.4232783435250506,0.5282493280357862,0.3442463241832248,0.8731710241272118,0.5808120030037436,0.16408958101335558
