a,b,c,d,e,f
0.5647809076080029,0.8637855924656428,0.9560552481499397,0.08418836221659212,0.6838862289230442,0.6186203166926185
0.783874630631245,0.9776107992862829,0.9392724863229276,0.9392376282567731,0.8654649106120408,0.03779569513100269
0.5505714115666397,0.9763628349051353,0.9523242164532462,0.9444196447794292,0.932586339278662,0.9022065305828408
0.6658316858487874,0.988343887080747,0.9834215426586502,0.9116162055951921,0.8766300009718521,0.8719658027497639
0.7049019715919512,0.9954745286006639,0.9090765642829215,0.8678202098138126,0.9368259230142376,0.8295087127918763
0.3479383607629193,0.9743405598078955,0.9069665508715028,0.9813554099644516,0.9767387132386294,0.8564437280819385
0.8179963702390355,0.8602706760855335,0.9566122618319821,0.9676571675809366,0.9327555706302242,0.9386188981491945
0.33212976533296834,0.9227276292550477,0.9862480773797457,0.07457775772515667,0.8391599525953924,0.9779998290099334
0.5706429316043047,0.9035173192358693,0.9429522577084849,0.6236516574517561,0.5781478546618635,0.5144307747925921
0.2724969913111661,0.9197843809965853,0.9656082241729973,0.9395297714214573,0.9325752220087223,0.465250918384514
0.6626243403525671,0.9991173472796482,0.9636681885305123,0.9903379355812396,0.918088156582623,0.9931446697927714
0.40591074272887223,0.8677187492756964,0.9468879059595834,0.9519942700464418,0.8881800223574193,0.8313592023529266
0.5576703769662772,0.9508784032166705,0.9591570340609039,0.9391175454944254,0.9744787216741378,0.8519189171772011
0.726089067304698,0.8652929317102834,0.9805744887188522,0.8750280155532464,0.8707821284462216,0.9792904065662307
0.31351661887521703,0.9190804316780201,0.9568639060920108,0.9362977359719579,0.9997467101351599,0.9350984745338222
0.19597833916927476,0.9567420888579146,0.9666406826656261,0.3117175525725935,0.1592919545982364,0.8215215709824646
0.7602666258436808,0.9903776793200842,0.9913169168800608,0.5400827989829613,0.3940310910024802,0.7575642583119826
0.6828676210090895,0.9382680194350345,0.9143100716960155,0.9129238969957704,0.9161471731140246,0.07159059222494553
0.05918301421795101,0.8700993169225523,0.9573348564522636,0.9964412638834544,0.9290585374704645,0.9417462042292611
0.6181446881485294,0.8942033529569828,0.9309786958622218,0.9352138948292551,0.8989616879787296,0.8265647454827402
0.8084729148657827,0.8659282520185118,0.9678577495154491,0.9300970462743939,0.9586166455988511,0.9207690574135192
0.5285266396016962,0.9000457819274971,0.9040476942777778,0.9256864574854314,0.8754324699928614,0.9571876242639235
0.842817952744586,0.8739144936093913,0.9817847370295634,0.9801856502391892,0.9782244757795054,0.9562559836373788
0.5834559224553837,0.9313239922202906,0.978009216632493,0.7920112059353528,0.02654804214234489,0.8139619655411263
0.339912271795017,0.937153438266078,0.930270108145345,0.7099597176410821,0.8033653052328671,0.6842700893695487
0.6241600244883642,0.9342861610790681,0.9153770847998218,0.8631166425108012,0.8757453379806034,0.7878111466149555
