a,b,c,f,d,e
0.03662109732610659,0.3995863107979553,0.456600336967944,0.8864890154450262,0.06690916551823435,0.8387988137534562
0.7206399104003678,0.35786370626543973,0.12213669807069466,0.9437685756705323,0.13946797245737969,0.7110078536712054
0.035440021567384586,0.6726816121392505,0.4922213464755511,0.944979630955699,0.421118409747375,0.8651451664687113
0.7393353534693893,0.5735770711979905,0.566617182655178,0.8704999262118568,0.6958470845413423,0.7172600049783842
0.088448228457541,0.5959773306961162,0.6277762222129858,0.7551054908981927,0.2651213600947534,0.9282056719694807
0.6666901551630878,0.6051711472933698,0.5868441733573251,0.9221337627986852,0.5549083933907206,0.9129289016373889
0.4008178942210158,0.295408712741288,0.07687297221971534,0.7950757462222052,0.28618084691396256,0.9785684175730036
0.21757905601742505,0.26112267401294087,0.6592088421281577,0.8699382320522415,0.5656687352429376,0.8401850751360587
0.5884597394663642,0.018953420516817445,0.311807226069614,0.8385824286677455,0.5446470721911666,0.9328255473570263
0.05281473798405751,0.1635661754033426,0.27835339237367646,0.7145148517822373,0.5264718198062485,0.8258606687410952
0.49285662972803795,0.10637928889203567,0.014074113395815546,0.7420425328077126,0.5707448324616881,0.9221002168784302
0.48516731601264923,0.1302244282977734,0.04463551307990113,0.872121525514102,0.04461181702900866,0.9226220604096774
0.3500195228385319,0.7266681472225175,0.06358117760684348,0.9979510415079822,0.5244413962640806,0.7609835572633804
0.7633635826033597,0.6176230800251098,0.41715054536174645,0.7558833998090596,0.42874698340541884,0.9636413140121916
0.32607810141190713,0.2856716417250404,0.15558528420288498,0.9806949988046603,0.05162617310307635,0.7465063931042677
0.23928775864564297,0.03637078687914481,0.10603079832679951,0.7673069963152911,0.1845622976262864,0.8913784104021321
0.17097956331387423,0.8018400054840564,0.5631149081315869,0.9098386473515752,0.6798183678542784,0.7875081920341137
0.533040495498711,0.0012927200875131417,0.3969009851541325,0.9939707913141844,0.22003825338723465,0.9624519528201578
0.7483475966012526,0.29526217318035286,0.08248095248990381,0.9095534079712777,0.517703281417128,0.8562307093361026
0.6341769227787154,0.6323191331664116,0.21205708721421695,0.8060959963509355,0.47318691728093304,0.9993086453974942
0.1119261251354667,0.043214699728878446,0.670467319662989,0.8034028548177734,0.6798172535691329,0.8105024982990348
0.2523293520150826,0.27118698821002307,0.6374814465989751,0.8256717745049188,0.5602935035995545,0.9677241351864642
0.3852626101580416,0.6356887257274848,0.5713983848472045,0.927237510998471,0.36156033509730273,0.9241793682591501
0.16850837177455627,0.5811764736129752,0.5150530648421539,0.8133119347732911,0.5002225068944978,0.7495335265338435
0.6458794451733627,0.751056855760046,0.27242357090881925,0.8871125599040703,0.7032478478739915,0.9976623853461235
0.3509861115574463,0.4296625739277787,0.42971943880568764,0.9308722065442805,0.5351400242694684,0.8089216132137064
0.7517333039896635,0.8026799947231767,0.07464423577904214,0.8017465503706169,0.7084722369183888,0.9068858902002892
0.6102232148173069,0.3340658811637244,0.2566922008671817,0.9993675601919404,0.5477812817986696,0.909779408262846
0.7216670141920445,0.8276047470289295,0.3616829616930096,0.9222682006950836,0.6494406673746392,0.7598019172963599
0.652183192746359,0.15265113118811688,0.4036209908726141,0.7795324555889993,0.5764538370345709,0.7458507808547905
0.5653772948889754,0.6827349530718192,0.18014766562312293,0.981069962284062,0.6006714060548526,0.9478881642048695
0.4543585952028766,0.12469151921243384,0.38646455073162567,0.7595234101296277,0.05602747695275255,0.999679534896573
0.13276557386428586,0.6700611346978693,0.3630475423781916,0.9680999048525525,0.5873639262423703,0.9154867863190692
0.41445702646522686,0.7214623667915628,0.26730440014158785,0.8777773825506121,0.47391723080843173,0.8217359215181087
0.1727728613548709,0.6194155226540266,0.7450410685865947,0.7159453868961412,0.46372654823698584,0.7826217590032902
0.3470129683647517,0.5174958628250672,0.4024234113440419,0.9886978193983594,0.6045847580447229,0.9347899029908593
0.5748211912105679,0.03679591023988086,0.6530792845684723,0.9823226902997626,0.3622049708059366,0.9339316737864561
0.1517022940558118,0.8066498577888017,0.5713895228557022,0.917520211722296,0.4072573370641815,0.9541417909681003
0.630222007595714,0.15372345978202065,0.10093610937519373,0.984821757719747,0.1294444549066912,0.736000353372738
0.6701597088353355,0.5122522716867143,0.21287214613724592,0.8927962830548744,0.4323948326536119,0.7599144220672164
0.16578625884302425,0.2872790272088196,0.20064865418619182,0.9983114822190539,0.6733076648677386,0.7972895902290495
0.6056379409888628,0.7027424643706227,0.5066383187116823,0.8895156582996774,0.3776403491073509,0.7342338450289785
0.5904866187193122,0.1545558183741124,0.1888682515533247,0.7354418881425279,0.5335994902774411,0.9935497479286373
0.45658530518015944,0.14389175064094265,0.32110057118996504,0.8781041320743023,0.23698161044805163,0.8610973757508967
0.12914810041463137,0.4249857361558493,0.6787909732408184,0.7792099173780809,0.46069667699332795,0.9616051573669289
0.272416188614828,0.039823199863841814,0.34620947363470755,0.8962262439487672,0.14153269183898776,0.9865085495759525
0.624671126770631,0.47357428633367266,0.528101646481537,0.8289591449796607,0.0870438625616737,0.938022869176705
0.355261063029837,0.31859666979894236,0.6348458367246801,0.8185420296731957,0.019269243633530046,0.8954926021053161
0.6193909662019221,0.042336965259668805,0.4579995052845792,0.735352958445931,0.6568139155977997,0.8826654558534484
0.6302726267846853,0.469881360495001,0.5972220606049314,0.9546260428070863,0.4395039043667343,0.823258503714204
0.23362306576499758,0.4116451008896308,0.02110747916532707,0.7912736228598853,0.6175468114908683,0.861745559730302
0.7373813156257392,0.2466468471248007,0.02163809490816901,0.9777214137585502,0.6297311821425295,0.7255532185542447
0.29858085425471886,0.10358993508761002,0.4109732804708313,0.950734078077396,0.44735329702425897,0.7524511797418765
0.27728234037717153,0.360824391822051,0.6925701890109207,0.9950849613460204,0.3134516350499268,0.8647126498770731
0.4440212069253021,0.25444570564200947,0.28698856975172926,0.9583521414650942,0.17083354815629603,0.9971418252077342
0.34039355207150895,0.4901657667178553,0.4551690411733389,0.7313678939286293,0.44562514381994145,0.7661830566178476
0.012712255260695873,0.25888934649557993,0.2543997120659995,0.9469297029200713,0.49077124798614946,0.9688864110423769
0.5195858404799099,0.07345804601217702,0.09060865215462935,0.9213667209544518,0.10187484167925107,0.9758167942431601
0.6720333982653589,0.3906227580838863,0.014512926176743712,0.9062223018324154,0.30976867738808694,0.883953916765528
0.6433864766944104,0.429195132148864,0.07397323991122329,0.9755839174524641,0.2439663447384218,0.7196121932380634
0.25589265631822106,0.7498547677093524,0.06802470729147309,0.8082144521889231,0.7043144067570623,0.9142409569663801
0.1023851925218043,0.5099981842246553,0.598034282959854,0.7435075856555672,0.15880268558425265,0.9593719620784429
0.6391061366708422,0.01660681791014838,0.6751956724176447,0.7544033358050509,0.26461461871262537,0.7749990082934546
0.5623129385450114,0.6702122479434428,0.5405947858216212,0.821298696241823,0.6603905983816758,0.8361642806312899
0.5068511563825896,0.5130992995972486,0.07634570834965348,0.7364565521584765,0.35682853543792276,0.8362662617065454
0.7682224077764855,0.41715584526874305,0.056468813752027225,0.7756959645623476,0.18475918243500503,0.9916246181072149
0.6988506059094751,0.20956959250812404,0.44447582637152205,0.7154537858162047,0.45292613743831983,0.7361425287826634
0.62385378881034,0.5180211936084245,0.2538118165004434,0.9871594810561859,0.11444139960557921,0.9528120908166877
0.49619512174642694,0.24624159069169904,0.09498009593751017,0.9602974085159932,0.7076023613879345,0.7833983135708712
0.020028427495609392,0.16551461264946746,0.4235465358372105,0.9991687292207307,0.5525783444066357,0.7334714021781235
0.7495321200786017,0.6769607794060004,0.6376183418920982,0.7266047553602608,0.6502302969891783,0.859760257418509
0.4474301459116202,0.5027968588861136,0.14650834000363455,0.7329497671559669,0.3712383331414688,0.8983870677843586
0.2746058357559291,0.41891350462219396,0.05545779366237244,0.8414120653330842,0.6434168308285809,0.7215899132761556
0.7096375156493517,0.13460792163798818,0.5483365589061485,0.9452627952706631,0.11676611750510962,0.8600629914836768
0.7623490103113026,0.4252477695459731,0.7281078382575721,0.823386842976765,0.5126958520062048,0.8861903460629148
0.14186290625350428,0.006685718092970196,0.3096689550653072,0.714275916837299,0.3888072732343479,0.9607605060672713
0.20861432823746837,0.16463760746267003,0.2731358133701565,0.9790852690387126,0.5082661072932484,0.9718738035337537
0.7544066773020015,0.14256474321863974,0.46641081422905,0.794557916633476,0.4453750028104903,0.8474017045346819
