a,b,d,c,f,e
0.1539398872189741,0.6609273371502268,0.9137871708642279,0.9672890442566004,0.32030187376663755,0.5497815508667132
0.02723451771639211,0.6732445511009479,0.9918549450277266,0.9309686855000197,0.5217426922209552,0.9518127507901566
0.10388223674045344,0.8074613904566812,0.9467427661897369,0.8850764588079356,0.9325551642282852,0.9535258349552713
0.5512649536995153,0.7300725709333968,0.949768583734979,0.8694423870058221,0.8132158877596136,0.9469958768216924
0.6149721029740993,0.2651445814769736,0.8629621092475435,0.7547222769359156,0.8980204334801474,0.963572069535822
0.27953096046290904,0.10416575182804433,0.9002520525149345,0.99166451422303,0.957015463771532,0.9343693647587069
0.7380673819824213,0.7614522712475291,0.8755901684795783,0.778284186793613,0.9390740109500255,0.9796102154015137
0.20270138377349836,0.24055495131202817,0.8661165515930923,0.987004974094766,0.8078740980613203,0.688475288186516
0.0024235010437728788,0.5272478039947328,0.8889055866881947,0.8400963651121732,0.6607759942009966,0.029398766204654734
0.25655388304331617,0.011970415012249507,0.8861926743886078,0.7782486851173656,0.6285600473561874,0.9191846958832588
0.48617425950018395,0.6357257088743656,0.888223678879407,0.7437786342158947,0.8614812882455088,0.9387655386776141
0.6165844588755386,0.4299697508738521,0.8953692350577762,0.7403229938545349,0.856363000789607,0.966575502095699
0.69683854460835,0.5210035061445021,0.8959122808525398,0.8395829481238518,0.9216382064557254,0.8944758221633408
0.33355174516834,0.2599628310322714,0.9324797426543194,0.937607594591115,0.83687045488549,0.9633804112034869
0.37186957633164647,0.0480327202019073,0.964771733254568,0.9194919306178249,0.9112633269586841,0.9258477526766905
0.668727781136333,0.5743389707199543,0.9886087893600366,0.919166027955655,0.9314808822890572,0.287958783036249
0.41059051075935127,0.5759489927967996,0.900902294931411,0.8421134819602978,0.40093677672576006,0.26189659499709156
0.06579976218209695,0.33301198659258807,0.8579183424291376,0.7447459319835764,0.5142603327644856,0.9230466825323144
0.1472650663086928,0.8516029489656171,0.9327618618363601,0.9838570044711762,0.7784343777754689,0.962799473369174
0.7610999080967996,0.44759333397104256,0.923516624597336,0.9564272428550069,0.7684765810313617,0.9822308057153473
0.6561164731528829,0.6025651614603859,0.9776585662576442,0.9536477429481475,0.868158199882092,0.95675372525513
0.7617473890410097,0.5888682237427914,0.9589207183422146,0.7480340494903702,0.7736075564617813,0.9266538523191443
0.14184178070285514,0.5986681668926789,0.8956848962661926,0.8214631575369343,0.9147769538967929,0.9248773572360655
0.10437364737978407,0.6556817407272079,0.9923869276076125,0.8494908972058398,0.7309314285127916,0.602083455167309
0.463948223711493,0.10595252888261822,0.8588178368314319,0.8361195041560804,0.3331071217273138,0.8396844712739975
0.5500649157218096,0.3049156326005961,0.8931700587751986,0.9708331698157543,0.6366834275930063,0.9841901726337853
0.7117321723552802,0.5933404092393479,0.982710105834396,0.9125262590933034,0.9323869244634929,0.9592392192318656
0.045653374835414984,0.5644964999886475,0.9908036134308105,0.8400158602424543,0.8327961860363109,0.9476326127877355
