a,b,c,d,e,f
0.8091407849190244,0.2038514739876771,0.7649536517882716,0.02249421074921265,0.7949155566997455,0.6664982716216991
0.6183179140720286,0.13251429215313948,0.5942358322839417,0.8648837932288183,0.2672426397558584,0.8646379986865645
0.3187926089494466,0.33830922465810803,0.3417208236210103,0.652216012720244,0.8427087844123289,0.4416055062204924
0.3330452507881049,0.4460765834340202,0.24597529916819003,0.3119303272123143,0.5007033004952396,0.6861975166493164
0.23172541660690144,0.6414002119471929,0.2872734214491257,0.7704583473838306,0.8170939347387279,0.7800878949146324
0.1889562731670696,0.8747969676652609,0.7951004850128119,0.6775312533768871,0.24902087640842627,0.26335866827329374
0.5009269625766735,0.8238082835310339,0.13416085973183697,0.8784907895439464,0.12368561038688088,0.05225530557758619
0.7192313977980614,0.9531664725990938,0.41986052769405485,0.9209930819777546,0.10839133984120482,0.9160027268436722
0.3500693619302154,0.6218285374157313,0.857093499998286,0.982992265062643,0.9634859419471273,0.959576869181058
0.24689313259014328,0.5317391677293403,0.9592404830383683,0.8410391114734208,0.9133488472937793,0.891478608445372
0.060280602648491624,0.3110386705299789,0.8466260426023597,0.11556431012674119,0.971917181298356,0.9989552047219747
0.10803284397631689,0.1975194454458337,0.8239333403308325,0.5415351490908339,0.2891942845871265,0.9157031505351452
0.043841787797822086,0.9077598295655461,0.9875958143505114,0.6356498404435417,0.4789621196362647,0.9583266828960528
0.616361308132062,0.8913259713377591,0.913295909622541,0.9241162615561885,0.8556120295201621,0.34529339761804073
0.028049037003592597,0.0793934360275938,0.749961027788157,0.8743326051087028,0.8940104097243923,0.8476364263438971
0.618505652559503,0.4296582548933292,0.6234868125455781,0.4536744010235519,0.818739221712714,0.36691237323682263
0.6280960714784528,0.6479034155644637,0.31427629523501166,0.024905856324644534,0.74527007974145,0.059969366188430184
0.6268369723749319,0.9415344817008611,0.32092520268142516,0.3761153885905464,0.3791660922018481,0.43594845583246333
0.9291725921701669,0.9659779586986164,0.9530058118486415,0.9512164358496131,0.962108156512866,0.47234823053759145
0.8543618603583183,0.8803150739216565,0.9104382586722247,0.9088921123171174,0.8689006773034397,0.6486718999879054
0.9695102058098884,0.935022011751624,0.9284460790125098,0.9647912164244372,0.8757936688077965,0.9754676810766119
0.9158370045784572,0.9965775485185977,0.7682267963667786,0.9489704570522127,0.9618272140986289,0.9464643280444376
