a,b,c,e,d,f
0.7737710355874867,0.3524161513699092,0.5101059624138573,0.22742739582076457,0.917806625308385,0.43471470950735375
0.3407229552428139,0.050012285035425506,0.32162820624860866,0.10860488113071744,0.9062855514368658,0.31112649748660354
0.4948238187370147,0.4963112930990338,0.38479806495232644,0.5948671646977839,0.9552331632664891,0.1854369022368339
0.12167757457194904,0.2791792923501368,0.6925184861649687,0.6521555207030835,0.9439714124264393,0.9617269278415653
0.6110038548701767,0.688402939840848,0.33611325223210303,0.38612395132479094,0.837281693325423,0.9478806158082972
0.2774957904051341,0.21287104601965123,0.31265581269178366,0.23105438325815014,0.8021223663929924,0.8970628800456515
0.7848141792543027,0.07107932520416972,0.7568700068070932,0.5449485248377259,0.5505236967950845,0.09998933286680763
0.5988357047517517,0.22409070323424662,0.5306794248421522,0.09380545088942782,0.8168362770524215,0.636656929356637
0.6291259334071109,0.7115343935847176,0.12853744634207032,0.6130591517095529,0.30815519218925175,0.31689492201835795
0.3457849027803668,0.007637691970889517,0.07674233981907842,0.5482347781782159,0.7692291006709205,0.4360183304862298
0.5072819485552315,0.41627984327323364,0.2522228542393726,0.2612952895213471,0.7836211145170312,0.10163102181139533
0.5405412535658629,0.5551882370564645,0.3196320290121422,0.16744382041666986,0.6949812643368092,0.5508909804184631
0.6458003511389149,0.5380240107090183,0.494767476560746,0.4754037425893312,0.44673875889992815,0.1991407653933768
0.2561501122425423,0.3588089369978865,0.2823889126166037,0.691296671295084,0.5884671025028759,0.6807895591199187
0.6509619195370442,0.9449304586723187,0.4162104121119242,0.9610174953788707,0.19536629436821978,0.24974950874839996
0.5651608171257628,0.9387666558213773,0.528579884794853,0.9370926714828332,0.15330357691917523,0.4197580836912284
0.684191360779165,0.9196740645906706,0.21715214549155692,0.9518086224398712,0.9272120563238202,0.9111800364887797
0.17039708553763838,0.9932763832661847,0.6848110376766022,0.8337694445778892,0.9761572351455445,0.34152285740417615
0.6637505513522611,0.07280965550796172,0.9464245741887042,0.8391293680556374,0.9629035204531113,0.8665549846989437
0.44315162448152257,0.5180431308919852,0.855359274243599,0.14128824674216098,0.90135260432188,0.884653626703416
0.4726357406399509,0.010317954470047061,0.951817202736494,0.21232447587689404,0.9788001033780858,0.8512170035199377
0.18239945581714523,0.7839484650244785,0.9434096187457107,0.701907091347722,0.5640527795546256,0.9811207019888405
0.7840755984408919,0.9310385791501808,0.925715578371568,0.8481135918320318,0.5538020078754844,0.9077642667414213
0.5574736929335201,0.9656705346208789,0.13781963085653898,0.749231564269819,0.9664890066743048,0.8717353929496539
0.5314115161785427,0.8793715453208293,0.4634323617946499,0.8974510370093451,0.24522613978896013,0.07287787617262928
0.27887516150835095,0.32633160608847156,0.29089080297479736,0.6361164379967368,0.08375123260142824,0.04143908324780531
0.3033548726339141,0.6445738864354927,0.43650758831034847,0.41636262869048374,0.6765990858727253,0.5165226517981211
0.26866897695491243,0.2725029511579171,0.8016840456803824,0.35014763387159986,0.7982743655540021,0.5595419073219913
0.31755200457545246,0.29761120633348265,0.7927646300618145,0.7021324444980152,0.40977004654817145,0.5973817338872554
0.6608131742544502,0.04121955048334711,0.6007283923094701,0.5781684216751594,0.7770831660974505,0.7916366653737087
0.6580171639958002,0.2780340252780013,0.9183522710046951,0.06027233229902151,0.5526048422387955,0.15595561360899346
0.4057561649270142,0.30421535726136933,0.3599489148312627,0.09293857830374766,0.20271229120140483,0.019390793433854314
0.8823513094025631,0.6933998405684253,0.5668097429114741,0.5143827074844574,0.4219326814477458,0.1641609430154093
0.9443129899834363,0.02149230414691292,0.9039111142925185,0.7295835097315173,0.9824205500853747,0.631277995990072
0.7438213905148872,0.8966513189721836,0.8802369859445042,0.8407295922936572,0.7912173610835102,0.9658689621209562
0.12188078582459441,0.9247267000863307,0.8670232364457832,0.33784044571693256,0.010365076958634551,0.925473492827999
0.3039083097874224,0.7981405132470448,0.7724560325678014,0.385864140270151,0.7286583566954105,0.886245031626186
0.8126410371513889,0.9902777415024138,0.1270178180345534,0.4994866955011865,0.4941050157928771,0.938776278657813
0.41980238987231705,0.9763813430755361,0.5181094910727334,0.22137451116507204,0.918546059109246,0.3250257943713638
0.6416255056492266,0.9923457814894766,0.7769123910210324,0.3784598815917049,0.9413036880540316,0.6994130471736844
0.6887452027338049,0.9695893657262302,0.1212223480355042,0.1647993585085404,0.34859679859455667,0.4512689862485549
0.8460205541299232,0.9468912720931617,0.9369197836919182,0.6252495483587422,0.9162076392023436,0.3713626756347492
0.9883778326069068,0.9599220214240675,0.6278293788156964,0.9201129415642703,0.8929644413701778,0.4679944745127144
0.9310520766297613,0.4378971266269729,0.7956955575192178,0.8839662156567141,0.9036622615498812,0.8636726154509046
0.8304909921274328,0.8437195570017656,0.796173985352379,0.9853778380460722,0.892479078759316,0.9170132630773348
0.9702062028094132,0.9255386277546133,0.20969331680321143,0.9461865953742263,0.98898318007055,0.9154432356037807
0.8991884505462805,0.9140736977064602,0.9473862742726715,0.8720800561249414,0.9755806369683555,0.953907122117388
0.6456485829774267,0.9363371896582444,0.12012876502559398,0.6044004703450441,0.3425867361255823,0.9002363556766826
0.006251063609095435,0.9141246847600746,0.08599893939214297,0.5670412340004782,0.44888169843998815,0.13225706222438238
0.1667734810314729,0.957876913047313,0.5629239902627665,0.6236068080886288,0.9873058907918211,0.820542933389747
0.47893793204301555,0.8987263179672983,0.7187645051296452,0.3984185689557115,0.9942053851897018,0.2277424273902083
0.31605146100327147,0.5376496215218365,0.11747293253151252,0.5352382998155301,0.9366086491062771,0.7309324387494371
0.39130137037733226,0.04098382285315701,0.27354997814755067,0.5356767131282704,0.8904594183748191,0.3579156575311518
0.9698397939398894,0.39891443486872596,0.3549605414291826,0.040243618401533475,0.9145237063228577,0.3650264247085779
0.9675622642840724,0.18923399595320384,0.4235599112642023,0.8244212573996731,0.8467427631941259,0.011260902450956478
0.8939306174271165,0.934489525962634,0.8919704576033832,0.7645646995564526,0.30309164015516343,0.9084587606891104
0.45066202767733926,0.9581015646444957,0.8250640052058283,0.9309237864480544,0.1365342592316629,0.9454958216036702
0.236694744970239,0.9473246180765373,0.6776298999491908,0.862787655125659,0.913142375598267,0.9848265747452015
0.12617100777846935,0.9511885845113439,0.38155032749312917,0.9531358767675796,0.6781925990490656,0.9068243289015623
0.6080783479718349,0.9363181673650574,0.0908350371713129,0.8102620530835831,0.9036365490427262,0.9947691274891031
0.09124918469245503,0.34669286618361,0.25431194457097467,0.30142779188971636,0.9359396797823637,0.8882444717962015
0.17437772993291462,0.4603615803054775,0.2713934564110749,0.6859355483782702,0.9086751344356988,0.7036690796675424
0.9357811438150793,0.18188649765578976,0.7345693669486445,0.46251770944342957,0.9639843782971675,0.8293588226095735
0.8350118196133689,0.0922733050282396,0.5334780875862143,0.037526095377823046,0.958985911637331,0.25769765319061
0.8523789961586656,0.935082079650379,0.8319915431002561,0.8186324351104725,0.08689498370001912,0.46473526831477757
0.8767613160526134,0.9485133384063783,0.8812714194256746,0.9379979508166375,0.08207549873985626,0.9897368513002841
0.8764878208097768,0.9226053863535824,0.7784343574498286,0.8536328928283217,0.34359294639804583,0.11895022408685121
0.09380747477717545,0.8984093802368623,0.8549523536699908,0.7123944894047083,0.8933542382571927,0.37935472141667015
0.7774826795948339,0.6098412622010818,0.9749114043032288,0.773418912754297,0.9405358393793736,0.9919633892881482
0.3456086109314278,0.8694853676815893,0.9466442824816745,0.990562005773659,0.6895071325937252,0.8943128146496792
0.71547926101525,0.96359467403099,0.2872112682584782,0.11863705009598316,0.07072682299758981,0.9942848353600693
0.9530748357780177,0.31611950918682674,0.507055137620909,0.31522152271851744,0.19843040845029664,0.26577842628685305
0.3577115917364449,0.8460045062353135,0.760539397030239,0.8010169090280644,0.8472140816124917,0.9541503469067003
0.8911495159242373,0.1727382287897798,0.7984137907229787,0.801853433055806,0.5491890212608003,0.9087317645827524
0.894696649937331,0.9441342467001502,0.7008690194779982,0.9665355696356932,0.2120349436093653,0.9971369785197564
0.4874134402677142,0.8674607631224031,0.8037456391035945,0.8774280506447156,0.9100486958962384,0.859838523604183
0.7697186077328545,0.6656160408334548,0.8028729488810827,0.8778092453226848,0.2800143782693121,0.899567312968559
0.28402810023507474,0.37805656254561143,0.05157100126997307,0.90390796094229,0.3195190258844331,0.32621645283142076
0.32161287557819573,0.20277559799077347,0.37546842619745074,0.20517433853821004,0.579912668054224,0.1310614378261768
0.48171997796793975,0.3242838556877471,0.061785327519082396,0.192653985808121,0.5847157305899982,0.30936642866576264
0.03397514697996196,0.07740592795583505,0.5119539627221804,0.3234562656343487,0.0643520461430448,0.8379236625482689
0.03028203997193852,0.6317559403655313,0.9780024749670815,0.00813996798638164,0.6619035281844885,0.6297098038408508
0.687204314172805,0.6165085715906652,0.9737985796876474,0.4096603606934549,0.08283644175130324,0.0718683037961633
0.509001472528818,0.3690434832470349,0.8925974090525829,0.08219689308019493,0.6408708430003376,0.9531098807284758
0.4272164998631258,0.8647728421972428,0.9213924046149546,0.01658130121172415,0.47973346437513226,0.882791880810446
0.7756529805930723,0.21022360319524147,0.9102162965629207,0.7505753878977076,0.0676390902730326,0.9298513614825222
0.8582612422917093,0.46939107022089077,0.8558649476201582,0.8509561275885991,0.4218514404137079,0.9234758692125458
0.8687945196236306,0.9924560476642874,0.2939877306897652,0.7118767506797579,0.7019825795597285,0.9088066196167793
0.8715951118756137,0.3837927825940409,0.44625071238135106,0.7184932958717759,0.953821344033936,0.9774249785016976
0.7922905103889637,0.9422714078494767,0.8754994131082352,0.9266756714579397,0.9214727031750332,0.5819763625750185
0.9452896020834606,0.9195619436691627,0.831569525187844,0.9264066832731793,0.9324270942203696,0.6099524728607242
0.9367620739617255,0.9646506189594556,0.9722614411328749,0.2649062474430994,0.9498471969398858,0.9251770683458174
0.859050470425279,0.4411363680206955,0.8156268735887396,0.06043303216253312,0.9845735455974369,0.928618635277803
0.9027253904715877,0.27886418045620975,0.8363718222148107,0.9558695892633983,0.9648135349984539,0.8988078332065487
0.9289010015094736,0.9626673685266303,0.7642516951013152,0.6781458644213297,0.028642719338318638,0.9589409933263758
0.9686073968860254,0.9147638153858955,0.6461576989956025,0.9854281439461089,0.4585457709589116,0.9467752281254166
0.10360443531726124,0.9348080180154064,0.47496827975999656,0.979502351406345,0.9951684669156268,0.8935644085672934
0.16269412119718532,0.07251022588204042,0.4012671728052583,0.9608707547976276,0.9500365194513815,0.2758711846359177
0.10119253055192588,0.16993970273331158,0.2540423442688142,0.7670526022305211,0.07021111108298697,0.47146054840803703
0.9910335403289492,0.8196386662962031,0.5884059476307263,0.7717216488221902,0.7126173499032629,0.90603379403785
0.187036669918219,0.9358648023731636,0.4758852640847529,0.9533546839227277,0.4214689206252211,0.8506536014044161
0.7909860517688063,0.9943790085790255,0.580216932838769,0.6352167248946972,0.9703484471791675,0.9426471818396172
0.20555879527240747,0.18445158435761683,0.31613122229204016,0.5814227862725072,0.9880022894361007,0.9003371849744348
0.02875207729567924,0.32812431782250934,0.4310260644813137,0.6337560362118766,0.33401392264415247,0.9810074735100653
0.14458551104282238,0.7279370997657687,0.02376605752823385,0.7529681007868075,0.3243910714679894,0.9846086571629121
0.16396896777628686,0.8503542006506659,0.5615905975151773,0.5723242225255706,0.0040533776188455975,0.322514684265795
0.9519952373300173,0.4887067922096501,0.06287275555375907,0.6321297573986788,0.6398569274609132,0.27584037189743144
