a,b,d,c,e,f
0.6422960123869738,0.09771644099802562,0.8172685941009866,0.4295427707493469,0.15516779244721435,0.45724001047979224
0.4241925516418374,0.13027703302789997,0.5751595001908898,0.45860326349705993,0.06313212059779089,0.01481652160753577
0.588316839786169,0.11094345657841259,0.5495691018917287,0.10947184727707227,0.036898338860507154,0.6190969504981184
0.6539515836285023,0.5211686452033331,0.19454126509155975,0.35642670220376244,0.9635479806873688,0.41408213655075016
0.3217954832119565,0.319924008662225,0.011162916687112128,0.5397171952163635,0.8695034176096775,0.2302882429243964
0.6955514465981862,0.6626584491173965,0.06233932055254756,0.30080881777194585,0.9235754990897342,0.5921217017878471
0.8925272520103225,0.08128237177556026,0.16662308734687536,0.5518465341086366,0.9754483004771227,0.20462302807907629
0.9751979678156324,0.866376721083445,0.9985956607701232,0.24942535786072292,0.913949986041087,0.43209513525858284
0.9051383492505599,0.35415215948507905,0.8790964698404827,0.981722125204461,0.8364721958092778,0.2237926332636867
0.910720159420772,0.9593663256610058,0.9632865647961134,0.90241391163486,0.4918933505950447,0.8858740397563041
0.9137550816661035,0.8830977963335452,0.9934670663087791,0.8487865019547114,0.16722623684436178,0.9482373748727158
0.9793397019499182,0.862846065406557,0.9136391438755619,0.8143766113483837,0.8622721193087833,0.8566240635229216
0.8046558750183581,0.9926471586943242,0.9997416622942479,0.9806017024916948,0.23219279700119191,0.8952615797412886
0.4994565759612131,0.5777114046770824,0.781339686145333,0.780519640082078,0.9191556253595601,0.9925470765051057
0.26425920586366175,0.31545204814195654,0.05406362425143669,0.11541156560439925,0.9256479388879075,0.9607183036227592
0.7240459032150347,0.5303495280371501,0.1676039124498285,0.23155401471280285,0.9523192560165726,0.031043817552358823
0.7706041310664451,0.783081165112879,0.7768386792667727,0.33044873986680534,0.4626274779839702,0.014636618221711624
0.2915932111273505,0.6040782994288073,0.4252042852211062,0.3824258744399021,0.9051873860738281,0.15513443678246525
0.7208711743159308,0.49833345537451845,0.9284944336917179,0.9854649824910866,0.9285321608811691,0.29379367979385523
0.27626757769040416,0.3466105625402153,0.9391478847259597,0.9426425857742469,0.8823326997176824,0.9754454516132474
0.338152254765984,0.7926525879342445,0.3134884097140794,0.9789809811751802,0.8586558593761617,0.9731687409576721
0.21675656041175817,0.40799061100891515,0.44952336511790497,0.8342633829383065,0.9274142705941153,0.9845650416503602
0.9606348349168763,0.5048505809098685,0.15416934969811774,0.873759803446932,0.9383049520259354,0.9775306709810506
0.8832542369739612,0.960763562625803,0.8789268187809143,0.9710251914328472,0.0500037897839007,0.8828374115364749
0.9498475513037834,0.20734653233910155,0.9500929423978606,0.48032549994084395,0.5876641596113159,0.9749157343571311
0.9554897001490863,0.8526656962707362,0.8693286864210872,0.30107626056561065,0.3354487161327215,0.004518885058209303
0.9908913906580201,0.9564101310831513,0.9907787040004301,0.3922066928802619,0.5518318403155836,0.4566438441755172
0.18116954568294405,0.9217085217252863,0.9362007082180409,0.9784108179892571,0.2911062224648551,0.22007638716917888
0.497485622526902,0.9830558522946935,0.8892346142282853,0.9811076929123279,0.514942543800091,0.9169576841529755
0.5865099545665132,0.9809755009884068,0.6391097704829722,0.8008558034367821,0.8309197380514423,0.8511330502268282
0.35295512907720367,0.7407753620434069,0.6971070469263705,0.9153730603772704,0.8496607886623828,0.961956139274458
0.05720042197952819,0.7061658380417632,0.8371876076229499,0.9274017741734168,0.8540862458600625,0.8543688330683763
0.43646816288519563,0.6699952453443476,0.00417578976060083,0.3680259571896096,0.8727242173189608,0.9264760409318616
