a,b,e,c,f,d
0.27823885718862645,0.9150933877302978,0.10397551373162398,0.33198529096324947,0.23692084809335354,0.6585636739919559
0.22598808879893906,0.9458693279461953,0.3515688505461206,0.847031209933895,0.6315819715667974,0.003127575413448042
0.12601089827325934,0.9912450831447778,0.822439334665332,0.8989031602808193,0.21118029693023838,0.9008260744071471
0.12389768460718183,0.984414339095743,0.36501623237057684,0.9297425572931235,0.8274915387727447,0.9428893675302303
0.4727704782411459,0.8168223027900141,0.8954673619804447,0.9740119608359533,0.7618395754320484,0.7864760393990357
0.05765951634589671,0.3964188355025795,0.8549291421822637,0.8056005046436714,0.8108263579329432,0.9716422136700152
0.2553522707867966,0.24031458717829132,0.8018071117240586,0.865563684515759,0.73909252261934,0.9611555793234271
0.6158975156921134,0.2077911832872354,0.8937474133944968,0.5369279059553185,0.40247622103962943,0.9090521987086035
0.5143278035793157,0.32056546662503477,0.6978161083701002,0.3844268477295398,0.10984464402048637,0.9146302227324045
0.2989943092975315,0.49859289729379597,0.7240070278100079,0.03986229975639282,0.13109268322554166,0.31107171036045794
0.6037436901630414,0.35696355417457687,0.756668989929117,0.4829222497326169,0.8838976427860988,0.15021537622456083
0.08843342867468386,0.6442241751107952,0.425640777556184,0.3001071975388882,0.8955057784089784,0.9069846980958274
0.688927582367726,0.4528626321539516,0.6084512095382204,0.033467157681235996,0.8733929784551279,0.9605718055103363
0.6026479848453338,0.027180967072067116,0.22505920441613295,0.48165630874203824,0.48048169459367807,0.07379905284570665
0.6631172248440176,0.3310200502877368,0.025757529958377316,0.22273289465762225,0.7142974242966262,0.2636630326296846
0.15652656665571849,0.3138932435204382,0.4921509422709879,0.39438696374985777,0.6939102610926065,0.4521926191452795
0.289338320011245,0.28487734364773276,0.2636734092847548,0.21501973767927696,0.4722061884160919,0.6990566236378479
0.20058489172356714,0.6054602935032136,0.6718989315221997,0.23068173098339279,0.3464867913069133,0.9051092015522241
0.08381242604381565,0.027163394772917245,0.21349511849462785,0.6332735549273514,0.7144348408699595,0.7406619192969991
0.06564767889156008,0.23692547104555023,0.3102524550906519,0.7325943254268921,0.8110782117650399,0.3685440485408296
0.2502146543997887,0.20393800692454558,0.5553899185637536,0.0737007023563241,0.9003540877623444,0.15378521196773673
0.9489183409322245,0.6785539579764888,0.4681543566371275,0.258044232643938,0.8736146999347757,0.5364923585396068
0.9331454836235951,0.8453313633195617,0.936736797053677,0.17088580595504207,0.9231265695524931,0.6357978789739043
0.8838457747824379,0.7937020617654224,0.8368165601339186,0.6354919549852449,0.7729939800353235,0.4821282015698896
0.7468541918939687,0.9260437191238314,0.7753326713830793,0.9272490206689259,0.8318795346109722,0.15902984245989807
0.011324278279051006,0.775262057381298,0.8185719454689931,0.8341427731964377,0.0533856561585653,0.8463377114668672
0.06261816798110346,0.8603538654794565,0.8459726569934709,0.7850501845275203,0.6052668410409601,0.8575947489798499
0.36056286360073675,0.9556336194952098,0.9714192939917825,0.9858225662797896,0.21067657996033753,0.9692362249987194
0.2647838594325186,0.7410102271543719,0.7146740436743426,0.8608298416135645,0.8067547512767207,0.9324321990436384
0.9576616373688517,0.6260344012969176,0.0034309974356420882,0.7652700705836305,0.7467811807906617,0.815194085521833
0.2154657228386815,0.8649892115147143,0.836158714889797,0.14943334491242308,0.12627340526136369,0.15408786356598642
0.6536533727424018,0.5176585356826786,0.4017878486499623,0.9278531923434803,0.26698601707964986,0.4761282833998043
0.562346287905101,0.8559148217982436,0.9769075448105717,0.8434456017603282,0.03372763787692304,0.9880577039699451
0.5028568114400989,0.9009688799094222,0.7880628878007583,0.8418896984057829,0.7441048337383622,0.8118659867460747
0.27070848091094113,0.8715106263153317,0.996839186620578,0.8527856908721587,0.8978932876281573,0.9121135024124953
0.13130563234181347,0.7855744125216769,0.8788313798180297,0.824689202770456,0.9095571435384107,0.9978198560377181
0.5207108830489333,0.26139586209826127,0.3882167373028823,0.8430616499592333,0.9237369741109683,0.9048270789093336
0.01998280753318164,0.9378626288672717,0.3657573144272604,0.6925438793946602,0.8886301437813311,0.0641149219509053
0.2480102867851448,0.9838255919971868,0.7649362414364,0.2563654539418358,0.9031081383446958,0.43167579999882166
0.019221353878733517,0.7756837202176511,0.530152412029142,0.025494807973035192,0.1100940804825259,0.811457405146848
0.3396213016394685,0.8664672232173366,0.2066789580092147,0.8881478282598178,0.6045508695376373,0.07559419825944186
