a,b,e,c,d,f
0.7685183090547414,0.7162171920068343,0.08556736815532916,0.1217455181080073,0.6623247306232093,0.48485760958589624
0.009120479475519024,0.10294661015622752,0.03605112588248528,0.047702697025850685,0.6834483872496796,0.4512174921958562
0.17799024469425564,0.5523025964131659,0.6233229966406121,0.45079617797864446,0.700116049832171,0.6864608379212751
0.27203419511041727,0.4005192683539185,0.8587267839556992,0.4642424709467505,0.048968518195989116,0.4998940493943069
0.07385779097965146,0.6298376846005805,0.8238954097278598,0.32157473954332333,0.06906652285940476,0.48894015784659706
0.23869846349956003,0.03452401081403469,0.854684624259543,0.044329752615846374,0.04652103709123765,0.27808041451230964
0.5352426866071529,0.02763657543355773,0.7970966295201832,0.4971849261854213,0.7324994909742345,0.9143072307786763
0.9780552392305072,0.21339331481145943,0.973586023649183,0.2347846350299898,0.14550352541875608,0.8801672675276869
0.8363294854396475,0.42324326021008646,0.9224800649885034,0.1940194323908494,0.3986224915247444,0.5206086015006146
0.898563297640363,0.07254789408700484,0.22493703848420243,0.7841170741174724,0.18335804381371312,0.32626653665573485
0.9554236847736083,0.859956007149663,0.009874835474279137,0.7457885501008485,0.10645916958992269,0.08453851497238621
0.8727654309811994,0.8154911618853078,0.8997726564296677,0.590796469631251,0.49869750493684095,0.5014720652681398
0.5063070400341899,0.8873349828793982,0.9340404852276222,0.9776514228912482,0.2252606147408366,0.6181260619593997
0.5027107540437677,0.9122749539263385,0.907403500330962,0.933286047413996,0.936579657247609,0.9368089330817606
0.2925237678932257,0.8037931065830946,0.36770625833484394,0.8662679409475675,0.8798827400675324,0.9750259768070728
0.6434581532047162,0.9896724568200395,0.8443536440491372,0.7001641128775152,0.028879823257916593,0.8043131944432403
0.046775838125676775,0.30601879435694085,0.2059944888149347,0.9265528122801754,0.49231513132594773,0.08698179639970186
0.1267519612559602,0.5030958042639234,0.23234674553173187,0.9925430935161069,0.26378552606775274,0.8617381362111304
0.7178328725391923,0.9179878943598931,0.3862487952859212,0.8814937356296423,0.4345084933282773,0.896073062581334
0.46982343354506756,0.991332397200984,0.003637046062541227,0.886706768662928,0.8134398088006891,0.9058428419499082
0.615426608331088,0.8888021054656042,0.5047689831103753,0.9364946542191088,0.999761439221136,0.9772568945424291
0.6548335785262228,0.9763302316637564,0.48865781575594264,0.849688803446194,0.8107841620379084,0.8168319897636209
0.9773605216970146,0.8625793840153503,0.02434183696474278,0.7066658731212894,0.9478624986656711,0.8358643293717585
0.8244805241884752,0.9462656703814509,0.16683698997008878,0.669709915719165,0.026732464190921488,0.42882360549192083
0.9911238035365943,0.11373876167814174,0.7492961732251818,0.8652330024719083,0.3397079634706402,0.11817573224060816
0.7757220448073866,0.1520943399310255,0.9098729108358954,0.21673583022448675,0.7852219897947441,0.9192797521334691
0.4973550751702121,0.18486737994955124,0.3070894294572974,0.6450912518320594,0.1538682410275148,0.823883765776041
0.7236635334182114,0.6097821818532875,0.32259005025037896,0.6265669831513562,0.48354237635940445,0.9760438777521209
0.5171694706753468,0.581891706202352,0.4333676224822929,0.11030119854312233,0.947310558537324,0.9499623285507375
0.060259222792673546,0.6445403951650553,0.35086796272002946,0.3070443276670689,0.8842772025695815,0.9248107673856686
0.2083650435717424,0.1642246597483176,0.3994087434949711,0.5700583751415286,0.7375376161597524,0.8837699689857047
0.03481600109819248,0.08913966094160736,0.23708964230160795,0.26212360532205026,0.5158236763573409,0.3044418971511553
0.4158952468690262,0.3568827165300915,0.06918561318470173,0.7376329136662059,0.44367671848087403,0.6172257669686562
0.38865650933458196,0.9769310348918633,0.41640590961639523,0.8907646776485424,0.3599807509930088,0.7099922207014278
0.11757336716138571,0.8429851291991787,0.22827802371668107,0.900703584894418,0.6923798829073831,0.8863642981530601
0.1303700247400992,0.91970099059354,0.25810903687713305,0.957371892136906,0.446643240755257,0.977828582705613
0.8741690634838357,0.18041939868691595,0.536227023133027,0.9030510797805511,0.9867549052657507,0.8277165223793802
0.9205051689854304,0.8206771937248034,0.10463150979840845,0.8798024486166763,0.990529803579516,0.748791664567247
0.9026858868179941,0.7432156137530164,0.7635635217223011,0.9512558929386963,0.8262058199699346,0.9047324123393661
0.8810183553563418,0.8854619169759225,0.7655885797706635,0.16323800245730313,0.8538792690932595,0.8548562100750128
0.9406965452721168,0.9072497081760161,0.8580631067200031,0.3112761849315897,0.9038643704444408,0.8165296497211261
0.9349922113060803,0.8853901077560102,0.18592647843955035,0.9561248561272927,0.9654163048890507,0.864964344176145
0.025120381857993014,0.8404680488187295,0.7541801041777898,0.9637307361881707,0.2726389464495065,0.8339420796141936
0.41659771989980726,0.9005266549969702,0.6130163812562084,0.9895883109793678,0.3271024794486167,0.9755612250534875
0.4350511496727073,0.874174363191446,0.9624398951030413,0.2212387566010241,0.6680784540235759,0.09984639841588674
0.2131510101534717,0.6908667605761735,0.07973940626209333,0.8353584345772489,0.806551664902309,0.16105412523095392
0.6592182007419015,0.37244626050110186,0.6153551066620234,0.8372546833491357,0.7918627372323592,0.5798030513329614
