a,b,c,e,f,d
0.6363645495276196,0.4452282470562541,0.933652083033761,0.24683375710080405,0.04141216823448298,0.9867678329402605
0.14508130501204106,0.2660659286546235,0.9314098430505288,0.6475991835248042,0.5410755873293915,0.9498939363762181
0.17161114258498444,0.3624067644403976,0.9096633290068356,0.683204199995196,0.3580716917669944,0.8926561593812564
0.13823856207939061,0.3117397255853618,0.9149766492997936,0.2942222296761456,0.696429157356184,0.7774944311325518
0.5881482465336801,0.6366268187045339,0.9755257909197333,0.3974052922020428,0.04385371332210866,0.9181040136927285
0.7429432734624871,0.628518945623782,0.9592710296863444,0.3029637299940421,0.1996955602801096,0.7847801413626185
0.21747372859946526,0.11582698587977272,0.9488674437615715,0.3380036596168997,0.3002056747048481,0.9563190338129521
0.23577015407732646,0.7050046487646889,0.9552659819073881,0.5110898017554049,0.6981733406151053,0.9045994770092017
0.28521997773962937,0.5531941399255839,0.9822642063003887,0.2615407431878628,0.4214037831463707,0.8497070215630095
0.3029740754324624,0.7222327432276359,0.9627390494559509,0.2870286604913827,0.2525096058917524,0.833173762916258
0.5512803595924065,0.21402840459891762,0.9953205537507717,0.601016848475028,0.5855833667790675,0.7725257790891024
0.0462903912965584,0.20117102536370177,0.9143808552281671,0.20512682445375563,0.5594459586180324,0.9420422434916589
0.20223139659343198,0.7669371953565562,0.9605491301518563,0.5833330673882481,0.2685992667114003,0.8051732246343669
0.24454659347185947,0.7859716792851646,0.9207717625787504,0.5973442026323599,0.06314556773576392,0.9452103956575179
0.3663342750258716,0.484485811086815,0.9267581742468893,0.580123533878668,0.5741969623203207,0.8694209021102616
0.4679765069307772,0.6074245822810627,0.974658027791556,0.6107617988201517,0.5755030404308016,0.9141171340371926
0.36888277416951354,0.7060277866692387,0.9339987384987873,0.5592849650133871,0.39423411696299615,0.9849802721466192
0.13919584043225508,0.33220359694942675,0.9707011669048685,0.030265615866306633,0.24453641277179283,0.8052659961505706
0.3702232755115571,0.7447953024586427,0.9906531190521307,0.5405590884261203,0.47269209521841393,0.977728855538394
0.49970592261974844,0.4671263229564825,0.9336438022938364,0.49201686426416946,0.3354327946407119,0.7682181514748498
0.35844572038742406,0.39793938930951983,0.9571090163580485,0.7415602917100239,0.31886413747023745,0.8861686298773401
0.0016779766933107398,0.5640440841556101,0.8941227140229184,0.4876241209465445,0.20343469782880183,0.9149744919173196
0.6471328579834695,0.16330123306861813,0.9671285009136285,0.37261847853125607,0.5938702216138382,0.9498012587439901
0.4849039761744641,0.31000744297777705,0.9555012610400626,0.054090964106209005,0.43786255628828374,0.9498191000964022
