a,b,d,c,e,f
0.27472567403095927,0.2086371015799673,0.47769164569291195,0.5074198832676108,0.9882308627733093,0.949874915105092
0.4689278373801024,0.7278733352403012,0.6333869917455082,0.5396304202204091,0.7620923169337919,0.9883632419424794
0.5663496038103236,0.017497984636656555,0.30949044640236506,0.13246151548472454,0.7883537490959325,0.9707316121418701
0.6123131953681923,0.18005588808103914,0.25840468587811316,0.5735930262837498,0.7668784558454343,0.9387507552546746
0.6062370826979684,0.21329278925928738,0.7529356528884219,0.5058654008012905,0.9362866752044279,0.9363825840296338
0.6552212940033272,0.3465519179270755,0.3633668467154716,0.6677161162126416,0.9557397780775757,0.9118830604069001
0.02535270256600537,0.23952074455343023,0.06963030308443639,0.07098576402277247,0.8827004446534668,0.910553732769458
0.6973076378758428,0.05216452371362538,0.027194246407723634,0.20544765291563075,0.9322202626096845,0.9068197732134609
0.36748529801364915,0.6273237957866917,0.13196680830153637,0.6936965056727604,0.9399853922233508,0.9717008187578939
0.33263552336074936,0.41725459085573313,0.2296714969719406,0.644319104812614,0.7447209879326266,0.9044196107956178
0.5109111479867909,0.1650308652427457,0.6349454349320998,0.2504712320923135,0.9030736116835163,0.9264125257767976
0.1003302937833403,0.14680598244503487,0.08828944822571404,0.2042905728760423,0.9265552081543732,0.9979203237426487
0.10936168268186534,0.7382809002248977,0.33676532076824905,0.4833113268997716,0.9912739117970188,0.8833671923310715
0.04216726801084649,0.6614202758812731,0.512598599781778,0.12455913615054648,0.8952391390372798,0.9008044542732261
0.03393372157628008,0.7370515543296112,0.23379492180331446,0.04788611142925216,0.9488434622371622,0.9471268079899956
0.5739291124934486,0.4258919169552129,0.19978264894388245,0.07483813267363898,0.926187761841305,0.9020921593815733
0.11264928991646758,0.40800770946049303,0.16582374546001627,0.6663935728510079,0.8308967256442816,0.9185690541372528
0.56101321871069,0.7132151743692433,0.23769768715708903,0.20263409757936374,0.7514611991336472,0.9508842484376195
0.699015322782547,0.0049595956010785635,0.1581957682140395,0.07225273028901374,0.9693389100539369,0.9307829550903062
0.053199912704235554,0.4857153146170404,0.0904419401803942,0.24385818321011823,0.8364321162910959,0.9891226211570392
0.5628682746945298,0.05464113308009187,0.41806085099038653,0.38207705893393484,0.8765019681286974,0.9655406088635221
0.35922720858418816,0.46097815659691677,0.09398641841733087,0.6695815656738726,0.8069571499896422,0.9838806567794152
0.10052028194482172,0.26390581908330635,0.6680059462261241,0.6265484413874833,0.908800268215546,0.8994048347581381
0.051198674949269975,0.6541300887915514,0.12968133647452032,0.5693109689008213,0.8577326062224939,0.982527477772977
0.6561720684052897,0.755370786654141,0.3266715554842957,0.481955833674304,0.8675142452718261,0.951402705601636
0.3585214251589688,0.6604861761182967,0.6067206905305857,0.22203984644082603,0.9862776335268756,0.9500178702375672
