a,b,c,e,f,d
0.19685434567161872,0.615473238476642,0.9044897239861702,0.7938959395857287,0.008570025863022596,0.05758046769185285
0.26736912883725383,0.25024610854506424,0.994564606416959,0.9149115456854058,0.6521038145946488,0.902922417723635
0.7940394934869096,0.18606879709996882,0.9160396348785429,0.7975123988941698,0.5988032026877012,0.7222020900530886
0.016228058904775633,0.5673652148813261,0.9708849424370648,0.7475783385230198,0.25098684182849484,0.9579458054189113
0.37330532096499547,0.3692599562585075,0.9118475160483768,0.8567308198133148,0.5576127850601255,0.8517595553539845
0.5438024623494543,0.46533937546318854,0.9052717315354541,0.8230233408129148,0.49924185084606276,0.8896358729764816
0.24999000339204108,0.4817236230626474,0.9501863086816111,0.85382916110712,0.7579891618616716,0.08657314992770576
0.2950168491253606,0.20969110203470046,0.9858222215503535,0.8380105696874227,0.09470273015831224,0.9161311091337963
0.571031844632041,0.4951797448697189,0.8770650453919178,0.7908957783415894,0.08975124259135907,0.9870887693285637
0.3089361248866281,0.28081388329513074,0.9063566334838983,0.7730281077185458,0.2902358696427787,0.8252004232811211
0.526472751743067,0.49997753588396077,0.8917626092577295,0.8837324660235151,0.26458304355803264,0.9730978326988844
0.29883655954182836,0.5487885572991021,0.99781245564684,0.8953269188867569,0.7348807552148805,0.713137125050647
0.25616967370912214,0.37353352292801206,0.8681801859648797,0.7510113171176356,0.5326314785927762,0.8737102054860328
0.10349860698947291,0.7569674124870327,0.8600751800080834,0.8428733689394802,0.5067682922316036,0.40198652040922295
0.3291440737060709,0.011464607153711982,0.9713657715670029,0.888539398529953,0.2651398594119134,0.7972950988678174
0.5034688336664809,0.5869107252694766,0.935500063108067,0.957181091740201,0.6851968477140652,0.9718882819817013
0.7005252405721171,0.481057446415436,0.8580690249951733,0.8912871817792978,0.6150033388412611,0.9044175813582598
0.10553002968068546,0.4394697525576103,0.9620210892145731,0.9068267073480943,0.5328112909482006,0.8798241052207217
0.5861402016751989,0.011822161856136227,0.9843416597510558,0.8933496453631795,0.2978297487009082,0.7844364419039003
0.1639944363893407,0.19468565897999454,0.9103173026579643,0.8697840329647675,0.3958411871208745,0.9870436554650976
0.7897175831121617,0.04628093503466673,0.9867884391553197,0.8762962109002778,0.6213461094821475,0.27683902767291646
0.15227779485325332,0.3385824826175857,0.9591413369096747,0.7807536403674585,0.6979286282941882,0.0037226505778014674
0.5586567536689918,0.17760705741509586,0.9979365700021857,0.9668892631813186,0.16418223097910342,0.9888378027747865
0.38947414233746785,0.4238143335147017,0.8942695530820806,0.9304109912650722,0.40411921025471886,0.43010385208540275
0.7554591099397565,0.20722475310998806,0.8872789987543683,0.7954037952556535,0.031448474868896376,0.9107345998115494
0.7088413993330598,0.4156375210870999,0.9663899996676187,0.7889930600349035,0.6692810095652284,0.5171053343706027
0.699041773770307,0.7329138233031145,0.9955951951428279,0.771971326050097,0.4079380691622107,0.4681473540475056
0.06678568164026757,0.23707805276959437,0.8889673075142077,0.7155572324956043,0.29263967382954775,0.9418833506749031
0.2536627419869439,0.5977807829942277,0.8784667834042562,0.8817868948864178,0.17476482071335706,0.6637714125697244
0.30286633780206645,0.11206876021461759,0.8651238384936749,0.8156204866703899,0.599993530280883,0.7180730845011234
