a,b,e,f,c,d
0.7172291392955394,0.1679234581117887,0.8269882442112493,0.21210025121158932,0.14223787467080384,0.8366507189208232
0.11558701001156435,0.46464457730766845,0.9773349568741507,0.3901253863072875,0.0934984878099593,0.8395779324049994
0.5781525195964307,0.3291169764263139,0.9806241823601398,0.4727386678100365,0.29890839010327724,0.9281033035423181
0.5625303350381458,0.21777699428537667,0.8283034713778297,0.014301835504667099,0.7635378399570134,0.9532328478153864
0.1458730083849637,0.17828118126481957,0.8653332435777422,0.4133777340178687,0.3544675575377038,0.9640168184656781
0.43329814608730133,0.015153496050390593,0.8604351550807697,0.023525611983635675,0.030715597363770577,0.8645015196367465
0.20216978882426004,0.13338077811437374,0.9396947558394657,0.37336612064151886,0.1745704168305177,0.9461263023885393
0.620716561992478,0.26059314371384595,0.795464507538441,0.7441694471717634,0.21506244757247314,0.9155803888690593
0.04565172654211841,0.25691144976806873,0.8943433586843446,0.03172427511883458,0.2222810692574674,0.8505953387698546
0.15671335632036718,0.09231546052108021,0.9388410001230747,0.6575386975581423,0.4647194833707048,0.9811839975508876
0.3103121045503202,0.4179366937555152,0.8185143522899619,0.18826959641100657,0.7452670419770602,0.900046870146442
0.4994815881605247,0.29107651090683095,0.8446517177792956,0.07102819027979101,0.7558554262270961,0.968007270199538
0.22714077511543598,0.2591556950409484,0.8603161965809184,0.6989348338479138,0.051426634560451705,0.9562269640942571
0.1550566456552491,0.4455728942049151,0.9052401229208706,0.4024864087880925,0.0886743094592949,0.9435045053551567
0.11449576944010006,0.33970669175497953,0.9460251855072048,0.5735816487435567,0.46435518252331603,0.7947751055261748
0.5715988765719074,0.6630151539614098,0.9422297839237482,0.16264209418182113,0.5918086482105506,0.886095662677651
0.3079369276443176,0.6530388765486771,0.8172996387017597,0.5563687619116773,0.6814128643282469,0.7708225752182463
0.6948354064507349,0.18778115463340023,0.8648940085344292,0.5931115412740973,0.054853053781027374,0.952517880864018
0.18485704574888695,0.4946725401258906,0.7951298105613188,0.23921641965733817,0.655583457703484,0.7806336386071308
0.6978299998325097,0.6063554604695798,0.7805992048499802,0.49894903265575796,0.64371188620146,0.9667510182160469
0.1083388592535626,0.28950252233661045,0.8845478640656737,0.08527585115068828,0.3206263638368574,0.8779199692875373
0.5670550555218711,0.036036784003953305,0.7830726583646749,0.3259929888553271,0.08962134248601242,0.8877535797804671
0.319065364666571,0.33042282669110457,0.9176103427052479,0.4796089511202527,0.16302026240664808,0.9360675203341154
0.216872564744298,0.2148458602469563,0.9272009676173569,0.5553354332914497,0.3383651846023315,0.9533074592272092
0.522210620635335,0.6635959724176981,0.9182600810709425,0.16175860513651885,0.6832418570623139,0.7917266520354712
0.703766266611874,0.5780958149955482,0.8323015595108786,0.3223453338972854,0.045469025830975354,0.8050220179917396
0.450148323025511,0.6660795877709819,0.9030044580386808,0.29439091894425795,0.15381726860264036,0.9498161734116992
0.5942001449340701,0.42295819650086514,0.833907494061745,0.1706888544881947,0.3883088901361694,0.9547052042826762
0.6139326435200348,0.41213562705456785,0.956977346813204,0.6667843701517824,0.7437404126672797,0.8115747535976869
0.665411743816906,0.19714555096230227,0.815339025649722,0.09111704057739337,0.45948544262103874,0.9286880241944401
0.6057972991643004,0.5663700056055406,0.9849412623089695,0.6203116651159251,0.03814867396619029,0.8190242774204896
0.3116827846904426,0.6176120833816771,0.9049097062869865,0.1057577239923076,0.6519811736731208,0.9686945692463614
0.4833353522100071,0.4060015461696809,0.8965555602633087,0.0784961260744978,0.12393836444193877,0.8977121377320678
0.26425593293270444,0.325000533609637,0.8128895147149562,0.5196772538734222,0.06806232645149328,0.7912457495080186
0.715369908319187,0.006581048258234796,0.945319178081883,0.5933139352919947,0.5088307442435027,0.9895377471125245
0.6269221132353383,0.34963217058031515,0.8437025765410442,0.11510609145246034,0.3134646935777768,0.7941885894602106
0.4831338873381763,0.5445083338152611,0.8640924963202847,0.4576876160041303,0.6946322422246936,0.7883086505185445
0.27219743472828745,0.635567914739269,0.8392036794869465,0.3883426063007599,0.27659678211811917,0.992078722798719
0.336728444838168,0.2539036042622745,0.824513050091083,0.4215970182690945,0.06511712916359794,0.8359682642851463
0.6230935929445589,0.3410819133377521,0.9995466756825511,0.10782556725517478,0.19638189682615054,0.8452117923232121
0.5813799809508693,0.028236035871379954,0.8555864619713595,0.5059362882170085,0.2589786802955423,0.8643365289990794
0.1501801388324555,0.43617897824730645,0.8625781933180708,0.3804231178219153,0.36618946169202926,0.8484689830373117
0.42821487527930346,0.38186291295026337,0.902500326325636,0.3783522531946277,0.6907548552239091,0.9893238816856577
0.2569952316266333,0.32225488723425194,0.939428396085741,0.7328442827160335,0.7609978014646179,0.8258566564260125
0.04672569803623025,0.039696686400120446,0.8336029058066391,0.32640150918836475,0.03951395084229309,0.8550509653522513
0.47124746045936294,0.692335012956436,0.8549100352938206,0.1647088927566419,0.31132291236917103,0.9488574352657174
0.2747655774972743,0.08011638630757192,0.990158518902721,0.7001979098414431,0.7125255365522621,0.7855860071001045
0.27083290058293336,0.017120331845688133,0.9907331985853229,0.555516552506663,0.3138683134038718,0.9726875189477602
0.22170058255930294,0.5536680182420896,0.9158308313483174,0.2845125912296762,0.28716036572063325,0.7725739439275725
0.12616986742050926,0.00024035723590626999,0.9402149721194164,0.0550117537096296,0.692029431561047,0.9838413198698477
0.3086714574582864,0.07420459493273462,0.8524987104170881,0.17026311363702934,0.664368453071279,0.8385760029167867
0.6336592529488113,0.7130086996929651,0.9988802237061724,0.526035322448146,0.09202997121909784,0.8663623712470377
0.16575005487551595,0.5098008019058244,0.9688225274047573,0.00745730474676598,0.6190001526623138,0.9360117947510315
0.7158789665934673,0.2308248237887401,0.804456451209983,0.48158211086427105,0.45868434128689656,0.7912378262404719
0.256029041573924,0.40896698749025595,0.8172193375655422,0.5750627449011343,0.685354897965327,0.7770318326032817
0.0745082523444171,0.2019936501054249,0.8860071498908239,0.30959258473645135,0.27632106751703955,0.922834838105781
0.022447991905411996,0.6164443896085688,0.9669540966265706,0.6773059820010862,0.2510928544310863,0.9343334554632337
0.15216012354021036,0.36637277478666697,0.8332901636843796,0.35277583573949556,0.09325629722164062,0.9384934079983314
0.23977828758050657,0.07771828898639556,0.9224591991219893,0.666891968208808,0.25814639762314073,0.8898770799440388
0.14137750072404867,0.582638890550478,0.9287348759237709,0.7208206879469697,0.6010741288360312,0.9770369874029095
0.5264680441709063,0.3910686433767146,0.8595052335799582,0.6218588772269809,0.5971262163129635,0.8907834873699558
0.3521435084970659,0.7136642075152838,0.8771094376987381,0.019315756352171864,0.7637915923335822,0.9062304008437507
0.5881846525145705,0.04292151706144267,0.9338286089748159,0.7112437496726863,0.550822413870598,0.7925551802880277
0.1582923088315004,0.3740870495301892,0.85089245685421,0.13402429052223952,0.3818695199316378,0.7853255196613768
0.18268149859927083,0.09521401916817507,0.8799025271660303,0.5294458440078287,0.04131081262093321,0.7854567452253973
0.14192703055016903,0.6116187896221718,0.9293231960659988,0.12599460188437595,0.5055071858039023,0.8820412998570746
0.23713258653060101,0.4519958767179263,0.8373278363133417,0.5040779224074743,0.06705869107644719,0.9708240567776807
0.7487358135035312,0.4992116997821801,0.9339160397060281,0.20124836027784176,0.22158819873677021,0.7632238511582572
0.2831386318010862,0.11136056957312143,0.9833466422943845,0.4159644747447906,0.03190937184961206,0.9120704489010608
0.4016912195964004,0.5611334687864936,0.8329561737673896,0.3201649204651502,0.37996016486540823,0.9551460856168533
0.1244257685496303,0.4302880934433041,0.7972233993552682,0.20020507214433747,0.2717041455968651,0.9856135555748864
0.4872153792662728,0.5733284294771853,0.9378038780021305,0.3701455668291642,0.6762794103912393,0.8417871826885582
0.399454287438475,0.08431297587830015,0.9367125450208984,0.3088171982279555,0.38456609959946014,0.7858512035401936
0.46938977060238046,0.064644518123677,0.8127717652268809,0.45769923423699854,0.15738575155723128,0.8018083937476016
0.10943623214533177,0.5703870973828045,0.9231348857229362,0.46530656988128294,0.3930395187824082,0.7993562991773511
0.44556085833881615,0.24285270893531358,0.8069208239814077,0.5921904989373119,0.3507928479252341,0.8334418763000224
0.3124706842544916,0.2919417806476456,0.8562947564577704,0.20607655499322122,0.1721601982271304,0.9170135041148821
0.649519870959328,0.38415314723020344,0.9190524839183127,0.32530674475081767,0.168282468216771,0.9461222499465445
0.36945296592011295,0.13221436673982984,0.9241007134883571,0.053315116982381755,0.433015204805687,0.7916880111410479
0.5061761586937991,0.5397031962349955,0.9365330675186816,0.5700450867516441,0.0023259788378935885,0.8131951068651241
0.006928684831078585,0.5990421936530941,0.9047012753103023,0.511124589023703,0.39061294642477123,0.8989727248425652
0.21849181597116263,0.04807890097972924,0.8778018131582629,0.05224846382221135,0.013698518193616832,0.7644325457681775
0.2719088067021707,0.09589078454440693,0.8217027687004759,0.5723590552465226,0.2169136584290727,0.7917971043693643
0.07995282942528925,0.5902502104326247,0.9990178574570429,0.5859496349720109,0.4023411611267619,0.9437877468082809
0.6223132263896957,0.5687268658716181,0.8146116146413982,0.7432155376141871,0.2778974618501762,0.8394600904295745
0.09283607708364386,0.12722101498898888,0.9183110253989821,0.22236826453920522,0.6698143161647644,0.9587014481348622
0.5737941780068384,0.5517505423224308,0.8377701653562688,0.08514877059021797,0.4580941158166637,0.8518501465200613
0.5695637756481265,0.4439207623649408,0.9305570666240283,0.2250618658279205,0.39819894875686485,0.887501116535278
0.1443671327063209,0.03499828620186607,0.8458900845528917,0.14116989158346932,0.3180917833349841,0.8853988018026654
0.316999265301378,0.5807198925694123,0.8983932385939081,0.6233739876817768,0.027823522758744952,0.7971827002602188
0.35888381181153517,0.2343796214374684,0.885483360453344,0.5317358783204816,0.1766239626999139,0.9671971371012413
0.3530829118195882,0.020284877559255454,0.8746997039977251,0.028023963297194227,0.7489426106793016,0.9279490588266696
0.6617353216151064,0.46012779574840285,0.9076927625907542,0.276146688723204,0.024509994227284115,0.8935448225125248
0.510846595643793,0.2903914606684067,0.9126031501984748,0.5113995226180628,0.5617060368713815,0.9872927021261594
0.4461021742370441,0.5807503043747262,0.9723351759598784,0.6335492548199854,0.44199156208400586,0.8243178874108795
0.6423423321186015,0.23074404320727238,0.8822196792534995,0.4376764858475474,0.6216417728685935,0.7657147352251283
0.38056168670539764,0.7091569632025273,0.8822309674592472,0.13089951083621826,0.7572985217425755,0.9206452597845016
0.20256391780388397,0.47756330894507193,0.9574546452172865,0.23829578215652142,0.3430833269063437,0.8804911870093017
0.7357189312755256,0.33692590358924907,0.8931798983611549,0.16743870820065282,0.4766249422699504,0.935730863325787
0.6030901759045759,0.2983700830568522,0.9149748822910297,0.5990158129805255,0.6115887608357946,0.9960452734041194
0.4464951923430913,0.6248202844571087,0.9651422546280941,0.020408650896269337,0.29517632747778005,0.9519613088963041
0.014226413193640791,0.5306245227286607,0.8453364659110042,0.7203766497855333,0.14775979272551143,0.9372270811616705
0.726439159447492,0.6809891818391524,0.8946588882294297,0.38145256285810586,0.5222646817189205,0.849891558680276
0.6770117235694189,0.05599005768359659,0.8033527177711536,0.10117762376551045,0.17869695278691458,0.9672082188795086
0.10787591555074191,0.31224138459994427,0.9378839099486405,0.5672732367481816,0.0766252141439989,0.8323553836466516
0.3337626645957675,0.12473192514784708,0.9522118382540363,0.01390278910598347,0.31769010000911396,0.8833682110343463
0.3826795146081984,0.45245845429446646,0.9156971675854182,0.19421939637583815,0.5843724854992478,0.9574234411375826
0.15896453927543325,0.11952778393501322,0.9687585898712632,0.6881313481416707,0.46563247156992493,0.9396334739272344
0.4494536550231941,0.4906688858485531,0.8397864905316443,0.27661001509207683,0.1344040772225287,0.8382922597210389
0.3695659500606173,0.29361249334649125,0.9872461214294257,0.2471616132380031,0.4639593260873523,0.8034605500500802
0.24459222877096642,0.005873254540696626,0.8072778558091032,0.00606341896848564,0.3393738065950539,0.8940078097837092
0.193568964933747,0.0008671271865843888,0.9056015472226208,0.09697925969301097,0.07318096795241356,0.8227185491404396
0.543818409972293,0.5204813908446314,0.846622299851506,0.7377668618680697,0.3136580124636951,0.9776803881718995
0.14765085553420804,0.4593712910109595,0.8591171731969466,0.49525506080144216,0.09569300819114958,0.8483533274662193
0.6815086560137907,0.42183595247408007,0.9520711773524179,0.030857030411758024,0.07934329289142414,0.7900968721109216
0.5148584601993123,0.012738157942308188,0.9469837179860093,0.22872776438958345,0.5470809875266207,0.9772976798727603
0.4457854261944699,0.06921499694232688,0.9319158223723258,0.6182194598638325,0.11586411991777254,0.9846914023728832
0.4066330393678944,0.6978193125967244,0.7806020333858452,0.5517259263561269,0.20412336699938513,0.96632041043558
0.5728855361505891,0.471875811595416,0.8137824864687093,0.48905303788845156,0.6186897090029227,0.842473605261058
0.06244443866499827,0.25485224433924175,0.8860411070596276,0.386054275621862,0.49382794838848765,0.9265274734300242
0.468740701261049,0.14844103250260376,0.9312435663468297,0.47621873239790935,0.20942468589595717,0.8311730195391397
0.06495532033822748,0.5888974359905993,0.9805817069845204,0.3921770264271299,0.2138802915066525,0.9982491691592951
0.4693881056086376,0.5315314354528312,0.9328426181232573,0.5779564411769562,0.35806163423836873,0.8486789487376665
0.7207122305980478,0.06678036164065158,0.9720583083920938,0.25224979599567493,0.447079907514261,0.964703951214788
0.3625076571440615,0.2896647224377148,0.8245375155217931,0.4159073816936686,0.128100986289009,0.8586751856886604
0.08679426524118286,0.07817091838778185,0.8367477329543499,0.39193137271937495,0.42560087031802774,0.8833425582146877
0.4464359854919362,0.3904281156923144,0.8387751117357644,0.1521717864535657,0.457840522404035,0.7885666417849997
0.32491252952695393,0.657074290900037,0.9453270966208249,0.2468941710602843,0.6695915854180398,0.8118912443066093
0.22108647007326315,0.10663474311609028,0.8484938057807502,0.012949729521673836,0.46804912228689033,0.931435519072989
0.483256849921334,0.6320721445371558,0.8405677985893498,0.5745798851968165,0.31190532983467617,0.9737670284611353
0.3582667112373472,0.33256102299861856,0.8702009793196412,0.5349521429683634,0.6096584274317339,0.8768134412573539
0.24052838119312256,0.3292580349904923,0.7847834689071974,0.1556047790917402,0.39215663990947425,0.9184069929255895
0.5211358848177573,0.3001400636537106,0.8693425255218511,0.13055060585013292,0.38741253263146336,0.9421806583673156
0.5198322005821332,0.33482711607447524,0.918498999925683,0.6424887504936676,0.31506307627779834,0.9003377177111109
0.5764544455722459,0.306619731630376,0.983017558726603,0.22859395417703446,0.2698260296152165,0.9948394433106904
0.21369537390678095,0.24400503470761936,0.9928007654888469,0.6156156902993768,0.7697293082217405,0.8218092212408303
0.4747530585426846,0.6431972164980916,0.8510218755909014,0.2443201149981413,0.6475293979053048,0.7783715710263522
0.06370611903838264,0.5410655624978904,0.8064105537411933,0.2957504059969054,0.17168692815529846,0.806553809364471
0.21467887300379135,0.33014577063416367,0.861925611980893,0.3996952043116683,0.7230849983091935,0.8443861121026508
0.2954961589624854,0.45702912469926354,0.9671514193733262,0.3515083504945028,0.43116880758767523,0.9168139898743727
0.668046467323796,0.3924173447103937,0.8689988735658425,0.4211162934220267,0.0772824477058756,0.9801525924577925
0.6451163064993526,0.18391709146629157,0.9725983995396515,0.07021278954278867,0.12860402876354526,0.8576414775346298
0.29311918648136853,0.6766979277880939,0.9140997323481186,0.500853515167807,0.29424335875394175,0.9096108851249226
0.02811515900012032,0.20350309351893675,0.8107748636422084,0.09405893594879056,0.7670849512479769,0.89138953309958
0.2511005814891425,0.00482871154486852,0.914440723948702,0.5180061482927056,0.4995047946272578,0.8720711553924253
0.16203233774049852,0.6233868332249408,0.9945741906764668,0.1546126167275863,0.759069355018619,0.9875088557029433
