a,b,f,c,d,e
0.26189263473547475,0.7238753641249084,0.8588958364357409,0.8265003834597967,0.09628374223444791,0.6603551489366523
0.6194548858728632,0.5893860366775225,0.9039496796997036,0.874821032232291,0.5634320544489327,0.8379227725703766
0.17679785431291778,0.6408591686476308,0.9848474964647527,0.9460850918169684,0.10401604263771545,0.4516428830881318
0.4124114724591173,0.5092707985519924,0.8650933320382079,0.8472492502803504,0.2627144450094522,0.30187541209752117
0.3349108443912968,0.524511190755204,0.9115259963448241,0.9117263369021351,0.6955330266252027,0.671294651994184
0.5821148193348769,0.5194677163806803,0.8206018840014918,0.8134472097077692,0.22194158043141154,0.8127791668849406
0.3894210246574923,0.5801073851222809,0.9230907225043932,0.8594822016665107,0.5771703848177617,0.7344898168544747
0.05646674838978466,0.35716452504815477,0.8649849726540721,0.8584399495365236,0.0855458131665059,0.056687547760608074
0.28309863938709573,0.09572544200818352,0.8575368291876276,0.8407768812546208,0.16546864685781504,0.48240403645773144
0.407531360952083,0.312845145320705,0.9237616005591377,0.9248687097147075,0.347918489052355,0.43976250835510877
0.6174017764254475,0.6231000540851622,0.8891945929302936,0.8383377686044489,0.6031566972055376,0.7084847028962658
0.34852135679030766,0.24477554145450436,0.8127515078599591,0.9631761260856502,0.4646661805014443,0.11389638981017308
0.03943185497979235,0.044472683659867944,0.9869337407758653,0.8755832150160852,0.5297559216429731,0.39991572829398375
0.530327857099316,0.7181298047770227,0.9895509619843439,0.974677368843241,0.4432345918175621,0.7388937003523054
0.2889706293487958,0.5262262807723614,0.875860542680069,0.8113442294292199,0.5767321872660796,0.8035718567135494
0.08897389327203148,0.07432201200919662,0.9750971187852677,0.9258348784621194,0.590920633760266,0.20560010833910722
0.5502524793524426,0.02792211619894141,0.9821855127973591,0.8838068893075103,0.17183880077850625,0.8337515728601802
0.3432988903041874,0.08301110132621921,0.9676974246337339,0.9827932942180676,0.46504729180876286,0.11220895477570368
0.3116732419013526,0.46392665643064535,0.8150678469027527,0.8832842847200101,0.36376404172041454,0.038886554904653654
0.20645459240360672,0.6786486594685699,0.9652175290336046,0.9710435042847508,0.46367458373721976,0.1743049777553195
0.12507917209364375,0.0945461723001833,0.9519985147294209,0.8123931965568991,0.3013332825191694,0.8205894252993718
0.15930202802333882,0.08865714896325307,0.9521157637495243,0.9542603404621969,0.548687456892245,0.33439929990507233
0.09804254656305648,0.4348267106133224,0.9744974745106737,0.8541569426415072,0.37653377097557467,0.5164326161368685
0.4113384950461945,0.08872802024033133,0.8429600067273575,0.8736744770443264,0.6844433747406587,0.061524452729054636
0.12800654383314902,0.681531595943231,0.9461332002856663,0.8732779545427949,0.22199452921634705,0.05637837362220717
0.5717573739682085,0.41588604262137513,0.8460064874790149,0.8502827285567013,0.3887377178603572,0.7964837545774178
0.0355879988240224,0.1891793016560958,0.8516441303648762,0.9069043437943239,0.6635884369526748,0.7487089036155122
0.1318050788550969,0.022115659130325347,0.8848530983085066,0.9919296686832435,0.3473593377903456,0.6415385193034293
0.06349568617611188,0.4256627438529435,0.7766827947894924,0.9239193168839361,0.42371698335106694,0.816009754063663
0.573328714305638,0.07844965081153173,0.9887840532862348,0.838129903785522,0.737083525119682,0.4933875485204162
0.46922848234028103,0.6795947478434018,0.9254220527145642,0.8892471540227227,0.7083622830200523,0.8289664183130856
0.2811567148708347,0.04317821690200371,0.928753694315839,0.8319979095007229,0.4173286919840838,0.039099507235347886
0.508663084860364,0.6479733226349025,0.9349670997169744,0.8516625138093126,0.6061224717412181,0.31224663253944235
0.6705042739300853,0.736734601088293,0.843593556120017,0.8462384146276422,0.5148230190780504,0.22495524780018364
0.7264536238775081,0.23302701621714897,0.7867376080431447,0.959817882150078,0.006828266289744316,0.0724311898640835
0.19465157145617754,0.45520699377350504,0.9498523726567485,0.9415851480140562,0.17263410260922724,0.5208419679739303
0.17313431556635586,0.14934726984786423,0.9309806886979148,0.8956511475641556,0.3323169199223521,0.45811013968157227
0.007709594665669247,0.06455398914706127,0.9446050768109013,0.8328699892118963,0.48439609730402805,0.6365678034764171
0.009550043497855236,0.20278880369382538,0.9141981605292512,0.9864220245030708,0.5391912446342936,0.09739968771754756
0.3760191948987226,0.6087597270690808,0.9834241179899992,0.8481395418129991,0.662580992233639,0.7925262298665914
0.488469138050342,0.7250109708678997,0.8528806166639658,0.8905163070283476,0.01961007059586889,0.21659313774417593
