a,b,e,c,f,d
0.38729973073964563,0.019856242283458295,0.7152068166940103,0.8266494008610789,0.9231617296713317,0.8251236567208867
0.1637801162761902,0.5363214295594615,0.8103672798675867,0.891038975702637,0.9383174161656409,0.8517499781791391
0.4495633522011364,0.12856087050091303,0.5440085843357185,0.8671416667810339,0.8821506804305833,0.9626381119877411
0.4363606302496666,0.38966381523735233,0.09203109407264964,0.849733174524712,0.9560997673803351,0.8921101440581982
0.16583970231505207,0.5709429519671341,0.8151586531700084,0.9816597161449894,0.9254625746885389,0.8728252399734161
0.5015989265169419,0.34300428469124955,0.7084991612340961,0.8146660043546696,0.8852956771432985,0.7575956229120304
0.4341760444488915,0.2761283277712639,0.33225710248840323,0.822781103194006,0.9386534549985044,0.896762343610663
0.5289393999169972,0.13310630423569234,0.8221687665923637,0.8370982132172767,0.9270318122973943,0.8842922421523294
0.19375505661975867,0.306655086685692,0.6785142284181999,0.8214719858419067,0.8209008686712661,0.9931336733386182
0.5135366893807618,0.7119552589746933,0.8885180972052235,0.9061690272456737,0.8971821942792038,0.9632527284566481
0.573289935190731,0.673377860673482,0.8479649411666403,0.9307338821714539,0.9741421168049479,0.8802593060025072
0.14364923204298663,0.392326347920983,0.9641457092969565,0.9031410150945777,0.8502226894295337,0.929019112798035
0.19020513092436553,0.22082461376302132,0.8965303665521116,0.8999045344022991,0.8748932756289375,0.22332794201980274
0.4199255525761391,0.7150112618133747,0.9399221581478351,0.9304663720318587,0.8170153540957584,0.741605437281495
0.34367928201647596,0.08783165159576715,0.9077432206366226,0.9575649899147449,0.9482024761569785,0.18170743253412852
0.010315248511909,0.07022228197449101,0.6278167636046528,0.9841307114130944,0.9347347498712477,0.009782293072133684
0.016287800573878918,0.3089367776548657,0.50312808861322,0.8106147874668105,0.8522205503233596,0.9229381236960488
0.20657941242508454,0.5266136170844427,0.14739187254084438,0.9863623849967365,0.8351776713337823,0.4336250389230552
0.5114344174243369,0.33416013220635543,0.9235779342681365,0.8309891543087261,0.8211180666513566,0.05122798424593189
0.4769222752981897,0.06950855565951014,0.9838882435174879,0.8884305975065334,0.8827854436597933,0.9131058746841508
0.666969245959144,0.20849726454369558,0.897421465107625,0.8802228240868522,0.8603229196898202,0.952274655719676
0.20781537883443912,0.2522204479363774,0.8324941175400368,0.9860060663001774,0.9093604772526157,0.979238581996628
0.49851763538415383,0.16491282360877232,0.019960436482281577,0.9207110517210654,0.918948443459775,0.9877346801509593
0.5277151999163258,0.062221393128607465,0.8923297429173168,0.8304643797490644,0.9405308287273126,0.8516285307462146
0.7785925679506687,0.20183770192465178,0.968233592519564,0.8058190064969091,0.9261576001105005,0.359028113271745
0.4822962359435078,0.15721521040082184,0.19259880059203896,0.9447766891478675,0.989128096493999,0.7246639337972057
0.5292754414221655,0.6389353238580884,0.7545138486398851,0.9228337840187792,0.8937443524703168,0.845925492803616
0.21577149263426654,0.4727708307137615,0.9644003696494114,0.9120868094062624,0.8283123591925196,0.1487786086969461
0.840359311392813,0.29362051194551797,0.953748777728192,0.8591198354192914,0.9275376376183133,0.8913450498211734
0.7815516333935723,0.618362775919995,0.9614684729341934,0.9197144326410027,0.9806937136041054,0.93669310860034
0.019910362077417046,0.26898386789321355,0.8809416033964454,0.9560824090685256,0.9552204457754574,0.9491175304023423
0.03840353447597294,0.4888158732871353,0.743161096018961,0.9212901689164539,0.9807657907198459,0.9548461170271632
0.47002282873558293,0.3176622753188795,0.813613890724582,0.8913282387479539,0.819686788092796,0.971725413907317
0.34913620831241304,0.37009274592297187,0.8450697549816362,0.8416111787627276,0.9789416677487001,0.9522456138203
0.07232294979171838,0.6670450765711515,0.8725601248229305,0.8219491127767252,0.911043644681574,0.789354561394967
0.0490263602408496,0.7115270291992098,0.9964038424841384,0.8728095536361142,0.8553274514519495,0.7306662234780638
0.4629182946727026,0.32602747928966946,0.8934922294011951,0.8982250374291784,0.8811313834342342,0.9048130762554831
0.2946989521070611,0.22579661065175974,0.8695511155100486,0.9136828297228016,0.8793173425907174,0.956972680548553
0.365887650439034,0.3557773988782403,0.3216535714063441,0.9239643327743623,0.9813758406129475,0.853187643554697
0.8023057365332285,0.26484590866348057,0.2583064112930061,0.8907981186029212,0.998072029623955,0.06619170631106627
0.4633740263329508,0.377665827419907,0.9840608432866289,0.9406056400467907,0.868505134344845,0.8738209833513272
0.7360699761222976,0.6100372723943114,0.993049877845909,0.9929297108738111,0.92522027035929,0.9844027941424319
0.319895567828176,0.530741689706738,0.9020081522789817,0.9702800604773267,0.88699756265759,0.40166005182902625
0.6548302369441559,0.04647796768282613,0.9550950408467738,0.9483457688662809,0.8265450320537678,0.28222372048957745
0.7055213608177163,0.08031504767013056,0.7928299285539339,0.9459049618493496,0.9289743363869758,0.9020005751563288
0.15633823961895524,0.6983991838271502,0.1415195152460115,0.9491765458820973,0.8460423367135438,0.9418689717871144
0.021442867363819382,0.30189606343955216,0.4972780992782887,0.9166357089430006,0.9487370932690579,0.8587768654229047
0.0916377694604,0.6785443882713315,0.9436355333104971,0.9007163375519818,0.8794656821810036,0.8557473708841377
0.3932177831136904,0.5985711399677871,0.06236863179529707,0.9994496537035579,0.9760345544194056,0.8823293426337303
0.11270443262299405,0.7022996593024918,0.2391843103772842,0.9312696221811496,0.9568171878884116,0.9765536944863987
0.13307374839900127,0.5069459008578718,0.9120837496455196,0.8821474718685626,0.9913415418038787,0.7780768767709688
0.745956274005895,0.06373223779504679,0.913438104886847,0.8287870400814029,0.8985974811686179,0.6644460657927874
0.15596237447308542,0.17182099895644976,0.797748958654518,0.9386643606003329,0.9763262047992648,0.9656194270445225
0.6467909715447193,0.18438186556131514,0.8137740859421683,0.8498145727865274,0.980364898950367,0.8173988941280144
0.6592264259247782,0.10539737254422893,0.9781036996000153,0.9044178717321079,0.9870271158121116,0.9023210023594336
0.7472449359344435,0.43545908693284135,0.913055357208109,0.8372103010773967,0.9853244649409938,0.6846027938867496
0.5655204002383728,0.5538690620426422,0.6214689557506078,0.8310636809257889,0.9837916003337879,0.8971417743018427
0.5719395962380838,0.391218776738581,0.6390023399600645,0.8404836838874314,0.9814703810720091,0.8495616220479397
0.09339377192886184,0.22141257825217434,0.7996419528785984,0.9663236000839,0.8717659397166914,0.9857399526086152
0.10719238180909099,0.596031451526162,0.8130216402520068,0.8969206073974607,0.8559423173635989,0.3600666930082669
0.14345195812147243,0.6369779490339282,0.6207951365771606,0.822478209115412,0.9021624433319697,0.9846811247086353
0.057742485510214325,0.11110137965529725,0.1787717122375817,0.9420260953572752,0.8487534213715355,0.9111144005852491
0.4398421095691053,0.6315774547847486,0.4280385703027596,0.934751122104654,0.9422828306939971,0.9500810801534342
0.1891037408594286,0.6678539765680856,0.7098016901774433,0.9373811587933039,0.925974583650368,0.9674029717103106
0.8043723601305524,0.7306565467333084,0.1815764957999377,0.8776256211753476,0.8505577375422781,0.9670217088280781
