a,b,d,c,f,e
0.7421031760007065,0.2156056257914943,0.7838155726041891,0.3156775551996181,0.9356854658015098,0.04131486308416815
0.24446115780671054,0.29252666690713836,0.9151447612765101,0.576777172030253,0.9078449187617398,0.8228409546770078
0.5059091359201909,0.0319607275071349,0.8404342574417244,0.3766514679260453,0.910744537412687,0.9946808368177176
0.38952315730112647,0.190070147331,0.7965650911090127,0.4978165511743028,0.9595483131067326,0.9577186450437054
0.002458791426023814,0.5696008803749272,0.7902029410588924,0.67715148747851,0.8979383770938876,0.054714808962261795
0.37368611310290406,0.43827555179044503,0.7577586706781807,0.8404182248687507,0.9002735444078191,0.9339678972080073
0.6522502154686822,0.44717153018679917,0.7524469383948538,0.831964506039251,0.9429949864871374,0.9545150765866243
0.7730572546373464,0.4302878551227035,0.9806904493886112,0.34237559423710767,0.9904511339354318,0.9824563716579823
0.5027968977417288,0.10691327238018325,0.7757671124620608,0.2187624140599807,0.9185134587943369,0.9963908161853798
0.03429801019755669,0.5357522711378199,0.8227470394806993,0.11005682850000956,0.9128074809991958,0.8965047882819854
0.5794662203257004,0.7370857695025684,0.9759602982863266,0.04688801252113741,0.9082947239320504,0.9524402187073396
0.2477554005728563,0.8416971214080176,0.809589643819149,0.034065608729223144,0.9829376474497786,0.23522803343248272
0.5110272494398758,0.42323804667213333,0.9858647736217712,0.07289391030473018,0.9352462677726624,0.11752782754983009
0.15746940154150943,0.6782098813177369,0.7927080528086563,0.4175946366101571,0.8879773665209599,0.985880298984805
0.08921419011461522,0.8042279627704282,0.9104281325147877,0.2325389278959444,0.9403109472710752,0.49869025451586385
0.7927311886622503,0.32975329782447443,0.7648326157294432,0.10184973379632048,0.8967930464360956,0.9115182215396276
0.4310973594911466,0.6841387669513797,0.7687560594704085,0.581442585619835,0.9686300882232003,0.5886627914204557
0.3061250500758877,0.2796444850695976,0.9813454397587411,0.5609314680977314,0.9700171183930879,0.05713602291015687
0.8146231519073874,0.43679914381497353,0.7967705629812261,0.11340268684705772,0.9744645571309472,0.910986781374717
0.8042850211337655,0.3150096808931028,0.9560841933318258,0.49421623730506276,0.9798294836723326,0.9138683076008441
0.24370108209819946,0.08516203740274615,0.9902488530756285,0.45607827263964773,0.9982920641357282,0.9030939542925466
0.41304425504819975,0.4182666920242415,0.9094414930821896,0.2436243235075601,0.9087785550297841,0.9349978419295155
0.7126633204332662,0.6825659706768891,0.943423774271666,0.20158951124480473,0.8881369599343371,0.9169773314450892
0.619232439354412,0.6233196102553318,0.83428298696906,0.7166746858130153,0.9060296075017833,0.9018548050180926
0.45431644114243336,0.5535123036725055,0.752096713984852,0.6156966329898669,0.9004607204746783,0.6404728760676893
0.6105784415269626,0.02846698107239425,0.7725596969084947,0.5172034564834441,0.8964180636781144,0.6814432431349497
0.09046281028263782,0.17607864988484484,0.7597644378105577,0.7969456184721996,0.9230032959003774,0.9857252223193083
0.3771885929428632,0.09929139555800981,0.991785764748631,0.5711727801470324,0.9285528623387588,0.19584575102896473
0.4819515510950656,0.5853898030518596,0.8388275447351047,0.2741174153636201,0.9115339143295478,0.937706149518432
0.017782673596692843,0.5431424052098652,0.9365715762212845,0.03372518950055241,0.953338853170916,0.931447520281599
0.41879705335422834,0.15481283022640077,0.997569285554881,0.05792921643528384,0.9242641088498873,0.46672829259157006
0.11994236526726136,0.6389589108082419,0.7590039492471338,0.36276589252970554,0.9248104326616334,0.953216002311085
0.776830833753845,0.10026880053331462,0.9498643079962058,0.45971963120876475,0.9471878269793441,0.5527537849119699
0.4645879882831164,0.11184952764160562,0.9067183953006936,0.34626162301478325,0.9981481315307527,0.9562935954799706
0.7852374658603108,0.5366526920996814,0.9721209381757194,0.6343237996240385,0.9691761028004231,0.0754846200081233
0.40625096091589397,0.7312966679798125,0.8023431625072689,0.1508782454673807,0.8951062531813001,0.9196882206046033
0.5719145628509117,0.633515449096844,0.9351951058366691,0.18003715568762219,0.9502657251276907,0.9395699861715615
0.6868582107139269,0.5200084479056312,0.8233217416846272,0.2901501929824308,0.9398660344027926,0.9452205208551606
0.5258843168236319,0.27025587554805963,0.8646376091470205,0.3350163094568216,0.8977985173526579,0.9856838935773157
0.08629349615053233,0.20994215779400832,0.9433730335615721,0.5725954495115996,0.903454933787584,0.963073180506276
0.0938035968822243,0.11976305238315245,0.7867884471335764,0.43370120711062954,0.9805024232383516,0.9731315253242514
0.46162203769592897,0.4108638664776248,0.9139698954701627,0.22194691883879036,0.9668419956238938,0.5303319980116454
0.20031617302474983,0.2759205480081678,0.8627674717320897,0.6589874309890601,0.9644394480314855,0.3157146559917422
0.43677112008208163,0.5192484946746432,0.8538593450302732,0.6114278766942892,0.9653913281362758,0.4627812162191406
0.27273808990039883,0.3233369551723411,0.757715113145517,0.5905822848238628,0.946576061063994,0.1626158553828853
0.3031934938894807,0.24327353973939617,0.8577870956748181,0.29022392334950925,0.9418123165152118,0.9192930825022266
0.5136671164727762,0.2216928592511666,0.8622290004663112,0.8571068515809579,0.9146321168528952,0.3571092891934382
0.7808700997366032,0.1218906660267914,0.7789509092849682,0.7504500703931442,0.9325469547206939,0.8906281387508372
0.605065831106093,0.33782240004528635,0.8994965686797801,0.6543482557524473,0.9967867955146344,0.01938651005078661
0.25786479491962844,0.20082911889961,0.7799728550917093,0.25664058656236344,0.9463029293213446,0.985616517912
0.6563442448311386,0.3864349127653983,0.9475371319376751,0.2940960465989255,0.8870823829007038,0.9149453801535857
0.16094633223595647,0.352034907214373,0.8610948786887564,0.8162451222092243,0.9444267486391836,0.9462723305336516
0.2748876899652312,0.24353694375170562,0.8410949657297138,0.11146810756975419,0.9047500325239696,0.5230187746882119
0.4346448825625624,0.057204585220388585,0.8380150661254216,0.0752820920016944,0.9992395663008712,0.9987887926125802
2.040709503613347e-05,0.17240489247195803,0.9220760353497117,0.3160989360974737,0.951200341412473,0.9806669052326981
0.1699648165238117,0.1700050663500581,0.9574927654279105,0.07685121521602685,0.9351347393274662,0.9279573980799048
0.41032373687521073,0.1828389526008182,0.8915830755320768,0.8104923298724264,0.9174044809993536,0.9411877533037012
0.21467628298755764,0.19985993252351614,0.8199868823842846,0.8374442442110939,0.8922891067861172,0.9133671769174938
0.38040104186795887,0.13854791400978017,0.8100846813396932,0.5271756659474758,0.9491782091927174,0.9051851985045527
0.3749381939295945,0.4967800502058672,0.8227486677910444,0.2705070766787024,0.9531172300108935,0.14848449050325166
0.2716268290047846,0.2501237458073354,0.8166867515699976,0.5460334688328508,0.9784493103282266,0.159291381440416
0.42254503596507886,0.15745952815843692,0.8140541517002813,0.5573985557736054,0.926059442696724,0.8915078754067677
0.02681067141059213,0.6893339082472492,0.8446373768086872,0.8635147055346447,0.9495561722485102,0.9789116850874375
0.7639581528068542,0.7595161013962844,0.9495794258136513,0.10380336234339935,0.9360668940059487,0.25412811890502457
0.17962881843235715,0.8425597533765419,0.9960666426144986,0.4847548254140812,0.9084273670306782,0.9686535501056979
0.6527178973657543,0.2227989947786959,0.8864336419370749,0.02028314794326713,0.8828507486129441,0.1837844988137976
0.5879576212000256,0.7973635163176537,0.9466294337693044,0.13140511436611912,0.997267820047027,0.9472652121371046
0.6264311191106848,0.8504091762901635,0.9446172471795208,0.4264620356854887,0.9460731560129176,0.9698620986339286
0.09897624772176741,0.11093110020229757,0.8188465109639987,0.40373232159543665,0.8874396280392914,0.01720886969716978
0.6527098397045064,0.19908448837690185,0.9749022173108557,0.07877380346520564,0.9120554851586393,0.9841483714136177
0.018899189385927672,0.4421839636059689,0.8827155825121528,0.30520011560509086,0.9202241799223888,0.5356549077851754
0.416714970634608,0.22117275585786883,0.7975908483754456,0.41436430866037394,0.9072482265510118,0.9773361168028099
0.6076643502117816,0.6298845678965355,0.9126244982058436,0.48621512445120235,0.9134240679680291,0.9237712558203455
0.01691892380980708,0.7320982929736685,0.7557721154546025,0.8217296923473933,0.9423428600738731,0.9947851332368052
0.8218402073906679,0.41214164255340796,0.8695450608433244,0.7512387167555857,0.9125834800869276,0.9029652986381069
0.661941245660533,0.3056450996385168,0.8061091195631396,0.07814358023574464,0.8942115142097772,0.31787862676235706
0.15981904860913038,0.5766036087285619,0.9418825104364797,0.7247902025286747,0.9834886901786214,0.9875433878632253
0.2878698838883492,0.23259485397988208,0.9221578738385948,0.09074233430728207,0.9526980381887058,0.963520383582098
0.12995510709333769,0.10869649641034221,0.9574110167413659,0.08849616549189722,0.9792196227810548,0.39844957243834633
0.5714542302682738,0.5360671867976087,0.9210735044297721,0.19713281946822075,0.9587210036389512,0.9527570143001378
