a,b,c,d,f,e
0.2799269779390348,0.8963532127476848,0.9445716908216393,0.44438006655857765,0.17326056860468053,0.5037153351608528
0.1277193530747004,0.975464874474676,0.9817766179680025,0.7264479374270015,0.9154186616700241,0.44939216747453564
0.6928665610807363,0.8899518079698433,0.9262594614569252,0.943119535618992,0.9851834628740566,0.5551090867610152
0.7262537345654768,0.9344106757778748,0.8942003037549365,0.9577123108140729,0.9693118674917296,0.901684262064522
0.4101900092367162,0.9798874302922518,0.7711734599207776,0.5082847771595266,0.9251479073326372,0.3216061473565083
0.2236270473025475,0.9443152910799583,0.7899097128592812,0.9230149140261628,0.9838394265422448,0.8279593126297147
0.6253639868638,0.9252125422448759,0.9865835754561183,0.9467508105818885,0.29176432397011165,0.8757599003403714
0.4380444886356957,0.9831976036267284,0.8784163860893319,0.7201975845436915,0.3598545829115316,0.937705151852298
0.8297231288114276,0.9856150563112985,0.9463130844498661,0.9417888539461821,0.8776765146234685,0.19600240390837975
0.8307217914768943,0.9371374023365204,0.9478347433581917,0.06783202624160434,0.9367000368673035,0.8478855914713547
0.5087323768654235,0.9432675671517889,0.8450971281742923,0.7298803030211183,0.8800487127338184,0.28316589096770034
0.5190984640079185,0.9590021192589859,0.9778690697728706,0.831947123048926,0.8933429679111172,0.655892780223536
0.4765898859306905,0.9210545097091849,0.8168271430468037,0.8656333262490732,0.9451754858599049,0.681331250235167
0.6510293914368094,0.9571177899670049,0.8437374960261583,0.92524054148384,0.08388675670108256,0.9559118377185931
0.30319345955787474,0.999158696640408,0.8959583271923854,0.5532185065133327,0.2742895205162358,0.17867994809239668
0.3033866271639353,0.8926021263406231,0.9504756515207634,0.9540963177072698,0.8949648673648649,0.2367927356441196
0.3450922763452182,0.9833087148057884,0.9296081141170519,0.452548475975773,0.8581031148612933,0.878764110914612
0.41895183621205984,0.9880284615842982,0.7762373939760098,0.7624614522362211,0.8538628072746427,0.8215565811791098
0.8357769031733406,0.9972334555867318,0.7819362926710557,0.9234597838954746,0.9970463810858685,0.6543224876207829
0.5196032005713437,0.9905364494529294,0.8105914073573759,0.7550689621337402,0.3783402791898345,0.9982024099537221
0.6721135593329398,0.9118578869838998,0.7162171981613403,0.9476288976880134,0.8528414516628714,0.9088154203163943
0.8263572399054544,0.9443195733241057,0.8910996027856248,0.9770579671785893,0.9497529027972917,0.4701590342598846
0.4886872254688995,0.9579517041944522,0.9116635155857052,0.06563204356037682,0.31989354704588535,0.07750610610589291
0.2316488383259952,0.9905214301532773,0.9241372879918603,0.22358403266422763,0.9672957672800852,0.6207987379579847
0.5579094012160765,0.9406083768586616,0.8709963366568039,0.2721049993326508,0.9469032436918209,0.34269180504351626
0.424001308123928,0.9019407319148685,0.7724702865020319,0.77913266969465,0.9755257671823545,0.5948879397226526
0.6759869137585335,0.8824011623803244,0.7408263470478254,0.8839875310818601,0.9852923537885782,0.8959439577688687
0.2242417974336763,0.9451642009664212,0.9035825765518568,0.28654169114676387,0.9354920083398904,0.8652794787833913
0.06077115305342771,0.9204006127605734,0.7504444101207816,0.7429095890616753,0.7606377432140943,0.02170326619173174
0.7953436255699389,0.9667881244953966,0.7235845417232768,0.7962581405426838,0.28216466921284955,0.88891922751032
0.3014289701519411,0.983379365134547,0.8354605452483782,0.9060054925918579,0.9285347020766338,0.8834156227532413
