a,b,e,c,d,f
0.7109893064738602,0.04531693592271178,0.9019266243662345,0.06082694663434153,0.6196138328364657,0.833870750261725
0.848487155644329,0.4823111878829348,0.9994504728000563,0.8327175764018129,0.6897897034646198,0.8706362553742418
0.792736888052535,0.01795030912270877,0.9227068188561163,0.8023096008267455,0.2460598581209913,0.8813204771922157
0.5780125968146179,0.8201058483699535,0.9086588408487425,0.5892220666058757,0.739746122094441,0.9082799581096054
0.48927333875972345,0.6077877011872251,0.9873200139086926,0.055777768539088377,0.4962995040176529,0.935847683442266
0.12234700987155736,0.39878279053599136,0.9104944805415187,0.34759057243605146,0.45677627040533697,0.9689918171565906
0.75229897777574,0.42236247738100147,0.977960843122582,0.1577255116139321,0.28015896905980675,0.8691308196163685
0.10600925102212443,0.35446793947225363,0.946123090751668,0.05393143978409997,0.027239566706421813,0.8699439752570437
0.04399997560302204,0.13025174408431084,0.9590701936531547,0.15963666208822466,0.5633690296988112,0.9081458927535475
0.1494202069662059,0.2831187638483073,0.9315816550437724,0.867731632547291,0.15132317039181511,0.8740175509694101
0.48505891793833156,0.09915902662044114,0.9407032571768404,0.14349211195907854,0.7374480973579974,0.9567436929743504
0.020212379629480613,0.809944193359922,0.9762409783285133,0.5854363543276426,0.6786390672938631,0.9431750805282713
0.7746642688295737,0.6134784935492961,0.970764312202379,0.29626376799916987,0.5682343131752264,0.8275369070845824
0.42434879813806914,0.49149420601271065,0.9945439581436574,0.7910896696429371,0.11150040497676954,0.9671294720184701
0.16221163657950208,0.7834300881941683,0.9286107232808851,0.16416277731198883,0.14725139915513727,0.9764788265902022
0.11917285154106143,0.18944811638354841,0.9444728977741726,0.20791984404133937,0.41555522149713786,0.7921497826285755
0.17641468559196719,0.5892182072311836,0.9290766191796975,0.18736343160949828,0.19871576672511396,0.8062453490419565
0.8033060855992891,0.39386186563443415,0.9621740962415172,0.19920585840971525,0.19701124211742296,0.98408022170327
0.3789398229016376,0.2530324913350415,0.9051057239650145,0.8620707529219582,0.623475008592962,0.8815391674161208
0.14869795756554816,0.3916024868265568,0.99051525407322,0.6223257428229654,0.5519107626869081,0.8474652241688926
0.12962725916390777,0.64436927460162,0.9827556736870673,0.37550756650067474,0.5355546438411953,0.9130938814891467
0.17848868018680553,0.3569270401340143,0.9967071461536446,0.2093387893923824,0.441497565457659,0.9641142680646978
0.1112600195027986,0.38795476179759664,0.9111824574207064,0.25729013475638385,0.19141678267794107,0.9035915893215325
0.13070242820592035,0.05576573893607172,0.9187306272060372,0.6334455438038791,0.28360588452955066,0.8252798985768388
0.6340249308471075,0.12232754270656754,0.9076274082603363,0.598929496747632,0.2089426355534237,0.8603180750792926
0.24140085637575004,0.10651584655584564,0.9713859296848442,0.6674050406437606,0.513739645965515,0.9425027106660567
0.25332511026256316,0.27949764505519603,0.9985064379888509,0.7177529407258392,0.5797770680438981,0.8498192128852442
0.4772709787649508,0.10532821535494169,0.9584109602033707,0.12559247254164502,0.4250457384908635,0.9416243438163201
0.17517868396946265,0.009283452651463535,0.9926404763319189,0.3787945479156619,0.7500053309133541,0.9723168496236603
0.10172166961450964,0.37688803507021734,0.9213629192652789,0.14719200309442426,0.633967384271795,0.9732201129529017
0.26968622333199743,0.33489839161038626,0.9743146119653491,0.5709276307957848,0.5088019545926193,0.9115990686598163
0.06233388668040578,0.28542192856803417,0.9445753306808561,0.8674061083777779,0.10909857603085958,0.820185716601454
0.6594873893208495,0.5265592845858658,0.9241118672284745,0.11736410425224675,0.1409673204073204,0.8581493645691605
0.4003625891845123,0.33137074295069663,0.929234189510291,0.16956141374939424,0.7657148661819106,0.8303191273355798
0.28454917138205027,0.3577630190534137,0.9626447334260555,0.8222923666598403,0.14233801789837713,0.90584017847199
0.30392328784684763,0.30534414454364833,0.9181538515484524,0.5898294331597576,0.47142828996115616,0.9668885546710877
0.11950511590812327,0.6453940466962783,0.9068497864703319,0.1208679790641588,0.33716498716088894,0.8453895105852861
0.6543033292005287,0.31401596738397036,0.9547765139671358,0.34677673330720926,0.7080709299085154,0.8998869614607156
0.07853533138051749,0.23073742160086227,0.9987610621192328,0.5436940374326428,0.056571872683785863,0.9347991530085449
0.5645793730584653,0.4235285786968711,0.9117798074805424,0.618221693719482,0.41489893160169816,0.8811197437204011
0.5061929888432208,0.38313933757172886,0.9967579421830262,0.6216985864821046,0.4853271516930184,0.8622149892504058
0.15544212550850917,0.13517487013402943,0.9963424360999154,0.5089699024885581,0.27800804022181325,0.9029621594532524
0.8218371129628103,0.7884899207797746,0.9692411184506726,0.05092615834647795,0.6960418907257813,0.9870743795454046
0.7967637614093869,0.3684780184139371,0.993022257217268,0.827656237230365,0.5704609921981222,0.9403812905979683
0.8239830485429194,0.42619867450323734,0.9166864420938621,0.16000277333718832,0.23905306481977412,0.8198237519843294
0.7723761192090607,0.8297326517903175,0.945691894216432,0.4858236869800878,0.5021993079147745,0.8503484468921875
0.8433290038234481,0.21121950818582455,0.9618960162131346,0.23582100696034383,0.575061724419934,0.951919339145015
0.1516326309172977,0.461541157509226,0.9212170586598549,0.5574002041916821,0.017371170131285057,0.951920404724632
0.8439935747677241,0.33539004725906957,0.9823320360029684,0.7802715216816141,0.42719297831570713,0.8235743679561051
0.7144093197545769,0.13971503832999785,0.969901983435863,0.6983385152928213,0.6260334167340307,0.9306164634342886
0.24608499650880464,0.4102183801482281,0.9477401999149957,0.3310530341715087,0.1355010440520909,0.8398237532524198
