a,b,e,c,d,f
0.6284628232306376,0.5251338180343229,0.8905966665331145,0.4029708992637591,0.5827291440446484,0.719158196947621
0.6464355162335206,0.6808220873770744,0.13905492104890063,0.7648775460472655,0.05304773966807739,0.9216521530849087
0.43868787597845654,0.005509368627130289,0.6337889888737486,0.3482973094082808,0.4198204383328963,0.32669382558462945
0.34806725447726666,0.2982398172219929,0.860773211351315,0.882578176544047,0.05591938247892001,0.19097906922336236
0.31624973415032087,0.49377811002338556,0.6967345433182695,0.28888921217879404,0.36024126533060835,0.827644197843171
0.4054197419784193,0.09342309454529313,0.5722769609272642,0.5042133548692601,0.8616617381584639,0.13336020149265473
0.18100567316647728,0.5245989511616999,0.3933183420670563,0.9436888548750509,0.624929722031275,0.7294215379516328
0.21622169336927013,0.5058120526295709,0.25887243075777094,0.14067718374126176,0.9218579865123897,0.9696457974444652
0.19613422396767513,0.6639390959457926,0.5474091364060891,0.11953929714973997,0.10347670602832518,0.31113868490793684
0.5180877568654754,0.55061806756016,0.08308448487685419,0.6199459089594264,0.21433972673860968,0.5542778086101181
0.46308632875285394,0.02204812750543288,0.48824849960128247,0.43864121620260976,0.7876126248153155,0.42680797570083406
0.30251798867906166,0.6079232390021057,0.9271064064565566,0.43273762551912853,0.30711997663380697,0.26531340822316923
0.9925793314143769,0.2907983702578717,0.41367972255811575,0.8618472564738314,0.9231898175323827,0.8255337059253567
0.4817954371592904,0.7955705315369779,0.9662613285483328,0.23949399183343212,0.5530692081483969,0.9861427380870065
0.26090246909685744,0.29740629279570757,0.9371040064228704,0.9760266830885437,0.8005777631149129,0.9090916329576848
0.9393098562723685,0.4980811619233023,0.9574227356991349,0.8488524680792023,0.9884351276976042,0.8489334161439515
0.05606886868887256,0.9556692508536986,0.8851884994479143,0.04419720583166509,0.05156091303341662,0.8503410458217091
0.13584206832401594,0.37047791521489887,0.9247423906776325,0.957742837168259,0.8690994328702464,0.9511498243726337
0.3536585117127085,0.44637297849888363,0.2207731323862627,0.41969793410094053,0.974801289164463,0.7071168302403937
0.8844438000271498,0.9409194393639994,0.8205234693246002,0.5691572045153872,0.125995617315448,0.04706704147458237
0.10160085606092872,0.8695360838738723,0.8588332290376463,0.9065723790232686,0.8446249041548821,0.8696776321650268
0.4514533174096056,0.1483064889282913,0.9939764486422584,0.9054497574462884,0.9135987460242376,0.9386827354688488
0.4480390542817475,0.5183682424072781,0.18885354418019804,0.9842537147255394,0.8564004377332369,0.860803620363789
0.805558550599889,0.6799149857429257,0.126824537442906,0.21280687117742217,0.9387118440920139,0.8766805812662182
0.2697474031408622,0.8230432847394418,0.876799385137574,0.4884447705115306,0.7250554376930256,0.5616817905088458
0.406051979874608,0.012778274409869703,0.9890496218634007,0.943536904344011,0.9464863902548213,0.8541561895648112
0.2914170253343734,0.44574635878834934,0.5722955848986936,0.3858958686957238,0.8898140253531852,0.8290862563643838
0.4263034774540229,0.32660100254690705,0.4985918844349447,0.8969317881054268,0.09506180305897471,0.013911261284560595
0.3798342246084064,0.22116537432546146,0.3935389894143942,0.8914894014934682,0.11669937280007314,0.7629304036218996
0.7754173321221829,0.00250813203556313,0.09212659989152751,0.12278276672782115,0.9906476602315182,0.4321337524274236
0.6931589443231126,0.009229843874180797,0.997156224636015,0.3363946134203851,0.2813881297418881,0.9761953079890752
0.0656272422275564,0.06547756014765034,0.2413373497153816,0.8796972407879489,0.6108306045026767,0.9765566643603976
0.34747834824569646,0.23656317488995157,0.6930564045997227,0.8949675299078537,0.5844755305558894,0.44996657530693124
0.3999922325162246,0.6167632072427601,0.13931766139147564,0.5216071412872956,0.3003796334915979,0.7378563298104476
0.5265651220168971,0.40318427849105176,0.34804931935177813,0.2551366610140598,0.6417531272855044,0.25962043311633426
0.2560790344981214,0.6958711187727282,0.029960414840138956,0.9722521466135271,0.10970376937564162,0.08845574853270266
