a,b,c,e,f,d
0.08452914039200081,0.8553564640474789,0.2927812473357662,0.43097876902466814,0.7058205435371104,0.9345262729302346
0.12179705726527197,0.9932041659063379,0.5605084283730117,0.17046611047704704,0.18562919366123204,0.958634119667828
0.3594836936427236,0.8908388649337233,0.39437572618653677,0.814009393604444,0.6089862738739368,0.9472671032456846
0.2790383792601321,0.8684222682626894,0.001598416705190786,0.9062723049011125,0.7642675200351005,0.945642050381995
0.000356259236684856,0.9011134828383086,0.3485967830012646,0.983659405638917,0.8886516941202697,0.8877602860468259
0.5644788703215602,0.8704789630751382,0.007981619137436108,0.9460309916119845,0.8950162702441308,0.9159170931088485
0.5662790408151971,0.927281058578855,0.22044800920630173,0.876667505724094,0.9485628906661134,0.9725332890183538
0.21899554523990394,0.9619750521617492,0.4834824011157355,0.9007836133385998,0.924868315520026,0.8675552502120354
0.6861028058651127,0.8577091359513088,0.29580491661228747,0.23536213930894379,0.8387227916700342,0.9212099688045909
0.45734878790903516,0.9032661421700373,0.01747703701463026,0.28837084451635964,0.6514024580592516,0.974449146035803
0.34559290659122194,0.9774866728843874,0.049145527716423366,0.7591287674435927,0.5630711848772233,0.8714877599918804
0.15192629276653646,0.8895597874350566,0.637815999285604,0.7325839595791434,0.9158917141846523,0.8895573438808724
0.35160853419007565,0.9558258253496235,0.24548928203252215,0.9567836716470766,0.9292455547561819,0.9520361085463389
0.2266832253871332,0.8753704892500902,0.3580994393711893,0.7842443257807733,0.8043058508111152,0.9822865880108139
0.17849606016654468,0.8933834495983474,0.03510991232302154,0.731873486723466,0.73279666432491,0.9664719711320315
0.19590071356270408,0.8631369642966643,0.43226224789831746,0.8581932437953194,0.8984358900208219,0.9502627803328023
0.3434866464050592,0.8832893582754753,0.4191334537799156,0.5172172770066847,0.9633886206544229,0.9410720458983353
0.5579092924099947,0.9713410450242188,0.4250741244885848,0.1704975870418855,0.03311990130894055,0.9018691218587203
0.07143448849012655,0.904661717072229,0.277691290887935,0.9037015427142338,0.6942476551257405,0.9982570636835228
0.35523877994581865,0.8404775249474131,0.8607277283697,0.7755694807819615,0.742676939956049,0.8608641467293242
0.1367085462847573,0.8991113751417996,0.40036252482747464,0.9892061377357899,0.34669092188665596,0.9310506719496732
0.6311439165976536,0.8740998131395634,0.6802739932662839,0.8822059539501126,0.20395945432231494,0.9426192557252077
0.19069105656783614,0.9550200733981523,0.8361244047162574,0.9550215301799693,0.8342166094427463,0.87430892731552
0.19695726059805285,0.8303611267106807,0.38924172149617925,0.8499422686543481,0.8259610787124012,0.9496518992176622
0.39172732223504114,0.9794616648436534,0.2747946264681727,0.033411318877476115,0.9769915786642379,0.9773621350910529
0.11164599637996478,0.820481006079166,0.8687641996624944,0.5939504544160467,0.49437189758274047,0.9024831618765865
0.5583223159516997,0.9749427248377507,0.5421742676253379,0.8066076422849104,0.8894132874567277,0.9828427888293332
0.6670884173378853,0.8587917217571244,0.2742890829832187,0.7715835534947597,0.9335304679788246,0.8695269468428297
0.5364514344173568,0.9635056673552567,0.702282522321956,0.9612118217032256,0.8119772648447632,0.9222582293362945
0.13290623277043376,0.9386171334817496,0.6274880261682506,0.730040193408638,0.9281595291618328,0.9266222878010288
0.03766666173483693,0.9490116070688567,0.2985735288432448,0.8300732190664462,0.9441478979335991,0.9521263558339137
0.5318459182877687,0.8404783484498094,0.661305301102844,0.8973745043393981,0.9593499505569046,0.8878470450906296
0.5561985210575576,0.9193473222874702,0.7181446465178064,0.42398058751990053,0.4708174289499378,0.9930210468085823
0.5986305843153364,0.9810788432080999,0.4380522847994974,0.5908600199894954,0.4307420177117061,0.8880293917464328
0.4193342053482496,0.8443408631794836,0.48004225277095613,0.886281967317609,0.8711103006225696,0.8867083166868887
0.18583584671371947,0.8588186985442271,0.3592703952388801,0.8985707022002295,0.8476143618930145,0.9474884556430361
0.29235435419459477,0.9082758583661225,0.4669722685425924,0.8115486685511188,0.9036294643400175,0.8678769494329699
0.5618642627482137,0.9905360958182138,0.1748449334255226,0.9487309651540669,0.8651689881057322,0.8621019107081025
0.4153676179835782,0.9329405717906554,0.055804402044028575,0.8535610688633554,0.8311736467599427,0.9534296543243289
0.6257131177756405,0.8494976471371379,0.7995814901687457,0.023022055474804435,0.39711555563254297,0.8723298786688796
0.21758588107617163,0.9826162448258449,0.5880322759064832,0.43898946258582555,0.45289787174022716,0.8928702395391743
0.3535205737291502,0.9186426161513925,0.3474437840143378,0.7657056177030618,0.8631977723915455,0.9186164842410389
0.34397845173547903,0.941896131484984,0.14723539798542076,0.7080343671942914,0.9827570609663433,0.9774783635987775
0.24704026591635558,0.8221922277291547,0.09352120911542816,0.9205661719036294,0.7517697543482704,0.868146976510116
0.31829476434071363,0.9434276724695201,0.505877529732466,0.9397600845972045,0.7277603421671988,0.8803490251446667
0.6340830299910677,0.8945973455366409,0.6508944686356893,0.9025460911411783,0.8957517733097118,0.9650942090156446
0.5212651008752311,0.9241758264470358,0.7482126298751531,0.9942210103677362,0.8662193624846382,0.9683265835801386
0.06261320984568143,0.8791855391323922,0.4851835773744833,0.2860874002453336,0.15122683738802706,0.9856513391774508
0.3138686712562117,0.8203398478033,0.0779524838046369,0.5090424809470482,0.12868472004506457,0.9400435110693783
0.3931794765463264,0.8255265651667923,0.14974099894217244,0.7891322489619215,0.7433099755978175,0.9665864181952999
0.1538973824806985,0.9630613443077949,0.10724610767281327,0.9185550809933036,0.8573045532276489,0.9452438123572814
0.17623451458350115,0.9691161555113046,0.22255562301933116,0.7163609419793091,0.738921400526991,0.8648849457498434
0.6618380765679243,0.9370574824616671,0.47019471693932663,0.7154732377041496,0.7302716223604739,0.9687165638115228
0.6532529896661446,0.9210096227470652,0.1296976252032789,0.8121690526554652,0.8492316406934576,0.8964650881810609
0.5454611967070608,0.9661633382401725,0.13231894996956184,0.9967705908748983,0.7713131705483904,0.8776198310991915
0.26701221955775517,0.8574132938072833,0.41445375362348036,0.16579180531504145,0.2539145004795009,0.9250332183587276
0.0016533336801193542,0.8958728590705145,0.875727628840049,0.5129930808772586,0.4399638629881869,0.9878766459496551
0.11935479297205144,0.9680045002598325,0.23726226735374173,0.7992566707259275,0.8564520304627155,0.979449155937281
0.42775570746916824,0.9049297667238192,0.13000838197315287,0.7528658133366284,0.884898092576649,0.9355468653117008
0.227994769792463,0.9460138230764945,0.398192607534066,0.8140425413558927,0.8276606288499729,0.9094728472728397
0.6037501619349142,0.9690912083953459,0.5807466529699857,0.8139576924988475,0.959370413627128,0.8670315509563322
0.3050959433599005,0.945961099374473,0.46712845067768766,0.7927433239205955,0.9717955534801498,0.9063982019894159
