a,b,f,c,e,d
0.44603683505834035,0.4401789273819238,0.16336615896629098,0.24247369420704032,0.8812587330921174,0.7351938619968275
0.2856473977821504,0.22316530616159017,0.9865331699272916,0.15429554293505043,0.9199169144506925,0.787291166273804
0.31982238460038426,0.22839983566023273,0.9421381762061274,0.4971475121689537,0.821909478706774,0.7672029812172451
0.5463626569916951,0.22547655437830805,0.9835193213765777,0.17637706052844118,0.7844130147034876,0.9589046152077872
0.7960993668048942,0.5013443527376056,0.9558593561652147,0.6351995368397696,0.8871493818001575,0.850694396075699
0.32448369818660067,0.6582344050104297,0.9668922145443739,0.8282304848282311,0.947094220744034,0.997426567751997
0.03135437787769156,0.09374891409468968,0.8686104777225023,0.7938399885625115,0.9833894813832129,0.7509188913344653
0.5500410905502505,0.3858986732823722,0.40631526045802824,0.47235600336398925,0.8367767706927358,0.9512467531384732
0.3534746621237121,0.4322793458012485,0.3997722934212641,0.29215179952808623,0.9498884165042913,0.957958230098743
0.22681775552974665,0.4163275576524648,0.0012241571985339417,0.25463278164948655,0.7844043838633545,0.7342828249103335
0.24008072467557393,0.021788458293989038,0.8940339998755604,0.2801416329728826,0.8156645848015005,0.9544408966296103
0.6865527807585674,0.5069237731963258,0.9434261568390582,0.48171655422963533,0.8976856336721213,0.8020449689006479
0.8104431328599894,0.3850915829297198,0.8481459388527404,0.10519080052907373,0.9165696038006408,0.8307672033153122
0.7802686717801183,0.4947242445182793,0.8147166314279322,0.7302101841532186,0.9908838286003124,0.8099503368436597
0.7992625910960939,0.36749106803379744,0.9825706899735853,0.5741880992560866,0.9599720263936118,0.8878029562331078
0.42083505975314167,0.12201204962737475,0.8556463798601083,0.23786024132182382,0.9410027605641295,0.8182193485448213
0.35166028563351737,0.057352280921216345,0.4244975722021198,0.6715866943658408,0.9376190509534195,0.7635680923432638
0.27674253726177933,0.43847119793926176,0.5487126309415056,0.018144855892724437,0.9222668916192253,0.9623805585118466
0.8109904066417909,0.40536778731965395,0.8263734914661025,0.45952264267191484,0.8356076319089049,0.727965980990095
0.45998297987848474,0.11289292870113327,0.8945273702257673,0.5628928781161054,0.8646448487746663,0.7931515853123609
0.6434447409215174,0.27400567677089893,0.9890903388267335,0.7448386879803125,0.8220244599517014,0.9733540841498436
0.3575849765334248,0.13499815869804585,0.7810253931071647,0.0889798929912842,0.7666126079126541,0.8600540111259323
0.010366776096504186,0.14990101519713747,0.9570377481704341,0.6796445752050476,0.9057429633087055,0.8086801423123601
0.45533670926872427,0.33826305437622695,0.8875616940307854,0.6686059671330475,0.9008087633626428,0.8700501899923397
0.05953036868039141,0.6579381927818755,0.011039053484842699,0.16894686726505015,0.9983680839072618,0.9549352464942263
0.4976735123283055,0.5956374500290603,0.20962201946097617,0.1276117935819959,0.8091677425336968,0.788076380189144
0.10779440668299477,0.20225195719556757,0.8666648325309676,0.21107639314811147,0.8416630167689966,0.9970172211004004
0.7215072020835887,0.2548239504707796,0.908628586725878,0.019531157969154347,0.9991505063253381,0.7459153863931449
0.16947625520673706,0.06712309095100125,0.7977874726428217,0.4280075012300848,0.8491316305640695,0.9545504279355731
0.09621041816901059,0.13194186531215557,0.9212631596388831,0.5873371947356053,0.9941891871251528,0.8467822664336445
0.23940727778515505,0.6837202779028353,0.9760151191604356,0.6683621366516005,0.9157741638831745,0.7234145566986766
0.24902749643097782,0.4757947223434834,0.8095757971196226,0.09683680311451158,0.9447877759881212,0.9974655830413974
0.2953458851593956,0.23107419659486442,0.36866816111108525,0.4041839687820684,0.852691910520815,0.7947996177091078
0.4061490339088404,0.4959968742688796,0.2621535421851094,0.6267531193783084,0.9867857306596127,0.8840913518009432
0.5023567792783975,0.31147277478401597,0.7996263813800304,0.29054899615253493,0.8157517766423287,0.8994477802495335
0.10953426745965855,0.24925193174941465,0.8742120966789217,0.013941338012761857,0.9210003459487875,0.9880023794802066
0.4390408850071285,0.006539266659141032,0.8599776427787909,0.07235462293161639,0.8699960857489413,0.9965877191051606
0.08072537608994954,0.28920702529565345,0.8900388224194455,0.16135170539150695,0.8375456284866918,0.9574932666315945
0.8107714070250012,0.016321028122031508,0.7954909641028026,0.5983045897663066,0.8129734844735627,0.8360684963730554
0.17679736391717046,0.5462715785604493,0.8548621021982663,0.5583955491393313,0.8289492150472662,0.7571747403090408
0.4600278040331763,0.63649169979984,0.208518068024148,0.8072527302843405,0.9567596893252115,0.9680695848436682
0.0008781498463961678,0.7251902125307296,0.24604067612551692,0.6630350406315738,0.8445571889714895,0.8349234308359811
0.1910355256721569,0.6366121860707682,0.9777277986007489,0.4327674854012082,0.9553227115615173,0.719197900807472
0.13659330576026738,0.697619381962801,0.8624451734111247,0.23000939226170578,0.8563168047401288,0.9621663918493782
0.80331296955484,0.11486075827234823,0.43461545382795613,0.8212857551765036,0.8216577937867948,0.9333446978548551
0.11692184304949128,0.5527419006780084,0.9149427152854251,0.46091219137741307,0.9448407362690869,0.9240497677395616
0.16609200073826824,0.3694348112698684,0.9654387900536173,0.5271177029397051,0.8644580607510652,0.9479159917744564
0.7135434192800751,0.46537283826540926,0.8652847241135425,0.03082014281237315,0.9612548759530722,0.7149075906699505
0.5819631680916475,0.02548424763896591,0.8402041155376473,0.7355433667501298,0.8423866030256206,0.9501627211156278
0.03940972475623367,0.6532436206144241,0.8729168925722501,0.23220555406451052,0.9699378874960225,0.8228113941403065
0.2986802603569981,0.6514503148641072,0.9877956508952526,0.8053820148744061,0.8960593764211187,0.8644759374275289
0.07805066184844081,0.17156984471233158,0.18741231700792152,0.08098245690568766,0.8302423255646626,0.9318082692967514
0.6616028795056111,0.18027352768953994,0.41532583680517804,0.21722467225954678,0.8204748495407577,0.7801791350802093
0.06252792615314161,0.48222047940214374,0.9175168765430058,0.17542908953187913,0.9930836277908436,0.8550476234678478
0.3142624267687093,0.6552969142008429,0.8138207068601703,0.1251192503865945,0.990864256178421,0.7734435733234017
0.10222759877864981,0.37921000426979823,0.7850243050288945,0.12932751179230445,0.9494751185979129,0.8618244164900033
0.7230229992626869,0.7309673273929584,0.7961310768626497,0.428340040630747,0.9453126517808066,0.9870764506702601
0.2886970559395275,0.620228234525017,0.8165804151686213,0.6371882645372553,0.7899945382789911,0.982523984385364
0.054956678957897846,0.18538288105529022,0.8488683462750488,0.589526524561167,0.9838906041641482,0.7313567394487435
0.19126049292831232,0.43767701129363157,0.5941614657908142,0.0974598020774725,0.9930318429284003,0.9538021326482424
0.5457783476032491,0.22750676029862385,0.657952424747336,0.7061381067691787,0.9389856693139327,0.9440849499208247
0.15549259234560212,0.6581520037295918,0.8649360821718857,0.6646186418139657,0.8685257687002753,0.7996320094560246
0.4820481988153627,0.5801750672720144,0.7947347583365856,0.39318912162700304,0.8355519127973811,0.7800111592885155
0.22380896406027093,0.0006982761567938622,0.9262457214418167,0.5201552962754387,0.794724060561788,0.7563570148213896
0.5583733379865748,0.6611644552813624,0.8117186638955285,0.4361308065666105,0.8429154423854732,0.8577501775338563
0.13183733890689814,0.35001885483494205,0.804108664855091,0.09843387518617175,0.8500594211310045,0.8347032435804572
0.10931885697085077,0.22489949049135954,0.8326478252479986,0.4805167717120264,0.8003524364904325,0.8235170992961748
0.7541010072076388,0.647517210686916,0.4392016557769875,0.4775160760206282,0.9230498781537418,0.9425516090866373
0.4286139095545406,0.08701397794022618,0.10804784969029518,0.405379402492437,0.8826785130435197,0.8041688541319703
0.10226766350109098,0.3925236048895068,0.7988759251725638,0.22415901239768277,0.8346560509105891,0.8143686288863072
0.15903671386464746,0.2836976978139927,0.8806779900293215,0.24319347128197194,0.9693537823160596,0.7868628989090196
0.18695093438694887,0.21627510284682125,0.9198885990616171,0.031190309305009378,0.9362446787808092,0.9583730177717233
0.7088142526506461,0.527956837061415,0.9144686732382091,0.7799186857178491,0.7946912022647388,0.7868197103492385
0.5086162695800133,0.667169176013052,0.8839318182180953,0.6751176884784175,0.8994249977922584,0.8986629885120666
0.1870203906204901,0.6324767170600291,0.8406651337288271,0.8201257748440729,0.797535670738747,0.7958463826984127
0.3280824204428423,0.27669774787400064,0.4603764196148852,0.36541560734965123,0.9961417431491008,0.9747614291926533
0.06269554712778108,0.45896501388924466,0.3139512362823813,0.24239534402569188,0.9300233938931552,0.7692102225666655
0.5763145646102231,0.7364596409269103,0.9464909883199887,0.32944574755496303,0.9492030768843467,0.7507364558221298
0.20912216530817668,0.4748760574871201,0.8266796681937288,0.5374722642192771,0.8769308773931226,0.7591540508137754
0.4671771179106081,0.1480204446093369,0.8920346280906115,0.00020326628763007946,0.792412104356175,0.7416396843621291
0.44917414497437785,0.6180017846928132,0.9773296567410141,0.30482329571094824,0.9156966990859521,0.9858295595196884
0.620286745483725,0.4238481657695772,0.799256011808329,0.7281678672384321,0.8532748338565745,0.7610200149154912
0.2752242856262689,0.07503708041999406,0.9377781318748535,0.5829962556644451,0.9715135783959831,0.8638101562445345
0.6407906552160267,0.7049325713824859,0.248242820396552,0.7714836873247826,0.8672353376950714,0.9550035519750665
0.6337423247705567,0.5679748820255748,0.04229957709028832,0.45893798761610166,0.8934062678371947,0.9602680925499998
0.6195005127408215,0.11084006520803862,0.8205035664028926,0.6757574560811708,0.8969926752865514,0.9992793315560544
0.29350100572814747,0.3402506912657846,0.9587433190489774,0.4610314623549474,0.9165415922277664,0.979595769733602
0.5757392317378817,0.17228840512254842,0.8663070510722488,0.06710417216475503,0.972460288743727,0.7233766730031789
0.8102314682327528,0.4248289727217762,0.930877151733968,0.7630123260279561,0.9094715967472335,0.7520597036024179
0.4432953872066583,0.45152320792718964,0.8672544970444455,0.813978430457815,0.9837692376837791,0.754376371859732
0.30642781948486175,0.3226864285352787,0.9225088523806094,0.5614026767986756,0.8147841639379577,0.8465573399141957
0.09886287125241049,0.5536799077259952,0.5909654837695304,0.7627311512852816,0.83679844892856,0.7993524290015035
0.3473827079365281,0.19043977242148846,0.4988167439394028,0.14819566494800585,0.9664194998270953,0.9292326088345231
0.3236813449685341,0.37887308955658267,0.8612196631385355,0.7103508894499779,0.9400076760057428,0.713794979205994
0.7416646833069356,0.1829178538459379,0.9530600150506835,0.13256440308756784,0.8209109409920706,0.8346038663601234
0.8343846630781651,0.19569624178025036,0.8190590433142723,0.6337621312888024,0.8650106189874487,0.7607923885622246
0.30285534900661376,0.19163510886750335,0.9435931783806111,0.6232659610096308,0.990833385253169,0.823368924906096
0.34258457398963515,0.7238029817677755,0.7923300795464888,0.21958983992124664,0.8189431246730341,0.9142875653243921
0.5404055015633696,0.0652808589543863,0.8027711748911572,0.7218469896806436,0.9450901777409024,0.9801334077592951
0.15076136276555588,0.42851445750126194,0.3697423525171173,0.3469795042108187,0.9237489001625115,0.710914602254279
0.5995481418586751,0.26757945784498643,0.2032264053978911,0.3216672307290314,0.9258990663993681,0.7961764352913163
0.5114365836416483,0.09869837639936138,0.8345461041338716,0.542470723385153,0.8783776375381311,0.7988174865579586
0.8212030592401646,0.3996159298795641,0.92912946668229,0.37461626900431844,0.9974617597512128,0.9742006418758395
0.7045278105665009,0.5803262566199466,0.7809260042158124,0.7267053282656897,0.7906248408743718,0.886815316881708
0.8133348064060277,0.49748468484208336,0.9788097033065457,0.41596442032562236,0.8270662332586282,0.8476617722448908
0.5949113113305159,0.427601127905664,0.971735061561374,0.3393619972743177,0.927568444465112,0.834921793838404
0.03749285062260794,0.6705973335608866,0.8764081816632098,0.6699670377335937,0.8577419025902469,0.9851998561276649
0.32444465692671853,0.49406037003446984,0.5977187361812899,0.6922366031501878,0.8835257672447812,0.8785599944581901
0.8059934757763366,0.3535776915243146,0.49481698194189555,0.6635779460891251,0.8257126582674983,0.9416504969579601
0.31792912564693493,0.5783935758138626,0.5665443965215191,0.3607048149058698,0.950535355370342,0.750386960583694
0.18126897575583184,0.667628995349094,0.9478729664160217,0.6193768116623241,0.8214187016378895,0.7599511035696844
