a,b,e,c,f,d
0.29989625039259,0.38089484723620043,0.9931663165356879,0.04304817851592575,0.07886710483667468,0.9265464476094598
0.09939546928359003,0.285311709752875,0.9577281022187262,0.4711885568678974,0.18492077436386173,0.9541120870038637
0.25930410004739185,0.6100217295972159,0.9053746967679229,0.7000470240944843,0.36502324936589714,0.9480982521138387
0.32551047172944236,0.6163843074657214,0.800969209667402,0.21799235468656095,0.5777231435445186,0.8117853822209624
0.5280510198010773,0.14663834166472178,0.8796877887253898,0.6186923176498907,0.17425146899815366,0.8201585430331784
0.2801743214006328,0.4288127313541067,0.7802335118179005,0.01950672959756333,0.28644527597610075,0.9953538402463553
0.23361921680092573,0.4720987603695774,0.8727638254806792,0.4564100586896106,0.564814520268781,0.9465111385490422
0.4758052312678103,0.1176712435813452,0.7779512436281799,0.4200155644748217,0.7144651406285222,0.9013792517837651
0.4009678039177187,0.2940217865138193,0.8849020613075387,0.4580149535087243,0.47736089058980086,0.8717522798045639
0.7039784402993002,0.03835777143722137,0.935417208756685,0.6877745358230133,0.5166185968020707,0.9123914102038162
0.6212905538837562,0.32381625158577076,0.9579239358892129,0.4692709313920102,0.3355357254890414,0.9475295322218483
0.4353201657556379,0.015227426898886268,0.8347895195576833,0.760695615363515,0.04265257558229432,0.9623922613242387
0.5365481664503983,0.34157882839910414,0.9205866121355358,0.2536511186451706,0.0905138083083301,0.8925372876857983
0.5303850455157882,0.19657424277425753,0.7717157866947119,0.5933391389035572,0.4268230993732885,0.9443824924723958
0.27470891870824216,0.49930893525558323,0.9215030670992244,0.7621251474821641,0.5897921763978515,0.9200968166965446
0.10849212528967815,0.47023508130304514,0.9651854956251766,0.31648059749071483,0.5003573167894212,0.9565781211477067
0.41641478770949725,0.4146966588640073,0.8892326301493152,0.35003188665897483,0.5016121358703217,0.9980684714416792
0.13254164430882753,0.38944115870019125,0.9669456472236932,0.3751835386768906,0.03832287742652075,0.9119714927863138
0.03512194243002833,0.29308172772466135,0.801702278992714,0.05914325763732895,0.5119687985885301,0.9230489343491244
0.049667156316473914,0.671727406434105,0.8659274081102324,0.026362367505565424,0.47159415705868807,0.8408776047678586
0.6438413272231913,0.4098179513890719,0.8945328441318623,0.7118380849301149,0.14930441504309735,0.9747014222293258
0.7082551130231063,0.12774710167375733,0.9402545977174398,0.37418063304964255,0.5708835487669897,0.8179004953687997
0.5960745771535441,0.4065302636956257,0.8736606866495849,0.6084626693871845,0.6445612159854835,0.8636413259420895
0.19167266871533775,0.05574966750746602,0.9895208090313677,0.7623851106369129,0.3775159575656092,0.8413776285285106
0.6781749521144818,0.23904500996057582,0.9769514199030758,0.48700560320475433,0.4106202719592266,0.9363011678895906
0.39119313525022303,0.6497681871075823,0.8348169653717556,0.41256734214644186,0.36415131958605124,0.907895650692028
0.291115503061827,0.6846427186057698,0.9909150945441403,0.028664731451901262,0.1786444064785539,0.9491624673464886
0.050635003687420445,0.28420203600139265,0.9965983493499146,0.04988048985116642,0.06649146424939884,0.9106601697520869
