a,b,c,e,d,f
0.025028156163290127,0.9199368577691697,0.12457098549420391,0.8830136207591901,0.7451941949090966,0.29033157494080836
0.44482411561689056,0.9093732151035443,0.6015061045060125,0.9141577376513361,0.8749075975795437,0.04923056874018072
0.045350272043335214,0.9838646134005397,0.35044601959260524,0.9294381573122442,0.871404159554984,0.8476386873935619
0.3360088521680717,0.9085771485392956,0.21147707488763554,0.8907782323457667,0.8502515608495348,0.12074586042448925
0.6076334114014579,0.9046075741232081,0.5585333678401188,0.9476855602328078,0.8896676683531901,0.9350842758908007
0.2746681798076665,0.9542996586694663,0.5220557009004952,0.9629493758281871,0.8909076837820593,0.9595758563971405
0.3995899867447826,0.8960228480784506,0.03539110982398305,0.882570849988975,0.9803379143453849,0.8950399954397581
0.14356106657746884,0.9915821801864544,0.1777198363225321,0.9192335816558309,0.014765161604589095,0.850399353181883
0.5415063760824508,0.9650156402606112,0.43528159909667485,0.941904856134868,0.5284400110362668,0.8626572043595939
0.7028137829298833,0.8909211303269774,0.04872049237629208,0.9147594871401024,0.914453987628835,0.1713724543488079
0.5375518306057366,0.8758529612852836,0.6751814835470865,0.9317020984535461,0.9149398416477262,0.3522088790080109
0.6174930135809695,0.8836710146003851,0.30480021459375534,0.9685737858393793,0.8961132566324252,0.8736362327823178
0.5540461511877247,0.9716020654769789,0.30092814699380854,0.9405384336063973,0.8667579468361933,0.9170113832069786
0.4459928984611379,0.9416068057213617,0.3027669261938251,0.9452990467462412,0.9900883542291364,0.8752658106234261
0.23378258633056767,0.9747946994759152,0.1691525342881358,0.8672627753143752,0.9532990999617004,0.9785064898473899
0.47483070134630295,0.9369212728017868,0.2683104318303394,0.9365974918967396,0.6056840469780941,0.9951652249460375
0.04640673160025432,0.9996827581412898,0.03931214767026932,0.9331105595889239,0.43700391739309835,0.49137767185039666
0.6996955181211556,0.9824886060694703,0.08057074811767893,0.9668352399379603,0.9869738594816323,0.34184933820362795
0.7743299624476156,0.998618960537613,0.08340012680627443,0.8767664192744673,0.9849902074497258,0.9336493908496909
0.2175774791657155,0.8802986776494549,0.2726463289348002,0.8790942999089963,0.8715639977940892,0.216586532302439
0.29268618679811953,0.9090632998819933,0.05759890400730459,0.9431077716859304,0.8650407550490334,0.9824675383223053
0.5553293630132865,0.9305580397272724,0.4490040882078734,0.8764295495466033,0.9952752480032581,0.9727969718827101
0.27960922085200596,0.970464782845877,0.5486959848459857,0.9079076361116545,0.9655767071078267,0.3972811805295344
0.5247542675330834,0.8837740002868274,0.2719039988677925,0.9783621624306102,0.7156619954442346,0.9339557636589474
0.7664622677079714,0.9886064748150891,0.11939052953322504,0.9327260426006903,0.1910427480919827,0.8779965089253052
0.03961216293427796,0.991578696320789,0.40682761306014853,0.9204898018640267,0.05361043801323623,0.7099390877006431
0.6032089071298498,0.9750184888988219,0.4431197606554558,0.9543856919387492,0.9631623212912874,0.29545546736156514
0.7025353648638097,0.9594355244424899,0.4756800626658414,0.9308032045857668,0.8740637002276896,0.34416346652259594
0.3362582002801677,0.927082475494438,0.17894145776185444,0.9389220203829955,0.7315945916191864,0.8948410195526046
0.5985378136247178,0.9176889615446308,0.5295858323348941,0.8941122394303432,0.9757986060287565,0.8930230992680058
0.6326592618683581,0.933449414497328,0.18817590193228298,0.8903822408525744,0.9715700173442752,0.8875268558382524
0.2687992223633193,0.9167028465781325,0.04974051827139001,0.9672389020298824,0.9748181252380687,0.9079627790518795
0.5601882647880474,0.9395058383127152,0.2012342526551299,0.983986543657813,0.9332831264212517,0.801127654206743
0.2720298697142365,0.8772305125142078,0.5420456034690033,0.9126359540171011,0.8648868026246972,0.9320097661874672
