a,b,d,c,e,f
0.05468031638008955,0.33694470466102355,0.11398851083662,0.4142431163853335,0.9601011157050964,0.9353402444971506
0.2549265125996654,0.2864540582859008,0.20350473611681946,0.5695765381411741,0.9977557804120035,0.888252259878144
0.3606234139218308,0.8210819851654061,0.5627579716500967,0.3059130601464551,0.9381555718506162,0.9934571514237887
0.2094744636793018,0.22745462331672675,0.3990588634205028,0.6839428948075069,0.97092120222997,0.959655545694913
0.23325753439237695,0.6637052336055669,0.28775505232106013,0.6394384846488932,0.8959093592687521,0.9447858580945064
0.6190301889573521,0.4185711159143079,0.6806307888018067,0.10285231978453226,0.9173470041056445,0.8974989721745327
0.32634558891937837,0.5328331670454771,0.6549053265521261,0.08631021483120663,0.9800089727914718,0.9882321922641103
0.36559424049305717,0.2358684643823487,0.8343243365706915,0.3680054088622534,0.9203697228113787,0.9063888375925071
0.5210139169737025,0.657504403621437,0.0033666453291436712,0.6168974127684025,0.9798746536991035,0.950988283264874
0.13315938544426068,0.11287150926971984,0.6900076862375201,0.19415074279432895,0.9844709907992275,0.9298828751810571
0.7136750661036839,0.7338338675860311,0.5557680539024409,0.2778926936842547,0.9351156653484433,0.983418491990986
0.40325667044911445,0.07420524263801513,0.002695759295432691,0.5166199815839065,0.8798536031789538,0.9320624403770333
0.16232264251763678,0.33259811747866996,0.7376451040345087,0.7587732921198961,0.9348343984612343,0.8741873695143871
0.01418882688372708,0.03787483537732523,0.13024462278480553,0.19846878657295808,0.8741589312733472,0.8854618318236103
0.28315915479464016,0.17490773144978825,0.6628086492341523,0.7012710183380063,0.9874821350581396,0.8916586929922967
0.17429881168686806,0.30259775701064373,0.08174358409754985,0.7733307214325978,0.8803748511165922,0.9025631927757325
0.20715970324035154,0.25020182654833323,0.031920672580351854,0.1316890870958509,0.9500795394703165,0.9488367082079252
0.36600454601180443,0.4050771703396014,0.498323578867667,0.22776250753424473,0.9899094015492079,0.8784952297250291
0.5902590658078861,0.20675825274096205,0.2595487478100398,0.5901372770191731,0.9117675939831716,0.927102882283115
0.6324837437455724,0.7217501629125737,0.03904196594765482,0.1316610619691301,0.9335887065194658,0.9744068349559093
0.6039792827576962,0.29425426560580453,0.16328266455800136,0.39316621581591316,0.8878464710986335,0.9050184921886038
0.14551108393193807,0.07688822538036398,0.5721510150249237,0.7029027802685945,0.9199328479331468,0.9700576704070847
0.09920019718117928,0.08600925779481547,0.42757484505696747,0.09164049124525124,0.9683698664060632,0.9397908968995715
0.3433726489125781,0.6545508865467791,0.09651097381027424,0.5583941510739248,0.9681057855662981,0.9796553208588021
0.7147563467754237,0.5367929315010099,0.044351382199272524,0.5361040848546237,0.9501711058565514,0.9647192837023876
0.09930588053132769,0.0527412653200504,0.4453195449393505,0.3366715158778892,0.9706072955938024,0.9533571658709245
0.4101050174383889,0.30561670939496555,0.5607266105759466,0.34691947767264575,0.9368655766345684,0.9009097591796653
0.6090182948311513,0.0655650257046765,0.48203017246958274,0.29114407041476187,0.9388364982508903,0.9283391908554912
0.5725035865413309,0.8569360772829313,0.2732590027282804,0.24544353394391125,0.9180887721523221,0.9366634749614385
0.5736636030196366,0.36410507583015655,0.6578545354185332,0.02452036564596696,0.8776370045053417,0.9964171976351943
0.3104552027698604,0.35394267459423256,0.48789074081465367,0.4370320670411506,0.8835912074630525,0.8973625284479467
0.4215184655664326,0.05029769639811724,0.18942381538646233,0.4400370467116617,0.979220822677854,0.9961830995832865
0.7129350350588326,0.3054395040734718,0.49732406143449287,0.6643393136036627,0.999030278098316,0.9390447940231266
0.6266127563508611,0.12634422692874528,0.08748251148273468,0.3779064268638676,0.9486220768596033,0.9872433920633822
0.5674983392547556,0.6691711779923115,0.597249909739636,0.7052460635271662,0.9478831131367527,0.899931082162744
0.6505454141528819,0.6498108747299742,0.38984852463142017,0.2700102843198847,0.9257639427557555,0.891145393492278
0.6094154117843191,0.7702406744986771,0.3026995255044309,0.0628892151862043,0.8833172482310098,0.9167079178756957
0.292276901932611,0.7697546311717561,0.2621242927339208,0.4450002838252749,0.9011427954008725,0.9894546358452256
0.007030061135466531,0.6402417651442275,0.300317879991717,0.23673891278070922,0.9976077762888391,0.8777663482737597
0.25863792260065166,0.40591356642525933,0.09278919058925314,0.6398541488348799,0.9977994151760766,0.957775275840338
0.03401645779836346,0.34876469288611905,0.5316489867428676,0.10706540880690792,0.8938252679192382,0.9704191678869195
0.6753885325469262,0.08124300302049013,0.2719343777956323,0.4128384489077746,0.9707989153379059,0.8780872374867664
0.6530976689616251,0.5343675923511926,0.19857413952961925,0.1536797531728494,0.8826915419245799,0.939655960893453
0.696133562958623,0.7138803227820251,0.380981169750934,0.19612288672546874,0.982073163794791,0.9581215171153736
0.512734851389008,0.8659285559166233,0.2544637806309931,0.45219676078577686,0.8919173298456408,0.998870127204168
0.3828300295795444,0.2253062295497787,0.17122239298567712,0.13651760405097638,0.8939051781527934,0.9874078326563978
0.5876886617544543,0.8638018841887581,0.531932382861105,0.0515721694827497,0.9315879217910976,0.9316657089945835
0.38327949493059366,0.30864591847586925,0.3197116748335968,0.2755363303918894,0.9668579184930154,0.88749537277858
0.17050294744696096,0.2826253527730587,0.43132375730066547,0.4919985613444638,0.9032270276267963,0.9975494411931665
0.04890398855596986,0.1959665720301171,0.6407314992992912,0.20765391066674144,0.9408266308454107,0.9881687909251906
0.16799228494717963,0.016781579882129465,0.8319649719764528,0.3370566216024853,0.9819230674556384,0.9463329253270709
0.6134598236034002,0.5005148951277089,0.25420447954019854,0.138302826582695,0.929084269091441,0.9109318749649745
