a,b,e,c,d,f
0.05271393850225968,0.9984712108475307,0.7749295399817201,0.09098818283551316,0.05633413366183412,0.755065471881192
0.6940071184546323,0.8617347819399019,0.8925878085692351,0.8586596625411079,0.6845777688753142,0.23012355177642166
0.5695424218478189,0.8157883036344317,0.9255754735416584,0.8729950401978231,0.9155132723596244,0.7140827720428425
0.5357476060947416,0.8088178018788011,0.7664535960846409,0.8118124831363592,0.9242553367712545,0.967123589239482
0.35852205060077347,0.8745892568172328,0.9128332353793562,0.9020877292255104,0.834023438134746,0.9539216877450228
0.7506899865469636,0.8529912831455665,0.7351287276577817,0.9810757020847483,0.844939569481704,0.8061293801649714
0.6235819520377643,0.9035052477985082,0.7620477320049638,0.9364249709994535,0.875836753335253,0.8806745783774074
0.379782885411579,0.9279477798855825,0.9305826025638073,0.14593120835495466,0.9372894812543392,0.910598642185397
0.5040854320670739,0.8886180917961263,0.9382681950354695,0.502243841394156,0.41331904368502964,0.9864074114426954
0.4167531127406896,0.9626428182728443,0.9451277866570156,0.8868009574958081,0.6353465644111943,0.05086480609666371
0.46141445907598977,0.909597051606306,0.9958591704392621,0.9691922805917617,0.8573063143091061,0.024655040543947227
0.059936906523931785,0.8087060822049141,0.8321315587786746,0.8671997504280704,0.9947708175014779,0.7324368814437446
0.6398696676582988,0.8655406191684148,0.9767619713224263,0.917456084283179,0.8197882341953067,0.7124071377339622
0.647020237672993,0.9936967620831652,0.7649052120817732,0.4891616107011243,0.9940066577899533,0.1927712750499243
0.039960136184149855,0.9182076210186291,0.9085880231562968,0.9857315443436794,0.04081676608754057,0.06118334532378267
0.6976616667863026,0.8505268921378704,0.7863069480026782,0.8317655043528341,0.5507456636321341,0.9194811812131216
0.1567154092734486,0.8797115845490332,0.9273562584508267,0.9771994575287659,0.8761685192486172,0.886006281709941
0.7559142362563763,0.9814233959524381,0.7999952599710944,0.8155237094614401,0.9832393267719829,0.8622501653877214
0.3926600993838267,0.9176544871276391,0.732949385755911,0.530294350425253,0.9802319421342258,0.8485867883744999
0.0697518940020223,0.828007538874244,0.9438211462455801,0.9383161804347263,0.9397311070801064,0.8705542507815447
0.4018442586218071,0.9662861793470794,0.8360407634426108,0.9460565090277172,0.4467781350341617,0.8354140062788447
0.6634708677405208,0.8514034176151202,0.7365246824412064,0.22652695419560764,0.9542372935902248,0.37133705160104036
