a,b,f,c,d,e
0.016713387376630064,0.5316538262937804,0.9716997659029099,0.809703720760143,0.9544970349412228,0.3948042950378584
0.1347794632174625,0.4494922447477535,0.91386064916701,0.42197432155365905,0.9281656482991648,0.05180380961953612
0.18547074333255434,0.7543386725440882,0.9678983916038066,0.6114873998504069,0.9505181185534741,0.10373012523011788
0.4920182169025491,0.3342048062653767,0.912773268540426,0.5813665448826316,0.9579250903402818,0.2242276027245898
0.5808574216595814,0.6389711187018815,0.9699756247588236,0.4269502255727095,0.9904465409187089,0.26404754797348257
0.1112094750545744,0.29954246728712547,0.9087783082356568,0.06394839595834348,0.9296835039942473,0.47673127950169314
0.23722243293064582,0.2887865327960209,0.948070961357146,0.1564713546980905,0.974974250967324,0.500887324025739
0.49288954527258166,0.6826962030593893,0.9359493548814752,0.7290825475212149,0.9153651373186753,0.03152546060079078
0.6160832674562956,0.1197075801664517,0.9028259479146454,0.41024793527254905,0.9168354337829328,0.2144920540630825
0.4451881505095914,0.44122007608883096,0.9691285093949318,0.5052334058963058,0.9427568178435284,0.4611789742857556
0.16294997417279217,0.5575953156068701,0.9691627279735777,0.4103947101373425,0.9169262224290294,0.1993644123235537
0.10904295564853239,0.41756493440599407,0.9243881990679369,0.5286219723311402,0.8953567254418507,0.21593426671209637
0.5894452467657892,0.41632536219039223,0.9518485486588117,0.47496783952464,0.9827639968571482,0.005778658613895121
0.3352066643139392,0.12712039030734604,0.93887405576632,0.7826997196482641,0.9546005202261363,0.19278222459658173
0.06457545970741711,0.5958510232621224,0.9844723889688543,0.8520429167459007,0.8970019905345035,0.41462136470492517
0.12378168989286159,0.5797126320048768,0.9972091942562129,0.7392566569809775,0.9647738963855765,0.688245861414189
0.4677300901828193,0.7048328388106057,0.9272802642650814,0.3881033510043001,0.9591578149609469,0.6396294777056837
0.6809536356587491,0.2815769540569392,0.9382365716013961,0.566689294381895,0.9347884012490066,0.2140952721290126
0.259530153683198,0.11928099097506238,0.9124900585548533,0.4603733373216055,0.8986783683814101,0.36916880932410373
0.3747799559899196,0.41463088323849767,0.9091714036285525,0.6606335950220978,0.9833315416799108,0.6247246235043713
0.32929811291843897,0.15495424910993522,0.9881709416676704,0.20635034954510534,0.8958015552798956,0.606088389762626
0.6466856031639814,0.23078755968317763,0.9597272772204956,0.253721370075998,0.9045987120410988,0.1320009282374407
0.29511429638810704,0.41387321994518145,0.9553160791649395,0.30622797847596406,0.9610694701953963,0.3813650689275846
0.4101468797708848,0.40225019810740675,0.9108589712027394,0.21911952700170775,0.9713274934295196,0.2623169217130693
0.08514003291224014,0.2589677827154406,0.9849671103177677,0.5764848265613239,0.932136646044154,0.04134883809001039
0.6509863970400811,0.42999114645824,0.9889134621718026,0.1017330722344922,0.9265213282797977,0.5872217087190768
0.4538673349238456,0.6416154497286899,0.9626250714584604,0.6205466964568686,0.9472554812269938,0.4529162902864014
0.28765585594840193,0.3474405032016928,0.9928738340318402,0.06239479750705771,0.9424707652910447,0.09957256445322477
0.02997230682844238,0.7907228476594423,0.967591943645688,0.6698440860579726,0.9892999242712884,0.7245010848141835
0.6152702051433093,0.12745711679883423,0.9482970692613858,0.3501454668717174,0.9911152720130068,0.046990983198900965
0.21130174870978652,0.7478505928926968,0.974705616998473,0.23825972482926158,0.953090688614267,0.3963728641937103
0.5384233829689107,0.6251279896229197,0.9317357155362526,0.5837194771740617,0.9924748360425101,0.2630330873571687
0.6940712383661654,0.6570222388435629,0.9669529245178632,0.18181654189442645,0.9761419997436029,0.22163779806358613
0.7281248856824036,0.6627124917388265,0.9733672155098955,0.830494071605307,0.9037706608045764,0.4071698033186932
0.38328841409271514,0.25023482423564375,0.9135579847840665,0.2146070957150176,0.9028275247984953,0.46968549227112544
0.5650915602092307,0.011063504632203892,0.9718766376659073,0.6090396711808469,0.8925915262424352,0.5798472691405869
0.3186588616162474,0.1996876803047769,0.940205857435125,0.01295366470864254,0.9493733908370647,0.5756389912398159
0.5890761268535968,0.03836518922097172,0.995585155931382,0.07219034553880899,0.8964266400166676,0.34655682983743186
0.00048733054105605576,0.22545856665383035,0.9890557279641959,0.5206566398293092,0.9055466184731429,0.5809081883484615
0.493373382374717,0.09280969925163314,0.9885030545102018,0.7912872330274716,0.9114507945013058,0.43792718841425027
0.10522714617644985,0.49186096284650455,0.9462903252810746,0.0856366532894475,0.9860090474232529,0.2737303337344246
0.6962757687460734,0.6039541609779254,0.9991258003133241,0.6025529779598405,0.9853838056275663,0.6440870044055481
0.6940484019964331,0.7378826612260893,0.9647576896369766,0.7993141681431422,0.9996488281678666,0.6345977933664053
0.5559801109413789,0.431374311254537,0.9096391180417491,0.6045784969970596,0.9924529228005436,0.5300732320881092
0.23950472645627563,0.518004219690469,0.9689415868188462,0.6807173782790733,0.9849232082232513,0.24488914258343278
0.44949613694962587,0.7322555964148645,0.907122732411367,0.41522699158504156,0.9939542505430807,0.3111942209102343
0.7043967680575959,0.473132099303177,0.9332569857911729,0.22347205081009763,0.9565937861382323,0.6853790794628075
0.5749379624795117,0.43007288381296127,0.9405191709128885,0.7765473711364165,0.9263975873916214,0.11849328338803924
0.3010878994056675,0.7700963523841828,0.9628495628429319,0.4487954974260092,0.8905885405961625,0.5741257315503394
0.6250946802694799,0.33135868713163064,0.9953022627894644,0.23940484762834402,0.9196051488425565,0.22955156982948094
0.11122263537614256,0.07811369998883794,0.9354469452793182,0.26067613438463877,0.9187103352176174,0.5144350847442456
0.10720762581791868,0.23625916457684212,0.9194061815573323,0.6745787534253705,0.994231415289516,0.3658053731997365
0.050058215774929256,0.3070762137543532,0.942029910948716,0.6317994594083574,0.9877828032597121,0.1006759692854334
0.5563897538826044,0.40119377820147994,0.9357069359120845,0.012969415786753601,0.9698861376049721,0.5159863703382763
0.12666224331976583,0.38164818006518986,0.9424972977872369,0.10758691083012203,0.9785243646111321,0.08240722443726917
0.3301859822997636,0.2459453283605794,0.9930271865213943,0.1563253492250435,0.9509694917076541,0.6945033257305712
0.5630744603730431,0.09937861920903082,0.9704078008459399,0.33481622445996245,0.9811041925165506,0.5184980967489192
0.07883010897462531,0.4651641692327389,0.9200565881367644,0.32108176255896004,0.8955245439731436,0.4367301754787545
0.451647958593662,0.40811792698983473,0.9790027140222465,0.021666579040252355,0.9819466686947462,0.6492760238249919
0.305092046926504,0.040472379475964985,0.9476006161757309,0.8678069640458124,0.9385900834164808,0.1768967416719618
0.29157938245182874,0.5447257426255913,0.9619596846039237,0.8155428437573039,0.9061061044651161,0.15927872481392016
0.5230144101124635,0.7042806863977922,0.9701985714527263,0.6803657688752294,0.9865914877858114,0.4820311701577
0.5336643671554129,0.7740078527910798,0.9085754226715368,0.08055664949799043,0.9917621287909161,0.6348236410540073
0.653644182366823,0.7901975308965778,0.9101121029530642,0.17537490351163498,0.9588337816103493,0.6812639088328022
0.2753935680760212,0.5001686672947351,0.9513085654022926,0.1982344196388015,0.9523028699271181,0.5602592008524653
0.7220370278644963,0.6026561384750352,0.9785725946440543,0.2435059201592921,0.9427755705055918,0.5933885734549761
0.3492345084179396,0.048008338889278517,0.9694942665581846,0.6468002278970669,0.9602788398387999,0.22216948268472853
0.6003664294932446,0.2125987133773486,0.9246017687343289,0.5024101307112461,0.9752960034568621,0.5344383257961292
0.2041650824188759,0.15846821511925155,0.9992557652847661,0.7881116230810691,0.9927093415168682,0.5180358514605611
0.44781419542677514,0.6697254648764682,0.9146858255268521,0.18959975122521697,0.9911152156886598,0.4819094517045957
0.2691286998566287,0.13746819828831908,0.9116577931257688,0.7732456759863652,0.9103175655784312,0.15145506798335862
0.1647350577096601,0.726099298395731,0.9340880478199518,0.30770679095835823,0.8963153130920546,0.3289848788001899
0.07116449351099736,0.22065139218766916,0.994779650925015,0.07772142539271293,0.9237284749780679,0.26857914582176845
0.1874403486218881,0.10929661457877088,0.9993536245035992,0.2992310918668641,0.9024829713686623,0.714829580870928
0.5847761439487849,0.024027704958029084,0.944953613297931,0.3537075252024542,0.909623565916559,0.3083727091162808
0.6042555586032471,0.11509625505853745,0.9324734829808683,0.7645376119367786,0.9770989852815333,0.1706622904574115
0.5780279187433747,0.20983611699474639,0.9080660227160827,0.7336748063027301,0.9550308574101856,0.11984327427609806
0.6544535631424483,0.7351288090873425,0.9569231640315348,0.48465540013100594,0.9357589704281798,0.2604134753318822
0.10463560015689198,0.32426711023234045,0.9805194596067822,0.6811244775030483,0.9081002326139864,0.40131005406776393
0.11530726418530603,0.3817323762116588,0.9600477757130991,0.6573354912929079,0.999573588436813,0.4136566375502685
0.15944544475659886,0.3318893626574469,0.9452168142404878,0.09523149382128202,0.8974079247196044,0.5298176813826434
0.3529222154387829,0.6392321004289696,0.9099942332439498,0.49323779370605036,0.9265213882434337,0.023974774783050684
0.3840924347885813,0.36716916229014007,0.9253614852728018,0.8587128249957295,0.9610585696545444,0.2320681255104135
0.3074630661796662,0.38471809678204033,0.9834500393034327,0.5578646093910922,0.9756365861729558,0.35257464497971824
0.052623339069799,0.5154191056587824,0.9198750420327697,0.43825763543915314,0.9343069061773722,0.6521298398975743
0.4065552691785147,0.1037973061787974,0.9378901608828331,0.7534709234227397,0.9314497135537625,0.4257062112226905
0.05344218341421754,0.03174737858204484,0.9291099198367626,0.22874944120260826,0.9768709280438621,0.5872437726556703
0.6156756879567618,0.5166707307003311,0.9277840135561607,0.7898276854722639,0.920166647233097,0.1797837047750851
0.15484242897973988,0.670699112757528,0.9124314872426845,0.5053243225384491,0.9511188549563842,0.6975902699806122
0.41633275546237736,0.7085935998410573,0.9082448745942493,0.6160472409882781,0.9178473746308666,0.5134690617266223
0.30855869359247623,0.4639007420867154,0.9317366065414022,0.5783864058521313,0.9969545020022034,0.12762187549699627
0.2814159328060226,0.7287928082348117,0.9133214826782629,0.17430724944684564,0.9727067621461799,0.5221639430387846
0.15359774571221488,0.2823274227568317,0.971225329510145,0.015177807237622843,0.9543818598242118,0.2744189273068426
0.3879120496687215,0.1551180487354376,0.9397755599137638,0.734634715107661,0.9964139347789834,0.46603487785513076
0.6132637087005243,0.25012734205921866,0.9516793993981835,0.8177687234234133,0.9773156018152074,0.6352291159520171
0.5313136383409024,0.7458146919417775,0.9202433003645195,0.7298603304894555,0.9205898207243269,0.37326214313953265
0.44449415856960084,0.49066397803672734,0.987276375559145,0.7248395721073263,0.962607734631546,0.5127665984944919
0.05041244044477469,0.6448739672903254,0.9642818834085312,0.16440674304781944,0.9917900306979002,0.6897654686794066
0.16570662359643998,0.7084599626487991,0.9339211140157448,0.7078515284843654,0.9454978029496214,0.07661477598797056
0.023850741678307388,0.6820388552732053,0.9908011060129205,0.23843482158867638,0.9441501284074467,0.396496918623376
0.4418865784050235,0.2097583534866063,0.9293666366368681,0.6705528917512767,0.9110868055109115,0.7103088416005866
0.4505789105164668,0.40432180629294134,0.9319530047383863,0.3193550434665238,0.9152269107807885,0.7192571432744541
0.2725272272305781,0.21959857166275,0.9762258608123414,0.5980347032432242,0.8968883415134944,0.4502098986151827
0.1726544366834697,0.1494345848959088,0.9911973743438965,0.8476318705844295,0.9244648671264698,0.5212763076126355
0.3811797692455643,0.7483746954274979,0.9687835722758531,0.49490193101728713,0.9739789319221634,0.016969770051622257
0.5664118304323535,0.6184130340587651,0.9631423810961414,0.12213083462414305,0.9317196371788481,0.47835531380255714
0.07691262636859632,0.2213233963674017,0.9532660904863124,0.5648603846417871,0.9451100083755557,0.47044848488017604
0.13403246076436257,0.1789174705486163,0.9478300812229751,0.4752372438053108,0.9727461598213779,0.10149033092834614
0.6904036723059844,0.11198813385234221,0.986099029921639,0.5914885481347167,0.9251297530363499,0.741754033786149
0.10246850707189217,0.5462704203173664,0.9067455755530979,0.8106720303112037,0.9268227765816718,0.22414283114337996
0.6818184489178425,0.27390022001178677,0.9800066017690896,0.4156537605243316,0.9875920242719485,0.06369442923811461
0.025062718113057107,0.5252811789378193,0.9917445586425159,0.46628895879356624,0.948588762538368,0.5058622279193755
0.041845796270596466,0.78801653594979,0.9476978495148649,0.7710549430213771,0.9612391181026241,0.2314500918623682
0.20396380069657008,0.38303248677299995,0.956891560856744,0.08225734366047194,0.9593277585576082,0.1679760623989075
0.36038585867205375,0.38470947712942216,0.9508801083500023,0.11771292404542091,0.9321724279937978,0.026171866573280522
0.2525678597810739,0.156914712734035,0.9080863683281379,0.25525025412657065,0.8997861627065892,0.6369832987415253
0.14766930150169771,0.38982614061981274,0.943550569822027,0.8294099145535667,0.9681264156483156,0.03644886057700761
0.713409647860437,0.7102510281135007,0.9718027539914887,0.38862286225308773,0.9685794972320039,0.2867892200729839
