a,b,c,d,f,e
0.1441389698733003,0.10353660193277107,0.38265083163893193,0.37167397694965115,0.7906622500804381,0.8057142260598069
0.7916505688606901,0.7355705983463041,0.014629445462227468,0.24382562463141683,0.7520357870367473,0.9674360838684792
0.6253396387806466,0.07862839191943492,0.06075903675422543,0.13322158657700287,0.795691335116549,0.7788067992366469
0.7159716500095971,0.3684015403519494,0.11224189229739606,0.22264498430854307,0.9128058186266144,0.7202763873851926
0.8053382167274824,0.18989709078817602,0.09097668178351064,0.09590298931092996,0.9755004400529002,0.9013256632908789
0.5396801714970985,0.4105747607917749,0.507038522536357,0.6038267512535738,0.9205013512148439,0.8856132352463724
0.004531461376672006,0.5540615104384083,0.2296722557840368,0.04161065192029163,0.98309054456424,0.928423959361679
0.06207781467342674,0.6379419497571159,0.4443757949501892,0.6093035253820774,0.8493917520336938,0.9609088762344979
0.5348313789298035,0.6158239990015179,0.07151991215918145,0.2117458287282582,0.7473261562724225,0.809690489875085
0.7966396812555805,0.022059963326273697,0.25459218892837887,0.3680310202649306,0.7286066196016303,0.7446152577740446
0.21864393363016033,0.5896486452459467,0.5608432380097965,0.035354696553740975,0.9273251274938983,0.7400210635889071
0.19235821010013648,0.28823509430040833,0.7153660665618159,0.7335783681454631,0.8913328615934641,0.842358577295931
0.14488975829937825,0.1474599897069814,0.013080954616041451,0.3925968488711676,0.7812763592108087,0.8682284626075261
0.6318853092944189,0.19908771340693626,0.5318637720673456,0.6118073102610552,0.8694599366358798,0.8190723405946488
0.14445164042834813,0.45096716817241,0.5640647229665886,0.4977956253870618,0.7689714259280496,0.7987650470113329
0.20408365956496366,0.3184236148167268,0.19875732090231377,0.2076674696107973,0.84272420429038,0.7400680752934794
0.5788140997566725,0.5365703179437334,0.035654284157812716,0.4049678461206887,0.7613873747662646,0.9558537496047831
0.6547708139751816,0.215782780582324,0.1501015868879243,0.4046406894996813,0.9599866130699275,0.9166373949600126
0.44858930424691607,0.2055558137813263,0.07000690138162247,0.288959901222362,0.857563608443613,0.8731908374521155
0.05444686501179262,0.198428944821171,0.6745450354572075,0.36804133293256736,0.7544346013759278,0.955610359850477
0.7017448032419887,0.6352350525655412,0.14678246328260794,0.23159951552426294,0.7745712990978922,0.8773821987050435
0.561414230639645,0.16952795714127555,0.5148876671040123,0.7555261073393349,0.7579846954687003,0.8755573872416897
0.17614010155237164,0.47223772558991717,0.22666248376895765,0.5310639788802638,0.7260598086776853,0.9986147569947919
0.6196085021745082,0.4622038747844674,0.00822354069418862,0.4408994011025745,0.9573603119281163,0.7282638280232928
0.010293727111309573,0.43501451632092397,0.5879825645881451,0.25093233456947656,0.8902589447467739,0.9270141955218613
0.3240039960874504,0.5463456357312647,0.5157335100265449,0.15612509009540423,0.781066567156214,0.7638494014589851
0.46030733415602887,0.26081000889668815,0.6226342946718473,0.20781780871225025,0.7701050755658366,0.8700389726225456
0.7237469017457367,0.3700839104518606,0.282181517740143,0.7066983514293796,0.731720981183686,0.7513167341960996
0.32814360233586853,0.014502908350262368,0.2583825825251617,0.38676240227419,0.84810203242711,0.8275555160171425
0.7962379643772496,0.11907020836631911,0.6501810145954847,0.07767367788112134,0.7679064828367813,0.8292269779891162
0.7384609618669539,0.12247942535824159,0.4339645166204931,0.35097328016393387,0.8091745639707301,0.8912803777818796
0.09759580261316746,0.356635084084595,0.7655016032386033,0.3265054354130887,0.79664021274134,0.8962981750459824
0.3649882449226014,0.029387833242820533,0.31900459982349977,0.6045395996039892,0.8232875950543724,0.9061471168309202
0.41159321218937234,0.23151414138123871,0.22226840937082576,0.03281701894359586,0.8185101081012889,0.7269184068818864
0.3699989899467067,0.5803596062741943,0.15538226433314542,0.030034123026379422,0.8529460282449215,0.8898199925600201
0.2958773552501215,0.7297653848596052,0.43497321092642705,0.3662446937210577,0.9714879980241232,0.8392380644902071
0.6820308597079687,0.7185934888356682,0.33385397699677677,0.5212349649976251,0.9476588019252922,0.9456917512104805
0.7360627384420226,0.2193377094589313,0.7616222209530188,0.41429647011278264,0.8667300340352325,0.9974738809599543
0.5361166849920439,0.17844693219805707,0.5516301036075815,0.5020145813395915,0.8553252546283094,0.7662432627629339
0.4338495555819513,0.04136103868959697,0.7644757730329171,0.21113235072643796,0.9133609545223257,0.9443489093968885
0.31992119171084743,0.7563715715045137,0.13653235462619717,0.6576009298343166,0.9457575007425745,0.9151726077006455
0.20493963868800966,0.7649212734210993,0.25195798171181427,0.3107026020229383,0.8766268386073635,0.9027317430069015
0.5133156539442643,0.587259747972977,0.2599406051081239,0.3550706511418118,0.8571287342499927,0.7464433459745374
0.7085688450614568,0.7560193758322318,0.06547455999924691,0.25482244213614047,0.9859081265341174,0.9424036512965699
0.07151164301491379,0.33853442679988877,0.7508412113871871,0.34152035976674333,0.9989920323504264,0.7785545946385398
0.535559540252872,0.23800105694487836,0.22206858296864873,0.5679315117211233,0.7772816461905022,0.7850445182735327
0.5073505022890918,0.4267868447865032,0.4133788557711883,0.11470707107668723,0.7740328495620896,0.8729853861041846
0.852912967707769,0.591563245658085,0.3302238745365064,0.5640569384366142,0.7904753897848923,0.9992806869703708
0.675079008987582,0.004907618374383431,0.23771734154681456,0.16598364766569107,0.8622448822601292,0.7712137430849423
0.6021617675574595,0.3818353085593129,0.07903448221415747,0.513723839681006,0.873785776815941,0.9460622378303642
0.5220530645006405,0.6579725606046474,0.3427767181576109,0.24092204903754608,0.947837873335477,0.7790470418667895
0.19228884424158368,0.7267606421869145,0.4689714948442387,0.43643002363314365,0.7555462377165678,0.730731860890444
0.8080186648522555,0.6175766493244157,0.3104430838376577,0.1776631690642108,0.7562707000225557,0.9414894558262832
0.293010376751396,0.17353802135317897,0.233287529680207,0.5103317748542704,0.87131907085629,0.8532330004209525
0.23899583974343924,0.31758009509506074,0.43447522749905737,0.5093233983038846,0.757122043558863,0.7578103123603793
0.19318653354927648,0.7556986729929241,0.47852069490893406,0.5695100559594122,0.8008991743017475,0.7859658855509932
0.7223157648039574,0.04101308371197987,0.47049306794708057,0.24456477723735556,0.9436029195292138,0.7638928637244797
0.6894805471890223,0.16883648727017062,0.6916275174648492,0.15946294219492163,0.9500656280067671,0.9534319283817343
0.020824516258946695,0.6334340178072676,0.17575318283471886,0.19029480980309732,0.9145226446180451,0.7502546615829503
0.8095274447385066,0.6306614040205827,0.37547480689739765,0.4363253508778856,0.7489465281880594,0.9754676783593744
0.7425149814280785,0.3453653581090787,0.6125682629162769,0.6690361463835766,0.9546731296938603,0.7867952567063116
0.5543033516288758,0.11835860768052137,0.05366234676199791,0.7869949952663746,0.772933659280848,0.9741370125772641
0.44310815445125357,0.047082813479753474,0.45162946168679197,0.2648587372146105,0.7362029780741725,0.8639013450401954
0.4892589030578435,0.10329781651710786,0.5546599044031686,0.07833513690145129,0.8153065073932133,0.766176652387088
0.5226916089044937,0.2991703137380103,0.555881313341198,0.7232311275533014,0.8307215339429826,0.9227341629825957
0.5955949062877866,0.1306833656416999,0.585720761308843,0.23168695721488383,0.7890247200168464,0.8995577563269825
0.4498336931693855,0.40815706012072667,0.272699622568904,0.1980486297693056,0.9753141692659606,0.7959514187962706
0.15922852926887696,0.08139023006982336,0.15997521208172574,0.19084980204546875,0.8280816717025756,0.8404851880130975
0.5892279528330508,0.792666951382144,0.2646999917208702,0.34421609435393147,0.9337727382452949,0.7774280682651301
0.1328700087893081,0.025783985595839373,0.7389085130687949,0.3832795977401726,0.7364334875711324,0.9325080670396453
0.10055793716818368,0.4360780726380281,0.12085969962924324,0.012538520831074696,0.857306329423672,0.7405607668728733
0.7571977854698106,0.4017274591777809,0.0597349515995764,0.7225152179615236,0.9993330356192782,0.7756841007567292
0.5725897118179148,0.06509702611751714,0.05176231155887616,0.21741764939025013,0.9084098843417767,0.8412464815712762
0.40761050213593625,0.6291183325664896,0.6995256394249072,0.5966085177060126,0.9717701347681043,0.7740967080880166
0.5938400523764464,0.8228960844254981,0.5999615127169862,0.04825097876962969,0.7142233969917681,0.9868044810952287
0.10124853933165145,0.7687828469585621,0.10577754524029691,0.1726446491628882,0.7846255057659478,0.7406543401531944
0.44641610820527045,0.27945299479914054,0.32321737344645146,0.6817302800047428,0.8099885874527041,0.8101309766286381
0.06547230971241656,0.5449524263019864,0.5239021589058653,0.4291354601185994,0.9005304296937878,0.9261800068664618
0.5775956615693264,0.11389277171300015,0.6262402699976491,0.6541759690236407,0.8792818155397003,0.9755138198259199
0.13635277175881738,0.2486558084619466,0.29906415839589934,0.3832027256678645,0.7249897839352908,0.926404084052667
0.14486683076935755,0.8245445771465454,0.6551970072513322,0.6681186300435049,0.7657146068751269,0.7662804821583283
0.2794541389934305,0.5090478724531275,0.6254275721067682,0.273466529159381,0.7158140137641457,0.8103255963119315
0.2196302407511678,0.24351989932532037,0.5091571073150672,0.38419368305297347,0.9567035796193827,0.730839862829625
0.19094118856079897,0.5318703837876678,0.04625231822081145,0.7701303941601745,0.9175673204600256,0.7486396301548401
0.5913597476120618,0.1391165359733638,0.6900861860033587,0.6065210902371616,0.7952164645380869,0.9280730583513257
0.04914297910607259,0.3860970672920032,0.3020693577304941,0.05059451840457321,0.9562096611282518,0.939423309766886
0.09504413189866179,0.5732550664583443,0.7035556516746756,0.04614429589677416,0.9010269766830837,0.7773746407554614
0.2213376926995064,0.006427234043411562,0.36520782419162684,0.34993541934984757,0.7591020199167715,0.725753547597006
0.5592954758629656,0.04738047202352338,0.48114056811522016,0.5323220849175725,0.8380229078710673,0.9094015866175684
0.19510302688656386,0.12745418419280083,0.5480212682165118,0.41277716713401685,0.7286436253322216,0.7240270225262635
0.7817597313629999,0.7132541133773842,0.641315667776172,0.08822843800225498,0.8687603639815297,0.8434675168175194
0.28982278865711,0.3993147793811524,0.7392539369959246,0.6124456293645587,0.9547298909489176,0.986311525166004
0.3106475908344559,0.36292475425987714,0.11920270351212063,0.5668324593347661,0.9982382753292334,0.8304958056331982
0.050237968174859524,0.591418221645305,0.05635286879608442,0.7695340537903546,0.9271265386604075,0.9283949145592574
0.40310917451863243,0.3111358457806826,0.31235561049940674,0.7223613083229328,0.7172893603332259,0.791840869144035
0.0918275121001821,0.19120097784992338,0.439634616612725,0.20724544254159183,0.9830855495739381,0.8627304517807103
0.15387639767878428,0.18974702949410371,0.28698964526465565,0.26447518425015304,0.8305782382367485,0.9650538210864223
