a,b,c,e,f,d
0.33584258664331085,0.7980141741584555,0.2840230282455227,0.5685149190040139,0.47350719416834597,0.7975284623626226
0.6434906155659008,0.8935802367716286,0.9781744236273794,0.9731873857143206,0.911193830598061,0.8953830848165236
0.7113185663052802,0.9587813798245971,0.9765987533542938,0.965519448681789,0.9433954298294857,0.8435805900278127
0.11367494674322302,0.9786931984833158,0.9448212602884917,0.9538570308215479,0.9222136630832066,0.9462669369545677
0.7183394105257666,0.8836788029473932,0.9975532170305971,0.8880113290729965,0.9608343376331977,0.8880992011080598
0.016336039539391032,0.8994119389528598,0.963694073023015,0.8885594164544881,0.974330931806177,0.8285732742748012
0.2756880471006285,0.9528552077997503,0.9405348227035645,0.9142613479792829,0.9436385903810895,0.7255002055921558
0.7990925776867711,0.8086750596218495,0.45513166193443994,0.6507584004115516,0.5539986481656878,0.8835054613347828
0.06443054606941352,0.8398334374086507,0.011265294237277002,0.07872893942873363,0.7022032505630772,0.8303215969315594
0.6264927928771559,0.8367488357309575,0.9218141799458225,0.8367097806227024,0.8957669439185046,0.9683186924388707
0.7479680906831707,0.9149993964511081,0.9727539086695767,0.8649919710425803,0.810704592139493,0.7105187353436269
0.34070759350808394,0.9247890306353447,0.9261633367609836,0.8599041928180433,0.8066765125802051,0.9300807509348021
0.5920054445797647,0.9017726432693675,0.9990077126625087,0.8936048713478347,0.9638246704233584,0.7401189907831729
0.6015098954355407,0.8176199668244525,0.9575584932289253,0.8716930404640594,0.8489371541317143,0.7536724545072598
0.05481779419868115,0.8066311860975764,0.9903290291716045,0.7740123780911521,0.9077748992188981,0.7459815471405107
0.6555262281478035,0.9823395835729536,0.8009018029617517,0.16244319318007863,0.6519899559098143,0.8608022978325525
0.48517639069698953,0.8491962290152794,0.8825655607594677,0.01038808074968478,0.4650884734549383,0.8437504474234319
0.676234387316224,0.8628656311930666,0.996484492284364,0.8329953576798367,0.8786511673459193,0.8365757806502789
0.33002387133025873,0.9374898694232815,0.9036372304305728,0.8162931143609152,0.9303240122770751,0.7438099907302927
0.1447617887660077,0.8048872219894503,0.9596167704454384,0.7966113509751397,0.8313298067924907,0.8165015497390146
0.04794682493935648,0.7776483309722819,0.901225576745404,0.9212952517519076,0.8094028426796471,0.983948563079076
0.2486333457897983,0.9221951723726494,0.9769329471518011,0.9344309921202159,0.9345879231677567,0.915369703934386
0.16046484629908347,0.7813728499777918,0.907047381389721,0.9395223114846107,0.8653716389610361,0.833517017739945
0.6132716513312477,0.8472493237200952,0.12791122642889938,0.5462625456395661,0.5801073806854182,0.9273179016267461
0.6781980428077808,0.8275441152082857,0.6216575725574784,0.72788544217334,0.6338024847863079,0.7292748371262721
0.45172693745485953,0.8824193297943104,0.907651522526695,0.7879526621653468,0.8404230043050419,0.7488133764678101
0.7329133515283964,0.837215327335868,0.9367000726347336,0.7903935383795613,0.9419806532095591,0.8633945821848428
0.3249747357873304,0.8305812187190991,0.9142949258735703,0.765806443236001,0.8389237758368205,0.80619693776254
0.6654624684794814,0.8493948778151905,0.955919426215158,0.7581719958040073,0.9944559433580966,0.9040258732813692
0.3484792496295198,0.8419614341850294,0.977368204994838,0.8393280664660318,0.8931936085646027,0.8562663249832642
0.31150893482084857,0.9307011385659694,0.9688074186717103,0.9951909047844048,0.8288864271211807,0.855404498390415
0.017133392138259217,0.8925367408950184,0.8866476866248426,0.07229678546593893,0.7430512765217374,0.7515559295715843
0.44299011747642486,0.983509791702889,0.2316395978253001,0.13732221493379487,0.2547489391784417,0.9244411462148078
0.6059313186854047,0.9116018338251883,0.9221243057812886,0.8997630671107614,0.9349290186575939,0.9090176276291619
0.8204610473479361,0.8270145784925131,0.9172753676864059,0.8343404224925397,0.8352238866336708,0.7244739925711909
0.5638320423239623,0.9288730067019245,0.9292933648236457,0.8819411577009175,0.8603846284911346,0.8795880183187913
0.7230334502585065,0.8337445262013524,0.9662399665917072,0.762241281765849,0.9762392983228105,0.8266058883270507
0.6803364736951897,0.9650018863493427,0.9304739824571792,0.9200415658534815,0.8992973797671298,0.766611788885383
0.690440605505462,0.8626152998197824,0.9702567297523718,0.9877410675225884,0.8493927596528703,0.8524437983456636
0.029649827042383992,0.8525927037915719,0.0002601689507192195,0.5480908186895516,0.23846983450648793,0.7173508479406152
0.1376668120484857,0.8588661244752612,0.6683273814794933,0.03472768891037578,0.1338874343647812,0.9267861986226882
0.3704858883822781,0.8684956963185049,0.9062981987384339,0.761810715949262,0.8461620263570488,0.8232325585970725
0.758673843285803,0.8657414873738632,0.9100054448280153,0.9024682518661143,0.9095859827956544,0.9749530207497539
0.5564443814274044,0.9382790714345508,0.9617952882609184,0.7748016377483402,0.9017201421865065,0.9530358084376891
0.6511175875043224,0.8044554664668676,0.9025158393283091,0.8842952861683967,0.9889179610570124,0.7139440869911092
0.04455934255378189,0.805164611030696,0.9541229327321867,0.8697630536201175,0.8992542997491687,0.9749350569881385
0.25836612153255756,0.9000878726511762,0.962722458971988,0.7625165922537754,0.9699437805196996,0.9239267602564536
0.0059790183481552225,0.939682002305704,0.2989213387544323,0.20315872680590744,0.0891341513838146,0.9756375559693827
0.819753897247972,0.8337415432396844,0.7395156842607653,0.6511495991887811,0.14069529507401352,0.9191970910785736
0.6764758119584238,0.9499938654982414,0.984254780290664,0.9025407919675473,0.8806803251540064,0.9712322147434681
